Afin	ADVgen	afin
Robert	NOMpro	Robert
Bourme	NOMpro	Bourme
.	PONfrt	.

Chil	DETdem	cil
chevalier	NOMcom	chevalier
se	PROper	soi
departirent	VERcjg	departir
de	PRE	de
la	DETdef	le
chité	NOMcom	cité
de	PRE	de
Bervich	NOMpro	Bervic
,	PONfbl	,
et	CONcoo	et
cevauchierent	VERcjg	chevauchier
parmi	PRE	parmi
l'	DETdef	le
Escoce	NOMpro	Écosse
,	PONfbl	,
et	CONcoo	et
trouvoient	VERcjg	trouver
en	PRE	en
cevauçant	VERppa	chevaucher
tout	DETind	tout
le	DETdef	le
pais	NOMcom	paix
ars	VERppe	ardre
et	CONcoo	et
destruit	VERppe	détruire
,	PONfbl	,
et	CONcoo	et
ne	ADVneg	ne
savoient	VERcjg	savoir
a	PRE	a
qui	PROrel	que
parler	VERinf	parler
.	PONfrt	.

Tant	ADVgen	tant
esploitierent	VERcjg	esploitier
que	CONsub	que
il	PROper	il
vinrent	VERcjg	venir
en	PRE	en
la	DETdef	le
chité	NOMcom	cité
d'	PRE	de
Abredane	NOMpro	Abredane
,	PONfbl	,
et	CONcoo	et
la	PROper	il
trouverent	VERcjg	trouver
le	DETdef	le
roi	NOMcom	roi
et	CONcoo	et
la	DETdef	le
roine	NOMcom	reine
et	CONcoo	et
auquns	DETind	aucun
chevaliers	NOMcom	chevalier
d'	PRE	de
Escoce	NOMpro	Écosse
qui	PROrel	que
lor	PROper	il
faisoient	VERcjg	faire
compagnie	NOMcom	compagnie
.	PONfrt	.

Qant	CONsub	cant
li	DETdef	le
rois	NOMcom	roi
vei	VERcjg	voir
les	DETdef	le
chevaliers	NOMcom	chevalier
venus	VERppe	venir
,	PONfbl	,
il	PROper	il
senti	VERcjg	sentir
tantos	ADVgen	tantôt
que	CONsub	que
il	PROper	il
aportoient	VERcjg	aporter
nouvelles	NOMcom	nouvelle
;	PONfbl	;
si	ADVgen	si
leur	PROper	leur
dist	VERcjg	dire
:	PONfbl	:
“	PONpga	“
Bien	ADVgen	bien
venant	VERppa	venir
!	PONfrt	!

Conment	ADVint	comment
vous	PROper	vous
portés	VERcjg	porter
vous	PROper	vous
dedens	PRE	dedans
Bervich	NOMpro	Bervic
?	PONfrt	?

”	PONpdr	”
Adont	ADVgen	adonc
li	PROper	il
recorderent	VERcjg	recorder
li	DETdef	le
chevalier	NOMcom	chevalier
toute	DETind	tout
l'	DETdef	le
ordenance	NOMcom	ordonnance
dou	PRE.DETdef	de.le
tretié	NOMcom	treté
ensi	ADVgen	ainsi
que	CONsub	que
il	PROper	il
se	PROper	soi
portoit	VERcjg	porter
.	PONfrt	.

Et	CONcoo	et
qant	CONsub	cant
li	DETdef	le
rois	NOMcom	roi
l'	PROper	il
ot	VERcjg	avoir
entendu	VERppe	entendre
,	PONfbl	,
si	ADVgen	si
pensa	VERcjg	penser
un	DETndf	un
petit	PROind	petit
,	PONfbl	,
et	CONcoo	et
vei	VERcjg	voir
bien	ADVgen	bien
que	CONsub	que
il	PROper	il
n'	ADVneg	ne
i	PROadv	i
pooit	VERcjg	pöoir
pourveir	VERinf	pourvoir
,	PONfbl	,
si	ADVgen	si
dist	VERcjg	dire
:	PONfbl	:
“	PONpga	“
Il	PROimp	il
me	PROper	je
fault	VERcjg	falir
Bervich	NOMpro	Bervic
perdre	VERinf	perdre
,	PONfbl	,
la	DETdef	le
souverainne	ADJqua	souverain
chité	NOMcom	cité
de	PRE	de
mon	DETpos	mon
roiaulme	NOMcom	royaume
.	PONfrt	.

A	PRE	a
ce	PROdem	ce
ne	ADVneg	ne
puis	VERcjg	pöoir
je	PROper	je
aidier	VERinf	aidier
.	PONfbl	.
”	PONpdr	”
Et	CONcoo	et
puis	ADVgen	puis
il	PROper	il
dist	VERcjg	dire
encores	ADVgen	encore
ensi	ADVgen	ainsi
:	PONfbl	:
“	PONpga	“
Se	CONsub	se
nous	PROper	nous
le	PROper	il
perdons	VERcjg	perdre
pour	PRE	pour
ce	DETdem	ce
temps	NOMcom	temps
,	PONfbl	,
uns	DETndf	un
aultres	PROind	autre
retournera	VERcjg	retourner
que	CONsub	que
nous	PROper	nous
le	PROper	il
recouverons	VERcjg	recouvrer
.	PONfbl	.
”	PONpdr	”
Et	CONcoo	et
dist	VERcjg	dire
ensi	ADVgen	ainsi
as	PRE.DETdef	à.le
chevaliers	NOMcom	chevalier
:	PONfbl	:
“	PONpga	“
Messire	NOMcom	seignor
Guillaume	NOMpro	Guillaume
et	CONcoo	et
vous	PROper	vous
messire	NOMcom	seignor
Robert	NOMpro	Robert
,	PONfbl	,
je	PROper	je
vous	PROper	vous
remerchie	VERcjg	remercïer
grandement	ADVgen	grandement
de	PRE	de
ce	PROdem	ce
que	CONsub	que
si	ADVgen	si
vaillanment	ADVgen	vaillamment
vous	PROper	vous
vos	PROper	vos
estes	VERcjg	estre
tenu	VERppe	tenir
en	PRE	en
Bervich	NOMpro	Bervic
.	PONfrt	.

Vous	PROper	vous
veés	VERcjg	voir
bien	ADVgen	bien
que	CONsub	que
il	PROimp	il
n'	ADVneg	ne
est	VERcjg	estre
pas	ADVneg	pas
en	PRE	en
ma	DETpos	mon
poissance	NOMcom	puissance
que	CONsub	que
je	PROper	je
puisse	VERcjg	pöoir
amender	VERinf	amender
a	PRE	a
ce	DETdem	ce
tretié	NOMcom	treté
.	PONfrt	.

Il	PROimp	il
n'	ADVneg	ne
i	PROadv	i
a	VERcjg	avoir
nului	PROind	nul
en	PRE	en
Escoce	NOMpro	Écosse
,	PONfbl	,
depuis	PRE	depuis
la	DETdef	le
mort	NOMcom	mort
de	PRE	de
messire	NOMcom	seignor
Guillaume	NOMpro	Guillaume
de	PRE	de
Douglas	NOMpro	Douglas
et	CONcoo	et
dou	PRE.DETdef	de.le
conte	NOMcom	conte
Jehan	NOMpro	Jean
de	PRE	de
Moret	NOMpro	Moret
;	PONfbl	;
il	PROimp	il
n'	ADVneg	ne
i	PROadv	i
a	VERcjg	avoir
gaires	ADVgen	gaire
de	PRE	de
cevaliers	NOMcom	chevalier
qui	PROrel	que
se	PROper	soi
doient	VERcjg	devoir
ne	CONcoo	ne
puissent	VERcjg	pöoir
relever	VERinf	relever
contre	PRE	contre
la	DETdef	le
poissance	NOMcom	puissance
d'	PRE	de
Engleterre	NOMpro	Angleterre
.	PONfrt	.

Englois	NOMpro	anglois
sont	VERcjg	estre
male	ADJqua	mal
gent	NOMcom	gent
.	PONfrt	.

Li	DETdef	le
baron	NOMcom	baron
de	PRE	de
ce	DETdem	ce
pais	NOMcom	paix
tretiierent	VERcjg	tretier
jadis	ADVgen	jadis
,	PONfbl	,
et	CONcoo	et
n'	ADVneg	ne
i	PROadv	i
a	VERcjg	avoir
pas	ADVneg	pas
encores	ADVgen	encore
.V	PROcar	cinq
.	PONfrt	.

ans	NOMcom	an
,	PONfbl	,
dou	PRE.DETdef	de.le
mariage	NOMcom	marïage
de	PRE	de
ma	DETpos	mon
fenme	NOMcom	femme
et	CONcoo	et
de	PRE	de
moi	PROper	je
,	PONfbl	,
au	PRE.DETdef	a
conte	NOMcom	conte
de	PRE	de
Qent	NOMpro	Kent
qui	PROrel	que
fu	VERcjg	estre
un	DETndf	un
vaillans	ADJqua	vaillant
preudons	NOMcom	prudhomme
et	CONcoo	et
a	PRE	a
la	DETdef	le
roine	NOMcom	reine
Isabiel	NOMpro	Isabiel
d'	PRE	de
Engleterre	NOMpro	Angleterre
,	PONfbl	,
pour	PRE	pour
tant	ADVgen	tant
que	CONsub	que
il	PROper	il
quidoient	VERcjg	cuider
que	CONsub	que
je	PROper	je
et	CONcoo	et
toute	DETind	tout
Escoce	NOMpro	Écosse
en	PROadv	en
deuissions	VERcjg	dévoir
mieuls	ADVgen	mieux
valoir	VERinf	valoir
,	PONfbl	,
mais	CONcoo	mais
nennil	ADVgen	nennil
:	PONfbl	:
nous	PROper	nous
avons	VERcjg	avoir
plus	ADVgen	plus
forte	ADJqua	fort
guerre	NOMcom	guerre
assés	ADVgen	assez
que	CONsub	que
devant	ADVgen	devant
.	PONfrt	.

Et	CONcoo	et
chil	PROdem	cil
qui	PROrel	que
s'	PROper	soi
acorderent	VERcjg	accorder
au	PRE.DETdef	a
mariage	NOMcom	marïage
,	PONfbl	,
la	DETdef	le
roine	NOMcom	reine
,	PONfbl	,
la	DETdef	le
mere	NOMcom	mere
ma	DETpos	mon
fenme	NOMcom	femme
,	PONfbl	,
li	DETdef	le
contes	NOMcom	conte
de	PRE	de
Qent	NOMpro	Kent
et	CONcoo	et
messires	NOMcom	seignor
Rogiers	NOMpro	Roger
de	PRE	de
Mortemer	NOMpro	Mortemer
en	PROadv	en
sont	VERcjg	estre
venu	VERppe	venir
a	PRE	a
povre	ADJqua	povre
conclusion	NOMcom	conclusion
,	PONfbl	,
et	CONcoo	et
tout	ADVgen	tout
par	PRE	par
envie	NOMcom	envie
et	CONcoo	et
le	DETdef	le
mauvesté	NOMcom	mauvaiseté
des	PRE.DETdef	de.le
Englois	NOMpro	anglois
.	PONfrt	.

Robert	NOMpro	Robert
et	CONcoo	et
vous	PROper	vous
Guillaume	NOMpro	Guillaume
,	PONfbl	,
vous	PROper	vous
retournerés	VERcjg	retourner
et	CONcoo	et
ferés	VERcjg	faire
dou	PRE.DETdef	de.le
mieuls	NOMcom	mieul
que	PROrel	que
vous	PROper	vous
porés	VERcjg	pouvoir
;	PONfbl	;
je	PROper	je
voi	VERcjg	vëoir
bien	ADVgen	bien
que	CONsub	que
il	PROimp	il
fault	VERcjg	falir
que	CONsub	que
je	PROper	je
perde	VERcjg	perdre
Bervich	NOMpro	Bervic
.	PONfbl	.
”	PONpdr	”
Depuis	PRE	depuis
ceste	DETdem	cest
response	NOMcom	response
que	PROrel	que
li	DETdef	le
rois	NOMcom	roi
David	NOMpro	David
d'	PRE	de
Escoce	NOMpro	Écosse
fist	VERcjg	faire
a	PRE	a
ses	DETpos	son
chevaliers	NOMcom	chevalier
,	PONfbl	,
il	PROper	il
ne	ADVneg	ne
demorerent	VERcjg	demeurer
que	ADVgen	que
deus	DETcar	deux
jours	NOMcom	jour
que	CONsub	que
il	PROper	il
se	PROper	soi
missent	VERcjg	metre
au	PRE.DETdef	a
retour	NOMcom	retour
,	PONfbl	,
et	CONcoo	et
ceminerent	VERcjg	ceminer
tant	ADVgen	tant
par	PRE	par
lors	DETpos	leur
journees	NOMcom	journée
que	CONsub	que
il	PROper	il
vinrent	VERcjg	venir
a	PRE	a
Bervich	NOMpro	Bervic
,	PONfbl	,
et	CONcoo	et
passerent	VERcjg	passer
tout	ADVgen	tout
parmi	PRE	parmi
l'	DETdef	le
oost	NOMcom	ost
as	PRE.DETdef	à.le
Englois	NOMpro	anglois
pasieuvlement	ADVgen	passiévement
,	PONfbl	,
et	CONcoo	et
rentrerent	VERcjg	rentrer
en	PRE	en
la	DETdef	le
ville	NOMcom	ville
.	PONfrt	.

Euls	PROper	eux
revenus	VERppe	revenir
,	PONfbl	,
il	PROper	il
parlerent	VERcjg	parler
au	PRE.DETdef	a
capitainne	NOMcom	capitaine
et	CONcoo	et
as	PRE	à
tous	DETind	tous
ceuls	PROdem	celui
de	PRE	de
la	DETdef	le
ville	NOMcom	ville
,	PONfbl	,
bourgois	NOMcom	bourgeois
et	CONcoo	et
autres	PROind	autre
,	PONfbl	,
et	CONcoo	et
lor	PROper	il
recorderent	VERcjg	recorder
en	PRE	en
general	NOMcom	général
tout	DETind	tout
ce	PROdem	ce
que	PROrel	que
il	PROper	il
avoient	VERcjg	avoir
trouvé	VERppe	trouver
ou	PRE.DETdef	en.le
roi	NOMcom	roi
d'	PRE	de
Escoce	NOMpro	Écosse
et	CONcoo	et
en	PRE	en
son	DETpos	son
consel	NOMcom	conseil
,	PONfbl	,
et	CONcoo	et
la	DETdef	le
response	NOMcom	response
tele	ADJind	tel
que	CONsub	que
faite	VERppe	faire
on	PROind	on
lor	PROper	il
avoit	VERcjg	avoir
;	PONfbl	;
et	CONcoo	et
sur	PRE	sur
ce	PROdem	ce
orent	VERcjg	avoir
consel	NOMcom	conseil
et	CONcoo	et
avis	NOMcom	avis
.	PONfrt	.

Dont	ADVgen	donc
dissent	VERcjg	dire
il	PROper	il
l'	DETdef	le
un	PROind	un
par	PRE	par
l'	DETdef	le
autre	PROind	autre
:	PONfbl	:
“	PONpga	“
Il	PROimp	il
n'	ADVneg	ne
i	PROadv	i
a	VERcjg	avoir
aultre	DETind	autre
cose	NOMcom	chose
:	PONfbl	:
il	PROimp	il
nous	PROper	nous
fault	VERcjg	falir
tenir	VERinf	tenir
le	DETdef	le
trettié	NOMcom	tretté
tel	ADJind	tel
que	CONsub	que
nous	PROper	nous
l'	PROper	il
avons	VERcjg	avoir
deviers	PRE	devers
les	DETdef	le
Englés	NOMpro	Angles
.	PONfrt	.

Aultrement	ADVgen	autrement
ne	ADVneg	ne
poons	VERcjg	pouvoir
nous	PROper	nous
finer	VERinf	finer
.	PONfrt	.

Et	CONcoo	et
a	PRE	a
tout	PROind	tout
comsiderer	VERinf	comsidérer
,	PONfbl	,
voirement	ADVgen	voirement
ne	ADVneg	ne
le	PROper	il
puet	VERcjg	pöoir
li	DETdef	le
rois	NOMcom	roi
amender	VERinf	amender
,	PONfbl	,
car	CONcoo	car
il	PROper	il
n'	ADVneg	ne
a	VERcjg	avoir
pas	ADVneg	pas
a	PRE	a
present	ADJqua	présent
gens	NOMcom	gens
ne	CONcoo	ne
poissance	NOMcom	puissance
pour	PRE	pour
combatre	VERinf	combattre
les	DETdef	le
Englois	NOMpro	anglois
.	PONfbl	.
”	PONpdr	”
Les	DETdef	le
chevaliers	NOMcom	chevalier
d'	PRE	de
Escoce	NOMpro	Écosse
retournés	VERcjg	retourner
sus	PRE	sus
la	DETdef	le
fourme	NOMcom	forme
et	CONcoo	et
estat	NOMcom	état
que	PROrel	que
je	PROper	je
vous	PROper	vous
di	VERcjg	dire
,	PONfbl	,
li	DETdef	le
rois	NOMcom	roi
d'	PRE	de
Engleterre	NOMpro	Angleterre
et	CONcoo	et
ses	DETpos	son
consauls	NOMcom	conseil
vorrent	VERcjg	vouloir
sçavoir	VERinf	savoir
quel	DETrel	quel
cose	NOMcom	chose
il	PROper	il
avoient	VERcjg	avoir
raporté	VERppe	rapporter
.	PONfrt	.

Il	PROper	il
leur	PROper	leur
dissent	VERcjg	dire
que	CONsub	que
Bervich	NOMpro	Bervic
estoit	VERcjg	estre
lour	ADJpos	leur
,	PONfbl	,
parmi	PRE	parmi
les	DETdef	le
convenances	NOMcom	convenance
acomplies	VERppe	accomplir
.	PONfrt	.

Li	DETdef	le
rois	NOMcom	roi
d'	PRE	de
Engleterre	NOMpro	Angleterre
lor	PROper	il
tint	VERcjg	tenir
et	CONcoo	et
acompli	VERcjg	accomplir
de	PRE	de
point	NOMcom	point
en	PRE	en
point	NOMcom	point
.	PONfrt	.

Et	CONcoo	et
s'	PROper	soi
en	PROadv	en
departirent	VERcjg	departir
tout	DETind	tout
chevalier	NOMcom	chevalier
et	CONcoo	et
esquier	NOMcom	écuyer
qui	PROrel	que
en	PRE	en
garnison	NOMcom	garnison
i	PROadv	i
avoient	VERcjg	avoir
esté	VERppe	être
,	PONfbl	,
et	CONcoo	et
enporterent	VERcjg	emporter
tout	DETind	tout
che	PROdem	ce
qui	PROrel	que
lour	PROper	leur
estoit	VERcjg	estre
et	CONcoo	et
sans	PRE	sans
rihote	NOMcom	rihote
.	PONfrt	.

Et	CONcoo	et
li	DETdef	le
bourgois	NOMcom	bourgeois
de	PRE	de
la	DETdef	le
ville	NOMcom	ville
demorerent	VERcjg	demeurer
en	PRE	en
paix	NOMcom	paix
,	PONfbl	,
parmi	PRE	parmi
tant	ADVgen	tant
que	CONsub	que
il	PROper	il
jurerent	VERcjg	jurer
solempnement	ADVgen	solennement
a	PRE	a
estre	VERinf	estre
bons	ADJqua	bon
et	CONcoo	et
loiaus	ADJqua	loyal
Englois	NOMpro	anglois
,	PONfbl	,
a	PRE	a
tousjours	ADVgen	toujours
mes	ADVgen	mais
,	PONfbl	,
et	CONcoo	et
en	PROadv	en
prisent	VERcjg	prendre
li	DETdef	le
Englois	NOMpro	anglois
la	DETdef	le
posession	NOMcom	posession
.	PONfrt	.

Et	CONcoo	et
i	PROadv	i
entra	VERcjg	entrer
li	DETdef	le
rois	NOMcom	roi
d'	PRE	de
Engleterre	NOMpro	Angleterre
a	PRE	a
grant	ADJqua	grant
fuisson	NOMcom	foisson
de	PRE	de
trompes	NOMcom	trompe
et	CONcoo	et
de	PRE	de
trompetes	NOMcom	trompete
et	CONcoo	et
de	PRE	de
menestrandies	NOMcom	menestrandie
.	PONfrt	.

Et	CONcoo	et
i	PROadv	i
tint	VERcjg	tenir
son	DETpos	son
tinel	NOMcom	tinel
et	CONcoo	et
son	DETpos	son
estat	NOMcom	état
,	PONfbl	,
et	CONcoo	et
la	DETdef	le
roine	NOMcom	reine
Phelippe	NOMpro	Philippe
sa	DETpos	son
fenme	NOMcom	femme
avoecques	PRE	avuec
lui	PROper	il
,	PONfbl	,
laquelle	PROrel	lequel
estoit	VERcjg	estre
enchainte	VERppe	enceindre
,	PONfbl	,
et	CONcoo	et
ce	PROdem	ce
fu	VERcjg	estre
de	PRE	de
Edouwart	NOMpro	Edwarwart
son	DETpos	son
ainné	ADJqua	aîné
fil	NOMcom	fil
,	PONfbl	,
qui	PROrel	que
puis	ADVgen	puis
fu	VERcjg	estre
princes	NOMcom	prince
de	PRE	de
Galles	NOMpro	Galles
et	CONcoo	et
si	ADVgen	si
vaillans	ADJqua	vaillant
homs	NOMcom	homme
,	PONfbl	,
conme	CONsub	comme
vous	PROper	vous
trouverés	VERcjg	trouver
dedens	PRE	dedans
ceste	DETdem	cest
histore	NOMcom	histore
,	PONfbl	,
qant	CONsub	cant
temps	NOMcom	temps
et	CONcoo	et
lieus	NOMcom	lieu
seront	VERcjg	estre
a	PRE	a
parler	VERinf	parler
de	PRE	de
lui	PROper	il
.	PONfrt	.

Avoecques	PRE	avuec
la	DETdef	le
chité	NOMcom	cité
de	PRE	de
Bervich	NOMpro	Bervic
,	PONfbl	,
ot	VERcjg	avoir
li	DETdef	le
rois	NOMcom	roi
d'	PRE	de
Engleterre	NOMpro	Angleterre
le	DETdef	le
castiel	NOMcom	château
qui	PROrel	que
est	VERcjg	estre
biaus	ADJqua	bel
et	CONcoo	et
fors	ADJqua	fort
et	CONcoo	et
oevre	VERcjg	ovrir
sus	PRE	sus
les	DETdef	le
camps	NOMcom	champ
et	CONcoo	et
en	PRE	en
la	DETdef	le
ville	NOMcom	ville
.	PONfrt	.

Et	CONcoo	et
fu	VERcjg	estre
mis	VERppe	metre
ens	ADVgen	ens
ou	PRE.DETdef	en.le
tretié	NOMcom	treté
dou	PRE.DETdef	de.le
rendage	NOMcom	rendage
.	PONfrt	.

Et	CONcoo	et
furent	VERcjg	estre
la	DETdef	le
chité	NOMcom	cité
de	PRE	de
Bervich	NOMpro	Bervic
et	CONcoo	et
li	DETdef	le
chastiaus	NOMcom	château
ravitailliet	VERppe	ravitailler
et	CONcoo	et
rafresqi	VERppe	rafresquir
de	PRE	de
pourveances	NOMcom	pourvoyance
et	CONcoo	et
de	PRE	de
gens	NOMcom	gens
d'	PRE	de
armes	NOMcom	arme
et	CONcoo	et
d'	PRE	de
archiers	NOMcom	archier
et	CONcoo	et
de	PRE	de
bon	ADJqua	bon
chapitainne	NOMcom	capitaine
.	PONfrt	.

Et	CONcoo	et
fu	VERcjg	estre
toute	DETind	tout
la	DETdef	le
marce	NOMcom	marce
et	CONcoo	et
la	DETdef	le
terre	NOMcom	terre
de	PRE	de
la	ADVgen	là
environ	ADVgen	environ
recargié	VERppe	recharger
et	CONcoo	et
mise	VERppe	metre
en	PRE	en
garde	NOMcom	garde
,	PONfbl	,
de	PRE	de
la	DETdef	le
bouce	NOMcom	bouche
dou	PRE.DETdef	de.le
roi	NOMcom	roi
,	PONfbl	,
au	PRE.DETdef	a
signeur	NOMcom	seigneur
de	PRE	de
Persi	NOMpro	Persi
qui	PROrel	que
resgnoit	VERcjg	resgner
pour	PRE	pour
ce	DETdem	ce
temps	NOMcom	temps
.	PONfrt	.

Toutes	DETind	tous
ces	DETdem	ce
coses	NOMcom	chose
faites	VERppe	faire
et	CONcoo	et
ordonnees	VERppe	ordonner
,	PONfbl	,
li	DETdef	le
rois	NOMcom	roi
d'	PRE	de
Engleterre	NOMpro	Angleterre
conmença	VERcjg	commencer
a	PRE	a
donner	VERinf	donner
de	PRE	de
sa	DETpos	son
gent	NOMcom	gent
congiet	NOMcom	congié
.	PONfrt	.

Et	CONcoo	et
se	PROper	soi
departirent	VERcjg	departir
li	DETdef	le
plus	ADVgen	plus
lontain	ADJqua	lontain
premierement	ADVgen	premièrement
.	PONfrt	.

Et	CONcoo	et
ils	PROper	il
meismes	ADJind	même
s'	PROper	soi
en	PROadv	en
retourna	VERcjg	retourner
au	PRE.DETdef	a
Noef	NOMpro	Nöef
Chastiel	NOMpro	Chastiel
sur	PRE	sur
Thin	NOMpro	Thin
,	PONfbl	,
et	CONcoo	et
i	PROadv	i
institua	VERcjg	instituer
a	PRE	a
chapitainne	NOMcom	capitaine
le	DETdef	le
signeur	NOMcom	seigneur
de	PRE	de
Noefville	NOMpro	Nofville
;	PONfbl	;
et	CONcoo	et
puis	ADVgen	puis
s'	PROper	soi
en	PROadv	en
parti	VERcjg	partir
,	PONfbl	,
et	CONcoo	et
vint	VERcjg	venir
.I	PROcar	un
.	PONfrt	.

jour	NOMcom	jour
disner	VERinf	disner
en	PRE	en
.I	PROcar	un
.	PONfrt	.

chastiel	NOMcom	chastel
priés	VERcjg	prier
de	PRE	de
la	ADVgen	là
seant	VERppa	sëoir
,	PONfbl	,
et	CONcoo	et
la	DETdef	le
roine	NOMcom	reine
aussi	ADVgen	aussi
.	PONfrt	.

Et	CONcoo	et
le	DETdef	le
castel	NOMcom	château
on	PROind	on
l'	PROper	il
apelle	VERcjg	apeler
Branspes	NOMpro	Branspe
,	PONfbl	,
et	CONcoo	et
est	VERcjg	estre
dou	PRE.DETdef	de.le
signeur	NOMcom	seigneur
de	PRE	de
Persi	NOMpro	Persi
.	PONfrt	.

Et	CONcoo	et
furent	VERcjg	estre
la	ADVgen	là
li	DETdef	le
rois	NOMcom	roi
et	CONcoo	et
la	DETdef	le
roine	NOMcom	reine
deus	DETcar	deux
jours	NOMcom	jour
.	PONfrt	.

Et	CONcoo	et
entrués	VERppe	entruer
passoient	VERcjg	passer
ses	DETpos	son
gens	NOMcom	gens
et	CONcoo	et
se	PROper	soi
retraioient	VERcjg	retraire
,	PONfbl	,
casquns	PROind	chacun
en	PRE	en
son	DETpos	son
lieu	NOMcom	lieu
.	PONfrt	.

Et	CONcoo	et
ou	PROrel	où
que	PROrel	que
li	DETdef	le
rois	NOMcom	roi
et	CONcoo	et
la	DETdef	le
roine	NOMcom	reine
aloient	VERcjg	aler
,	PONfbl	,
messieres	NOMcom	maissière
Robers	NOMpro	Robert
d'	PRE	de
Artois	NOMpro	Artois
estoit	VERcjg	estre
tousjours	ADVgen	toujours
en	PRE	en
lor	DETpos	lor
compagnie	NOMcom	compagnie
.	PONfrt	.

Qant	CONsub	cant
li	DETdef	le
dis	VERppe	dire
rois	NOMcom	roi
et	CONcoo	et
la	DETdef	le
roine	NOMcom	reine
et	CONcoo	et
ses	DETpos	son
gens	NOMcom	gens
,	PONfbl	,
voires	ADVgen	voir
ceuls	PROdem	celui
liquel	PROrel	lequel
estoient	VERcjg	être
ordonné	VERppe	ordonner
pour	PRE	pour
son	DETpos	son
corps	NOMcom	corps
,	PONfbl	,
eurent	VERcjg	avoir
esté	VERppe	être
en	PRE	en
Branspes	NOMpro	Branspe
deus	DETcar	deux
jours	NOMcom	jour
,	PONfbl	,
et	CONcoo	et
li	DETdef	le
sires	NOMcom	seignor
de	PRE	de
Persi	NOMpro	Persi
et	CONcoo	et
la	DETdef	le
dame	NOMcom	dame
les	PROper	il
orent	VERcjg	avoir
bien	ADVgen	bien
festoiiés	VERppe	festoyer
,	PONfbl	,
il	PROper	il
prissent	VERcjg	prendre
congiet	NOMcom	congié
et	CONcoo	et
s'	PROper	soi
en	PROadv	en
departirent	VERcjg	departir
.	PONfrt	.

Et	CONcoo	et
vinrent	VERcjg	venir
a	PRE	a
Durem	NOMpro	Durem
,	PONfbl	,
et	CONcoo	et
la	ADVgen	là
se	PROper	soi
tinrent	VERcjg	tenir
trois	DETcar	trois
jours	NOMcom	jour
;	PONfbl	;
et	CONcoo	et
puis	ADVgen	puis
s'	PROper	soi
en	PROadv	en
departirent	VERcjg	departir
,	PONfbl	,
et	CONcoo	et
vinrent	VERcjg	venir
a	PRE	a
Evruich	NOMpro	Evruic
.	PONfrt	.

Et	CONcoo	et
la	ADVgen	là
furent	VERcjg	estre
li	DETdef	le
rois	NOMcom	roi
et	CONcoo	et
la	DETdef	le
roine	NOMcom	reine
et	CONcoo	et
tous	DETind	tous
li	DETdef	le
hostels	NOMcom	hôtel
un	DETndf	un
temps	NOMcom	temps
jusques	PRE	jusque
a	PRE	a
la	DETdef	le
Pasque	NOMpro	pasque
ensievant	VERppa	ensuivre
,	PONfbl	,
que	PROrel	que
on	PROind	on
compta	VERcjg	conter
l'	DETdef	le
an	PROind	on
de	PRE	de
grasce	NOMcom	grâce
mille	PROcar	mille
.CCCXXXII.	PROcar	trente-deux
.	PONfbl	.
Et	CONcoo	et
la	ADVgen	là
fist	VERcjg	faire
la	DETdef	le
roine	NOMcom	reine
sa	DETpos	son
jesine	NOMcom	jesine
de	PRE	de
Edouwart	NOMpro	Edwarwart
,	PONfbl	,
son	DETpos	son
premier	ADJqua	premier
fil	NOMcom	fil
,	PONfbl	,
qui	PROrel	que
depuis	ADVgen	depuis
fu	VERcjg	estre
nonmés	VERppe	nommer
prinches	NOMcom	prince
de	PRE	de
Galles	NOMpro	Galles
et	CONcoo	et
dus	NOMcom	duc
d'	PRE	de
Acquitainnes	NOMpro	Acquitaine
,	PONfbl	,
et	CONcoo	et
qui	PROrel	que
tant	ADVgen	tant
fu	VERcjg	estre
preus	ADJqua	pro
et	CONcoo	et
vaillans	ADJqua	vaillant
homs	NOMcom	homme
ensi	ADVgen	ainsi
que	CONsub	que
vous	PROper	vous
orés	VERcjg	ouïr
dire	VERinf	dire
en	PRE	en
l'	DETdef	le
istore	NOMcom	issorer
.	PONfrt	.

Qant	CONsub	cant
li	DETdef	le
rois	NOMcom	roi
d'	PRE	de
Engleterre	NOMpro	Angleterre
et	CONcoo	et
la	DETdef	le
roine	NOMcom	reine
Phelippe	NOMpro	Philippe
sa	DETpos	son
fenme	NOMcom	femme
et	CONcoo	et
messires	NOMcom	seignor
Robers	NOMpro	Robert
d'	PRE	de
Artois	NOMpro	Artois
,	PONfbl	,
qui	PROrel	que
toutdis	ADVgen	tout
se	PROper	soi
tenoit	VERcjg	tenir
en	PRE	en
la	DETdef	le
compagnie	NOMcom	compagnie
dou	PRE.DETdef	de.le
roi	NOMcom	roi
,	PONfbl	,
furent	VERcjg	estre
retourné	VERppe	retourner
d'	PRE	de
Escoce	NOMpro	Écosse
ensi	ADVgen	ainsi
que	CONsub	que
chi	PROrel	qui
desus	ADVgen	desus
est	VERcjg	estre
dit	VERppe	dire
et	CONcoo	et
prononchiet	VERppe	prononcer
,	PONfbl	,
et	CONcoo	et
revenu	VERppe	revenir
en	PRE	en
la	DETdef	le
marce	NOMcom	marce
de	PRE	de
Londres	NOMpro	Londene
,	PONfbl	,
une	DETndf	un
fois	NOMcom	fois
tenoit	VERcjg	tenir
son	DETpos	son
hostel	NOMcom	hôtel
a	PRE	a
