Depuis	PRE	depuis
dist	VERcjg	dire
au	PRE.DETdef	a
roy:“Or	NOMcom	roi
prenez	VERppe	prendre
les	OUT	le
quieux	PROrel	quel
vint	PROcar	vint
que	CONsub	que
vous	PROper	vous
vorrez.”Li	VERcjg	vorelir
rois	NOMcom	roi
eslut	VERcjg	eslire
vint	DETcar	vingt
chevaliers	NOMcom	chevalier
,	PONfbl	,
les	DETdef	le
meillors	ADJqua	meilleur
et	CONcoo	et
les	DETdef	le
plus	ADVgen	plus
loiaus	ADJqua	loyal
,	PONfbl	,
et	CONcoo	et
Solehadins	NOMpro	Solehadin
leur	PROper	leur
fist	VERcjg	faire
livrer	VERinf	livrer
armes	NOMcom	arme
et	CONcoo	et
chevaux	NOMcom	cheval
et	CONcoo	et
viandes	NOMcom	viande
,	PONfbl	,
et	CONcoo	et
furent	VERcjg	estre
conduit	VERppe	conduire
jusques	PRE	jusque
devant	PRE	devant
Sur	NOMpro	Sur
.	PONfrt	.

Li	DETdef	le
rois	NOMcom	roi
manda	VERcjg	mander
au	PRE.DETdef	a
bau	NOMcom	bau
de	PRE	de
Sur	NOMpro	Sur
qu'	CONsub	que
il	PROper	il
li	PROper	il
ovrit	VERcjg	ouvrir
les	DETdef	le
portes	NOMcom	porte
et	CONcoo	et
le	PROper	il
laissat	VERcjg	laisser
laenz	ADVgen	laienz
entrer	VERinf	entrer
,	PONfbl	,
et	CONcoo	et
li	DETdef	le
baus	NOMcom	bal
de	PRE	de
Sur	PRE	sur
li	PROper	il
manda	VERcjg	mander
qu'	CONsub	que
il	PROper	il
n'	ADVneg	ne
i	PROadv	i
metroit	VERcjg	metre
les	DETdef	le
piez	NOMcom	pié
,	PONfbl	,
ne	CONcoo	ne
il	PROper	il
nel	ADVneg.PROper	ne
tenoit	VERcjg	tenir
pas	ADVneg	pas
a	PRE	a
seignor	NOMcom	seignor
.	PONfrt	.

Quant	CONsub	quand
li	DETdef	le
rois	NOMcom	roi
sot	VERcjg	savoir
qu'	CONsub	que
il	PROper	il
n'	ADVneg	ne
i	PROadv	i
porroit	VERcjg	pöoir
pas	ADVneg	pas
entrer	VERinf	entrer
,	PONfbl	,
si	ADVgen	si
fist	VERcjg	faire
sa	DETpos	son
tante	NOMcom	tente
drecier	VERinf	drecier
,	PONfbl	,
et	CONcoo	et
fu	VERcjg	estre
enqui	ADVgen	enqui
une	DETndf	un
piece	NOMcom	piece
,	PONfbl	,
qu'	CONsub	que
il	PROper	il
n'	ADVneg	ne
avoit	VERcjg	avoir
pooir	NOMcom	pouvoir
de	PRE	de
riens	PROind	rien
faire	VERinf	faire
.	PONfrt	.

Quant	CONsub	quand
la	DETdef	le
dame	NOMcom	dame
sot	VERcjg	savoir
que	CONsub	que
ses	DETpos	son
sires	NOMcom	seignor
estoit	VERcjg	estre
logiez	VERppe	logier
as	PRE.DETdef	à.le
chans	NOMcom	champ
et	CONcoo	et
ne	ADVneg	ne
pooit	VERcjg	pöoir
entrer	VERinf	entrer
laenz	ADVgen	laienz
,	PONfbl	,
si	ADVgen	si
fu	VERcjg	estre
trop	ADVgen	trop
dolente	ADJqua	dolent
,	PONfbl	,
et	CONcoo	et
vint	VERcjg	venir
au	PRE.DETdef	a
bau	NOMcom	bau
de	PRE	de
Sur	NOMpro	Sur
et	CONcoo	et
lidist:“Comment	ADVgen	lidit
,	PONfbl	,
sire	NOMcom	seignor
!	PONfrt	!

Coment	ADVint	comment
?	PONfrt	?

Ne	ADVneg	ne
metez	VERcjg	metre
vous	PROper	vous
le	DETdef	le
roi	NOMcom	roi
nostre	DETpos	notre
seignor	NOMcom	seignor
çaenz,si	ADVgen	çainz
come	CONsub	come
vous	PROper	vous
devez	VERcjg	devoir
?	PONfrt	?

Taisiez	VERcjg	taire
vous	PROper	vous
,	PONfbl	,
dame,distli	ADJqua	damedis
baus	NOMcom	bal
,	PONfbl	,
je	PROper	je
n'	ADVneg	ne
en	PROadv	en
feroie	VERcjg	faire
riens	PROind	rien
pour	PRE	pour
vous	PROper	vous
!	PONfrt	!

Et	CONcoo	et
se	CONsub	se
vous	PROper	vous
en	PROadv	en
parlez	VERcjg	parler
plus	ADVgen	plus
,	PONfbl	,
je	PROper	je
vous	PROper	vous
metrai	VERcjg	metre
a	PRE	a
mesaise.”La	ADJqua	mesaisail
roine	NOMcom	reine
se	PROper	soi
teut	VERcjg	taire
atant	ADVgen	atant
et	CONcoo	et
s'	PROper	soi
en	PROadv	en
ala	VERcjg	aller
en	PRE	en
sa	DETpos	son
chambre	NOMcom	chambre
,	PONfbl	,
et	CONcoo	et
pensa	VERcjg	penser
qu'	CONsub	que
elle	PROper	elle
porroit	VERcjg	pöoir
faire	VERinf	faire
,	PONfbl	,
qu'	CONcoo	que
elle	PROper	elle
veoit	VERcjg	voir
bien	ADVgen	bien
qu'	CONsub	que
elle	PROper	elle
n'	ADVneg	ne
i	PROadv	i
avoit	VERcjg	avoir
pooir	NOMcom	pouvoir
,	PONfbl	,
et	CONcoo	et
pensa	VERcjg	penser
en	PRE	en
son	DETpos	son
cuer	NOMcom	cuer
qu'	CONsub	que
elle	PROper	elle
se	PROper	soi
feroit	VERcjg	faire
avaler	VERinf	avaler
jus	ADVgen	jus
des	PRE.DETdef	de.le
creniaus	NOMcom	crenel
et	CONcoo	et
ses	DETpos	son
damoiseles	NOMcom	damoiselle
par	PRE	par
nuit	NOMcom	nuit
.	PONfrt	.

Et	CONcoo	et
fit	VERcjg	fïer
tant	ADVgen	tant
qu'	CONsub	que
elle	PROper	elle
ot	VERcjg	avoir
une	DETndf	un
corde	NOMcom	corde
bonne	ADJqua	bon
et	CONcoo	et
grant	ADJqua	grant
qui	PROrel	que
avenoit	VERcjg	advenir
juques	PRE	jusque
a	PRE	a
terre	NOMcom	terre
,	PONfbl	,
et	CONcoo	et
se	PROper	soi
fit	VERcjg	fïer
jus	ADVgen	jus
avaler	VERinf	avaler
et	CONcoo	et
une	DETndf	un
damoisele	NOMcom	damoiselle
avec	PRE	avec
li	PROper	il
,	PONfbl	,
et	CONcoo	et
vint	VERcjg	venir
a	PRE	a
ses	DETpos	son
eures	NOMcom	heure
a	PRE	a
la	DETdef	le
tante	NOMcom	tente
le	DETdef	le
roi	NOMcom	roi
qui	PROrel	que
dormoit	VERcjg	dormir
et	CONcoo	et
l'	PROper	il
esveilla	VERcjg	esveillier
.	PONfrt	.

Et	CONcoo	et
quant	CONsub	cant
li	DETdef	le
rois	NOMcom	roi
la	PROper	il
vit	VERcjg	vëoir
,	PONfbl	,
si	ADVgen	si
fu	VERcjg	estre
merveilles	NOMcom	merveille
liez	ADJqua	lié
,	PONfbl	,
et	CONcoo	et
mout	ADVgen	mout
se	PROper	soi
conjoïrent	VERcjg	conjöir
,	PONfbl	,
si	ADVgen	si
comme	CONsub	comme
preudons	NOMcom	prudhomme
doit	VERcjg	devoir
faire	VERinf	faire
et	CONcoo	et
preudefame	NOMcom	prudefemme
.	PONfrt	.

Et	CONcoo	et
l'	DETdef	le
endemain	NOMcom	endemain
,	PONfbl	,
quant	CONsub	cant
on	PROind	on
sot	VERcjg	savoir
que	CONsub	que
la	DETdef	le
roine	NOMcom	reine
ot	VERcjg	avoir
ce	PROdem	ce
fait	VERppe	faire
,	PONfbl	,
si	ADVgen	si
en	PROadv	en
fu	VERcjg	estre
mout	ADVgen	mout
loee	VERppe	löer
.	PONfrt	.

Et	CONcoo	et
demoura	VERcjg	demeurer
li	DETdef	le
rois	NOMcom	roi
et	CONcoo	et
la	DETdef	le
roine	NOMcom	reine
a	PRE	a
tant	ADVgen	tant
de	PRE	de
gent	NOMcom	gent
comme	CONsub	comme
il	PROper	il
avoient	VERcjg	avoir
de	PRE	de
devant	ADVgen	devant
Sur	NOMpro	Sur
,	PONfbl	,
mout	ADVgen	mout
i	PROadv	i
ot	VERcjg	avoir
a	PRE	a
soffrir	VERinf	souffrir
,	PONfbl	,
car	CONcoo	car
il	PROimp	il
n'	ADVneg	ne
i	PROadv	i
pooit	VERcjg	pöoir
preu	NOMcom	pro
esploitier	VERinf	esploitier
et	CONcoo	et
nequedent	ADVgen	nequedent
Solehadins	NOMpro	Solehadin
li	PROper	il
envoia	VERcjg	envoyer
pain	NOMcom	pain
et	CONcoo	et
vin	NOMcom	vin
et	CONcoo	et
viandes	NOMcom	viande
,	PONfbl	,
ainsi	ADVgen	ainsi
comme	CONsub	comme
il	PROper	il
li	PROper	il
avoit	VERcjg	avoir
convenant.Ci	VERppe	convenantir
vous	PROper	vous
lairons	VERcjg	laisser
ester	VERinf	ester
dou	PRE.DETdef	de.le
roi	NOMcom	roi
Guion	NOMpro	Guy
et	CONcoo	et
de	PRE	de
la	DETdef	le
roine	NOMcom	reine
que	PROrel	que
Dieus	NOMpro	Dieu
gart	VERcjg	garder
,	PONfbl	,
qui	PROrel	que
mout	ADVgen	mout
avoient	VERcjg	avoir
a	PRE	a
soffrir	VERinf	souffrir
,	PONfbl	,
si	ADVgen	si
vous	PROper	vous
dirons	VERcjg	dire
de	PRE	de
l'	DETdef	le
apostole	NOMcom	apostole
Lucie	NOMpro	Luce
qui	PROrel	que
lors	ADVgen	lors
estoit	VERcjg	estre
,	PONfbl	,
qui	PROrel	que
avoit	VERcjg	avoir
eu	VERppe	avoir
letres	NOMcom	lettre
dou	PRE.DETdef	de.le
patriarche	NOMcom	patriarche
que	CONsub	que
la	DETdef	le
terre	NOMcom	terre
d'	PRE	de
outre	PRE	outre
mer	NOMcom	mer
estoit	VERcjg	estre
toute	ADVgen	tout
perdue	VERppe	perdre
a	PRE	a
rés	NOMcom	res
de	PRE	de
Sur	NOMpro	Sur
,	PONfbl	,
si	ADVgen	si
en	PROadv	en
fu	VERcjg	estre
mout	ADVgen	mout
meuz	VERppe	mouvoir
et	CONcoo	et
envoia	VERcjg	envoyer
maintenant	ADVgen	maintenant
un	DETndf	un
legat	NOMcom	légat
en	PRE	en
France	NOMpro	France
,	PONfbl	,
et	CONcoo	et
un	DETndf	un
Aingleterre	NOMpro	Angleterre
,	PONfbl	,
et	CONcoo	et
un	PROind	un
en	PRE	en
Alemaigne	NOMpro	Allemagne
,	PONfbl	,
et	CONcoo	et
en	PRE	en
toutes	DETind	tous
les	DETdef	le
terres	NOMcom	terre
desor	PRE	desor
la	DETdef	le
loi	NOMcom	loi
de	PRE	de
Rome	NOMpro	Rome
pour	PRE	pour
praachier	VERinf	präechier
des	PRE.DETdef	de.le
croiz	NOMcom	croix
.	PONfrt	.

Li	DETdef	le
legat	NOMcom	légat
furent	VERcjg	estre
preudome	ADJqua	pro
et	CONcoo	et
bon	ADJqua	bon
clerc	NOMcom	clerc
,	PONfbl	,
et	CONcoo	et
bien	ADVgen	bien
moustrerent	VERcjg	montrer
la	DETdef	le
besoigne	NOMcom	besoigne
Dieu	NOMpro	Dieu
,	PONfbl	,
et	CONcoo	et
li	DETdef	le
pueples	NOMcom	pueple
fu	VERcjg	estre
devoz	ADJqua	devot
,	PONfbl	,
si	ADVgen	si
se	PROper	soi
croiserent	VERcjg	croissier
enforciement	ADVgen	enforciement
.	PONfrt	.

Li	DETdef	le
rois	NOMcom	roi
Phelipes	NOMpro	Felip
se	PROper	soi
croisa	VERcjg	croiser
,	PONfbl	,
li	DETdef	le
rois	NOMcom	roi
Richart	NOMpro	Richard
ausi	ADVgen	aussi
,	PONfbl	,
li	DETdef	le
cuens	NOMcom	conte
Phelipes	NOMpro	Felip
de	PRE	de
Flandres	NOMpro	Flandres
,	PONfbl	,
li	DETdef	le
cuens	NOMcom	conte
Hanris	NOMpro	Hanris
de	PRE	de
Champaigne	NOMpro	Champagne
,	PONfbl	,
li	DETdef	le
quens	NOMcom	comte
de	PRE	de
Blois	NOMpro	Blois
,	PONfbl	,
et	CONcoo	et
mout	ADVgen	mout
d'	PRE	de
autre	DETind	autre
baron	NOMcom	baron
qui	PROrel	que
ne	ADVneg	ne
sont	VERcjg	estre
mie	ADVneg	mie
nomet	VERppe	nommer
en	PRE	en
mon	DETpos	mon
ditier	NOMcom	ditier
.	PONfrt	.

Et	CONcoo	et
s'	PROper	soi
apareillierent	VERcjg	appareiller
bien	ADVgen	bien
et	CONcoo	et
richement	ADVgen	richement
,	PONfbl	,
et	CONcoo	et
monterent	VERcjg	monter
sor	PRE	sor
mer	NOMcom	mer
a	PRE	a
cinquante	DETcar	cinquante
quatre	DETcar	quatre
naves	NOMcom	nave
,	PONfbl	,
et	CONcoo	et
nagerent	VERcjg	nager
tant	ADVgen	tant
sans	PRE	sans
destorbier	NOMcom	destorbier
qu'	CONsub	que
il	PROper	il
vindrent	VERcjg	venir
a	PRE	a
Sur	NOMpro	Sur
a	PRE	a
un	DETndf	un
mercredi	NOMcom	mercredi
matin	NOMcom	matin
.	PONfrt	.

Et	CONcoo	et
descendirent	VERcjg	descendre
a	PRE	a
terre	NOMcom	terre
et	CONcoo	et
firent	VERcjg	faire
tendre	VERinf	tendre
lor	DETpos	lor
treis	NOMcom	trois
et	CONcoo	et
lor	DETpos	lor
tantes	NOMcom	tente
et	CONcoo	et
lor	DETpos	lor
pavillons	NOMcom	pavillon
et	CONcoo	et
assirent	VERcjg	asseoir
la	DETdef	le
cité	NOMcom	cité
par	PRE	par
terre	NOMcom	terre
et	CONcoo	et
par	PRE	par
mer	NOMcom	mer
.	PONfrt	.

Quant	CONsub	quand
li	DETdef	le
baus	NOMcom	bal
vit	VERcjg	vëoir
qu'	CONsub	que
ainsi	ADVgen	ainsi
estoitet	VERcjg	estoiter
que	CONsub	que
si	ADVgen	si
grant	ADJqua	grant
seignor	NOMcom	seignor
le	PROper	il
venoient	VERcjg	venir
assegier	VERinf	assegier
,	PONfbl	,
si	ADVgen	si
leur	PROper	leur
manda	VERcjg	mander
qu'	CONsub	que
il	PROper	il
lor	PROper	il
rendroit	VERcjg	rendre
Sur	NOMpro	Sur
,	PONfbl	,
sauve	ADJqua	sauf
sa	DETpos	son
vie	NOMcom	vie
.	PONfrt	.

Et	CONcoo	et
li	DETdef	le
rois	NOMcom	roi
Phelipes	NOMpro	Felip
et	CONcoo	et
li	DETdef	le
autre	ADJind	autre
prince	NOMcom	prince
li	PROper	il
manderent	VERcjg	mander
qu'	CONsub	que
il	PROper	il
n'	ADVneg	ne
en	PROadv	en
feroient	VERcjg	faire
riens	PROind	rien
,	PONfbl	,
et	CONcoo	et
s'	CONsub	se
il	PROper	il
la	PROper	il
tenoit	VERcjg	tenir
plus	ADVgen	plus
de	PRE	de
trois	DETcar	trois
jourz	NOMcom	jour
,	PONfbl	,
il	PROper	il
n'	ADVneg	ne
en	PROadv	en
eschaperoit	VERcjg	eschaper
fors	ADVgen	fors
que	CONsub	que
par	PRE	par
la	DETdef	le
hart	NOMcom	hart
.	PONfrt	.

Quant	CONsub	quand
li	DETdef	le
bax	NOMcom	bail
entendi	VERcjg	entendre
ces	DETdem	ce
paroles	NOMcom	parole
,	PONfbl	,
si	ADVgen	si
ot	VERcjg	avoir
mout	ADVgen	mout
grant	ADJqua	grant
paour	NOMcom	peur
,	PONfbl	,
et	CONcoo	et
manda	VERcjg	mander
qu'	CONsub	que
il	PROper	il
rendroit	VERcjg	rendre
la	DETdef	le
cité	NOMcom	cité
et	CONcoo	et
se	PROper	soi
metroit	VERcjg	metre
en	PRE	en
la	DETdef	le
volenté	NOMcom	volonté
le	DETdef	le
roy	NOMcom	roi
,	PONfbl	,
et	CONcoo	et
fu	VERcjg	estre
ainsi	ADVgen	ainsi
receuz	VERppe	recevoir
,	PONfbl	,
et	CONcoo	et
la	DETdef	le
citez	NOMcom	cité
rendue	VERppe	rendre
,	PONfbl	,
et	CONcoo	et
fu	VERcjg	estre
mis	VERppe	metre
en	PRE	en
prison	NOMcom	prison
perpetuel	ADJqua	perpétuel
.	PONfrt	.

Adonc	ADVgen	adonc
prindrent	VERcjg	prendre
conseil	NOMcom	conseil
tuit	DETind	tot
li	DETdef	le
baron	NOMcom	baron
ensemble	ADVgen	ensemble
,	PONfbl	,
et	CONcoo	et
s'	PROper	soi
acorderent	VERcjg	accorder
entr'	PRE	entre
aus	PROper	il
qu'	CONsub	que
il	PROper	il
iroient	VERcjg	aller
asegier	VERinf	assegier
Acre	NOMpro	Acre
,	PONfbl	,
et	CONcoo	et
afermerent	VERcjg	affermer
par	PRE	par
serment	NOMcom	serment
qu'	CONsub	que
il	PROper	il
ne	ADVneg	ne
s'	PROper	soi
en	PROadv	en
iroient	VERcjg	aller
si	ADVgen	si
fust	VERcjg	estre
prise	VERppe	prendre
.	PONfrt	.

Et	CONcoo	et
maintenant	ADVgen	maintenant
firent	VERcjg	faire
destraver	VERinf	destraver
lor	DETpos	lor
treis	NOMcom	trois
et	CONcoo	et
lor	DETpos	lor
tentes	NOMcom	tente
,	PONfbl	,
et	CONcoo	et
tout	DETind	tout
lor	DETpos	lor
harnois	NOMcom	harnois
,	PONfbl	,
et	CONcoo	et
ne	ADVneg	ne
finerent	VERcjg	finer
d'	PRE	de
aler	VERinf	aler
de	PRE	de
ci	ADVgen	ci
qu'	CONsub	que
il	PROper	il
vinrent	VERcjg	venir
devant	PRE	devant
Acre	NOMpro	Acre
,	PONfbl	,
et	CONcoo	et
firent	VERcjg	faire
tendre	VERinf	tendre
lor	DETpos	lor
trais	NOMcom	trais
et	CONcoo	et
lor	DETpos	lor
pavillons	NOMcom	pavillon
.	PONfrt	.

Mais	CONcoo	mais
li	DETdef	le
rois	NOMcom	roi
Richarz	NOMpro	Richard
vot	VERcjg	vouloir
avoir	VERinf	avoir
le	DETdef	le
plus	ADVgen	plus
biau	ADJqua	bel
liu	NOMcom	lieu
,	PONfbl	,
et	CONcoo	et
si	ADVgen	si
ot	VERcjg	avoir
,	PONfbl	,
car	CONcoo	car
il	PROper	il
estoit	VERcjg	estre
li	DETdef	le
plus	ADVgen	plus
riches	ADJqua	riche
hons	NOMcom	homme
,	PONfbl	,
et	CONcoo	et
qui	PROrel	que
plus	ADVgen	plus
despendoit	VERcjg	dépendre
;	PONfbl	;
et	CONcoo	et
avoit	VERcjg	avoir
plus	ADVgen	plus
a	PRE	a
despendre	VERinf	dépendre
estellins	NOMcom	estellin
que	CONsub	que
li	DETdef	le
rois	NOMcom	roi
de	PRE	de
France	NOMpro	France
parisis	ADJqua	parisis
.	PONfrt	.

Et	CONcoo	et
firent	VERcjg	faire
maintefoiz	ADVgen	maintefoiz
asalir	VERinf	assaillir
aus	PRE.DETdef	à.le
muriaus	NOMcom	murial
de	PRE	de
la	DETdef	le
cité	NOMcom	cité
et	CONcoo	et
jeter	VERinf	jeter
perrieres	NOMcom	perrière
et	CONcoo	et
mangoniaus	NOMcom	mangoneau
,	PONfbl	,
ne	CONcoo	ne
rien	PROind	rien
ne	ADVneg	ne
lor	PROper	il
valoit	VERcjg	valoir
,	PONfbl	,
car	CONcoo	car
li	DETdef	le
Sarresin	NOMpro	Sarrésin
lor	PROper	il
ardoient	VERcjg	ardre
a	PRE	a
feu	NOMcom	feu
grejois	ADJqua	grejois
lor	DETpos	lor
perrieres	NOMcom	perrière
et	CONcoo	et
lor	DETpos	lor
mangoniaus	NOMcom	mangoneau
;	PONfbl	;
et	CONcoo	et
sachiez	VERcjg	savoir
que	CONsub	que
li	DETdef	le
rois	NOMcom	roi
Phelipes	NOMpro	Felip
n'	ADVneg	ne
asaloit	VERcjg	assaillir
mie.Ainsi	ADVgen	mievain
furent	VERcjg	estre
tout	DETind	tout
l'	DETdef	le
iver	NOMcom	iver
que	CONsub	que
riens	PROind	rien
n'	ADVneg	ne
i	PROadv	i
esploiterent	VERcjg	esploitier
,	PONfbl	,
et	CONcoo	et
li	DETdef	le
rois	NOMcom	roi
Richars	NOMpro	Richard
aloit	VERcjg	aler
jouer	VERinf	jouer
par	PRE	par
les	DETdef	le
isles	NOMcom	isle
de	PRE	de
mer	NOMcom	mer
et	CONcoo	et
veoir	VERinf	vëoir
les	DETdef	le
dames	NOMcom	dame
.	PONfrt	.

Et	CONcoo	et
li	DETdef	le
rois	NOMcom	roi
Phelipes	NOMpro	Felip
le	PROper	il
fesoit	VERcjg	faire
autrement	ADVgen	autrement
,	PONfbl	,
car	CONcoo	car
il	PROper	il
faisoit	VERcjg	faire
enginz	NOMcom	engin
charpenter	VERinf	charpenter
a	PRE	a
grant	ADJqua	grant
planté	NOMcom	plenté
par	PRE	par
deça	ADVgen	deça
mer	NOMcom	mer
,	PONfbl	,
et	CONcoo	et
si	ADVgen	si
furent	VERcjg	estre
mené	VERppe	mener
a	PRE	a
navie	NOMcom	navie
par	PRE	par
devant	PRE	devant
Acre	NOMpro	Acre
,	PONfbl	,
et	CONcoo	et
furent	VERcjg	estre
drecié	VERppe	drecier
hativement	ADVgen	hativement
,	PONfbl	,
et	CONcoo	et
furent	VERcjg	estre
tuit	PROind	tot
plomé	VERppe	plomer
pour	PRE	pour
le	DETdef	le
feu	NOMcom	feu
grejois	ADJqua	grejois
,	PONfbl	,
et	CONcoo	et
commencierent	VERcjg	commencer
a	PRE	a
geter	VERinf	jeter
grosses	ADJqua	gros
pierres	NOMcom	piere
et	CONcoo	et
bauianz	VERppa	bauier
qui	PROrel	que
confondoient	VERcjg	confondre
quant	PROind	quant
qu'	PROrel	que
eles	PROper	il
ateignoient	VERcjg	ataindre
.	PONfrt	.

Adonc	ADVgen	adonc
eurent	VERcjg	avoir
li	DETdef	le
Sarrezin	NOMpro	Sarresin
grant	ADJqua	grant
paor	NOMcom	peur
,	PONfbl	,
et	CONcoo	et
fist	VERcjg	faire
li	DETdef	le
baus	NOMcom	bal
d'	PRE	de
Acre	NOMpro	Acre
,	PONfbl	,
qui	PROrel	que
estoit	VERcjg	estre
de	PRE	de
par	PRE	par
Solehadin	NOMpro	Solehadin
,	PONfbl	,
monter	VERinf	monter
as	PRE.DETdef	à.le
carniaus	NOMcom	charnel
un	DETndf	un
Sarresin	NOMpro	Sarrésin
de	PRE	de
grant	ADJqua	grant
aage	NOMcom	ëage
qui	PROrel	que
mout	ADVgen	mout
savoit	VERcjg	savoir
,	PONfbl	,
et	CONcoo	et
ot	VERcjg	avoir
une	DETndf	un
espie	NOMcom	espie
latimiere	NOMcom	latimiere
delez	PRE	dalez
lui	PROper	il
qui	PROrel	que
li	PROper	il
enseignoit	VERcjg	enseigner
les	DETdef	le
treis	PROcar	trois
et	CONcoo	et
les	DETdef	le
pavillons	NOMcom	pavillon
et	CONcoo	et
les	DETdef	le
nons	NOMcom	nom
des	PRE.DETdef	de.le
hauz	ADJqua	haut
barons	NOMcom	baron
,	PONfbl	,
et	CONcoo	et
li	DETdef	le
dist:“Sire	NOMcom	distire
,	PONfbl	,
veez	VERcjg	vëoir
la	ADVgen	là
le	DETdef	le
treif	NOMcom	troif
le	DETdef	le
roi	NOMcom	roi
Richart	NOMpro	Richard
,	PONfbl	,
et	CONcoo	et
veez	VERcjg	vëoir
la	ADVgen	là
le	DETdef	le
treif	NOMcom	troif
le	DETdef	le
conte	NOMcom	conte
Phelipe	NOMpro	Felip
de	PRE	de
Flandres	NOMpro	Flandres
,	PONfbl	,
et	CONcoo	et
le	DETdef	le
tref	NOMcom	tref
le	DETdef	le
conte	NOMcom	conte
Hanri	NOMpro	Hanri
de	PRE	de
Champaigne	NOMpro	Champagne
,	PONfbl	,
et	CONcoo	et
touz	DETind	tous
les	DETdef	le
treis	PROcar	trois
as	PRE.DETdef	à.le
autres	ADJind	autre
barons.”Adonc	NOMcom	baroncen
reguarde	VERcjg	regarder
li	DETdef	le
sarrezins	NOMcom	sarresin
touz	DETind	tous
les	DETdef	le
engeinz	NOMcom	engaint
au	PRE.DETdef	a
roi	NOMcom	roi
Phelipe	NOMpro	Felip
,	PONfbl	,
et	CONcoo	et
dist:“Qui	ADVint	disti
est	VERcjg	estre
cil	PROdem	cel
a	PRE	a
cui	PROrel	que
ces	DETdem	ce
engeinz	NOMcom	engaint
sont	VERcjg	estre
?	PONfrt	?

”	PONpdr	”
Respondi	VERcjg	répondre
lilatimiers	NOMcom	lilatimer
et	CONcoo	et
dist:“Ce	NOMcom	distocie
sont	VERcjg	estre
li	DETdef	le
engien	NOMcom	engin
au	PRE.DETdef	a
roi	NOMcom	roi
Phelipe	NOMpro	Felip
de	PRE	de
France.”Lors	NOMpro	Franceur
dit	VERppe	dire
li	DETdef	le
Sarrezins:“Par	NOMpro	Sarresain
Mahom	NOMpro	Mahom
,	PONfbl	,
par	PRE	par
cetui	PROdem	cet
perdrons	VERcjg	perdre
nous	PROper	nous
Acre.”Et	NOMpro	Acreaut
l'	DETdef	le
endemain	NOMcom	endemain
par	PRE	par
matin	NOMcom	matin
fist	VERcjg	faire
li	DETdef	le
roi	NOMcom	roi
Phelipes	NOMpro	Felip
assaillir	VERinf	assaillir
enforciement	ADVgen	enforciement
,	PONfbl	,
et	CONcoo	et
geter	VERinf	jeter
Male	ADJqua	mal
Voisine	NOMcom	voisine
une	DETndf	un
perrere	NOMcom	perrier
qu'	PROrel	que
il	PROper	il
avoit	VERcjg	avoir
trop	ADVgen	trop
bone	ADJqua	bon
,	PONfbl	,
et	CONcoo	et
abatoit	VERcjg	abatre
a	PRE	a
chascun	DETind	chascun
cop	NOMcom	coup
qu'	CONsub	que
ele	PROper	il
getoit	VERcjg	jeter
une	DETndf	un
grant	ADJqua	grant
braciee	NOMcom	braciee
dou	PRE.DETdef	de.le
mur	NOMcom	mur
,	PONfbl	,
et	CONcoo	et
tuit	DETind	tot
li	DETdef	le
autre	ADJind	autre
baron	NOMcom	baron
faisoient	VERcjg	faire
ainsi	ADVgen	ainsi
,	PONfbl	,
fors	ADVgen	fors
que	CONsub	que
li	DETdef	le
rois	NOMcom	roi
Richars	NOMpro	Richard
qui	PROrel	que
estoit	VERcjg	estre
en	PRE	en
l'	DETdef	le
ile	NOMcom	ille
de	PRE	de
Chipre	NOMpro	Chipre
.	PONfrt	.

Et	CONcoo	et
tant	ADVgen	tant
asaillirent	VERcjg	assaillir
et	CONcoo	et
geterent	VERcjg	jeter
que	CONsub	que
cil	PROdem	cel
dedenz	ADVgen	dedans
nel	ADVneg.PROper	ne
porent	VERcjg	pöoir
plus	ADVgen	plus
endurer	VERinf	endurer
,	PONfbl	,
et	CONcoo	et
crestien	NOMcom	chrétien
entrerent	VERcjg	entrer
enz	ADVgen	ens
de	PRE	de
toutes	DETind	tous
parz	NOMcom	part
,	PONfbl	,
et	CONcoo	et
fu	VERcjg	estre
la	DETdef	le
citez	NOMcom	cité
prise	VERppe	prendre
,	PONfbl	,
et	CONcoo	et
mout	ADVgen	mout
i	PROadv	i
ot	VERcjg	avoir
mors	VERppe	mourir
de	PRE	de
Sarrezins	NOMpro	Sarresin
et	CONcoo	et
decoupez	VERppe	découper
.	PONfrt	.

Et	CONcoo	et
mout	ADVgen	mout
en	PROadv	en
troverent	VERcjg	trouver
mors	VERppe	mourir
de	PRE	de
maladie	NOMcom	maladie
par	PRE	par
les	DETdef	le
rues	NOMcom	rüe
touz	ADVgen	tout
puanz	VERppa	puisser
.	PONfrt	.

Lors	ADVgen	lors
fist	VERcjg	faire
crier	VERinf	crïer
li	DETdef	le
rois	NOMcom	roi
Phelipes	NOMpro	Felip
que	CONsub	que
la	DETdef	le
citez	NOMcom	cité
fust	VERcjg	estre
netoiee	VERppe	netoiier
des	PRE.DETdef	de.le
cors	NOMcom	corps
des	PRE.DETdef	de.le
Sarrezins	NOMpro	Sarresin
,	PONfbl	,
et	CONcoo	et
fu	VERcjg	estre
fait	VERppe	faire
ainsi	ADVgen	ainsi
comme	CONsub	comme
li	DETdef	le
rois	NOMcom	roi
l'	PROper	il
ot	VERcjg	avoir
commandé	VERppe	commander
,	PONfbl	,
et	CONcoo	et
entrerent	VERcjg	entrer
en	PRE	en
