Racompter	VERinf	raconter
Et	CONcoo	et
estoient	VERcjg	être
comme	CONsub	comme
bestes	NOMcom	beste
sans	PRE	sans
pasteur	NOMcom	pasteur
,	PONfbl	,
car	CONcoo	car
leur	DETpos	leur
roy	NOMcom	roi
et	CONcoo	et
leurs	DETpos	leur
chevetainnes	NOMcom	chevetaine
estoient	VERcjg	être
ja	ADVgen	ja
mors	VERppe	mourir
;	PONfbl	;
si	ADVgen	si
ne	ADVneg	ne
savoient	VERcjg	savoir
pas	ADVneg	pas
prendre	VERinf	prendre
nul	DETind	nul
bon	ADJqua	bon
conseil	NOMcom	conseil
ne	CONcoo	ne
mectre	VERinf	mettre
bon	ADJqua	bon
remede	NOMcom	rémée
en	PRE	en
eulx	PROper	eux
et	CONcoo	et
ilz	PROper	il
se	PROper	soi
laissoient	VERcjg	laisser
detrenchier	VERinf	detrancher
.	PONfrt	.

Si	ADVgen	si
y	PROadv	y
oult	VERcjg	ouïr
en	PRE	en
pou	ADVgen	peu
d'	PRE	de
eure	NOMcom	heure
telle	DETind	tel
occision	NOMcom	occisïon
que	CONsub	que
tous	DETind	tous
les	DETdef	le
champs	NOMcom	champ
furent	VERcjg	estre
rouges	ADJqua	rouge
du	PRE.DETdef	de.le
sang	NOMcom	sang
des	PRE.DETdef	de.le
mors	VERppe	mourir
et	CONcoo	et
affollés	VERppe	affoler
.	PONfrt	.

Si	ADVgen	si
s'	PROper	soi
en	PROadv	en
fuirent	VERcjg	fuir
vers	PRE	vers
le	DETdef	le
navire	NOMcom	navire
et	CONcoo	et
neoient	VERcjg	noiier
en	PRE	en
l'	DETdef	le
eaue	NOMcom	eau
,	PONfbl	,
et	CONcoo	et
noz	DETpos	notre
gens	NOMcom	gens
les	PROper	il
poursuivoient	VERcjg	poursuivre
et	CONcoo	et
faisoient	VERcjg	faire
naier	VERinf	naiier
et	CONcoo	et
perir	VERinf	périr
.	PONfrt	.

Ponthus	NOMcom	pontus
print	VERcjg	prendre
ung	DETndf	un
petit	ADJqua	petit
batel	NOMcom	batel
et	CONcoo	et
en	PROadv	en
occist	VERcjg	occire
bien	ADVgen	bien
trente	PROcar	trente
qui	PROrel	que
s'	PROper	soi
embatoient	VERcjg	embattre
pour	PRE	pour
eulx	PROper	eux
garantir	VERinf	garantir
,	PONfbl	,
et	CONcoo	et
en	PROadv	en
print	VERcjg	prendre
quatre	DETcar	quatre
vifz	NOMcom	vif
et	CONcoo	et
leur	PROper	leur
demanda	VERcjg	demander
où	PROrel	où
estoit	VERcjg	estre
le	DETdef	le
tresor	NOMcom	tresor
et	CONcoo	et
la	DETdef	le
chevance	NOMcom	chevance
du	PRE.DETdef	de.le
roy	NOMcom	roi
;	PONfbl	;
et	CONcoo	et
ilz	PROper	il
lui	PROper	il
monstrerent	VERcjg	montrer
une	DETndf	un
mout	ADVgen	mout
belle	ADJqua	beau
nef	NOMcom	nef
et	CONcoo	et
il	PROper	il
leur	PROper	leur
dit	VERcjg	dire
:“Menez	VERcjg	cone
m'	PROper	je
y	PROadv	y
ou	CONcoo	o
vous	PROper	vous
mourrez	VERcjg	mourir
!	PONfrt	!

”	PONpdr	”
Ilz	PROper	il
luimenerent	VERcjg	luimener
.	PONfrt	.

Ponthus	NOMcom	pontus
et	CONcoo	et
son	DETpos	son
germain	NOMcom	germain
Polidés	NOMpro	Polidés
et	CONcoo	et
sept	PROcar	sept
des	PRE.DETdef	de.le
compaignons	NOMcom	compagnon
saillirent	VERcjg	salir
en	PRE	en
la	DETdef	le
nef	NOMcom	nef
et	CONcoo	et
occirent	VERcjg	occire
et	CONcoo	et
gecterent	VERcjg	jecter
en	PRE	en
l'	DETdef	le
eaue	NOMcom	eau
ceulx	PROdem	celui
qu'	PROrel	que
ilz	PROper	il
trouverent	VERcjg	trouver
dedens	ADVgen	dedans
.	PONfrt	.

Si	ADVgen	si
regarderent	VERcjg	regarder
les	DETdef	le
coffres	NOMcom	coffre
où	PROrel	où
estoit	VERcjg	estre
l'	DETdef	le
or	NOMcom	or
et	CONcoo	et
l'	DETdef	le
argent	NOMcom	argent
du	PRE.DETdef	de.le
roy	NOMcom	roi
.	PONfrt	.

Ponthus	ADJqua	pontus
dit	VERcjg	dire
au	PRE.DETdef	a
sept	ADJcar	sept
compaignons	NOMcom	compagnon
:“Beaulx	ADJqua	coiel
seigneurs	NOMcom	seigneur
,	PONfbl	,
gardez	VERcjg	garder
moy	PROper	moi
ce	DETdem	ce
vaissel	NOMcom	vaisseau
et	CONcoo	et
je	PROper	je
vois	VERcjg	aler
voir	ADJqua	voir
s'	CONsub	se
il	PROimp	il
y	PROadv	y
a	VERcjg	avoir
qui	PROrel	que
veulle	VERcjg	vouloir
lever	VERinf	lever
la	DETdef	le
teste	NOMcom	teste
contre	PRE	contre
nous	PROper	nous
.	PONfbl	.
”	PONpdr	”
Lors	ADVgen	lors
sault	VERcjg	salir
de	PRE	de
la	DETdef	le
nef	NOMcom	nef
et	CONcoo	et
vient	VERcjg	venir
par	PRE	par
ung	DETndf	un
batel	NOMcom	batel
petit	ADJqua	petit
à	PRE	à
terre	NOMcom	terre
.	PONfrt	.

Si	ADVgen	si
n'	ADVneg	ne
y	PROadv	y
avoit	VERcjg	avoir
més	ADVgen	mais
nulz	PROind	nul
qui	PROrel	que
se	PROper	soi
voulsissent	VERcjg	vouloir
deffendre	VERinf	défendre
que	CONsub	que
tous	PROind	tous
ne	ADVneg	ne
fussent	VERcjg	estre
mors	VERppe	mourir
ou	CONcoo	o
noyez	VERppe	noiier
.	PONfrt	.

Bretons	NOMpro	breton
,	PONfbl	,
Hurpois,Thourengeaulx	NOMpro	Hurpoisnal
,	PONfbl	,
Manseaulx	NOMpro	Manseau
,	PONfbl	,
Poictevins	NOMpro	Poictevin
et	CONcoo	et
Normans	NOMpro	Normand
,	PONfbl	,
les	DETdef	le
ungs	PROind	un
couroient	VERcjg	courir
es	PRE.DETdef	en.le
nefz	NOMcom	nef
etaux	DETind	etal
vaisseaulx	NOMcom	vaisseau
,	PONfbl	,
les	DETdef	le
autres	PROind	autre
serchoient	VERcjg	serchier
les	DETdef	le
tentes	NOMcom	tente
et	CONcoo	et
les	DETdef	le
paveillons	NOMcom	paveillon
.	PONfrt	.

Sy	ADVgen	si
n'	ADVneg	ne
y	PROadv	y
eust	VERcjg	avoir
si	ADVgen	si
povre	ADJqua	povre
qui	PROrel	que
ne	ADVneg	ne
eust	VERcjg	avoir
assez	ADVgen	assez
,	PONfbl	,
et	CONcoo	et
les	DETdef	le
ungs	PROind	un
plus	ADVgen	plus
que	CONsub	que
les	DETdef	le
autres	PROind	autre
.	PONfrt	.

L'	DETdef	le
en	PROind	on
sercha	VERcjg	serchier
les	DETdef	le
champs	NOMcom	champ
,	PONfbl	,
et	CONcoo	et
trouva	VERcjg	trouver
l'en	PROind	loin
crestiens	NOMcom	chrétien
mors	VERppe	mourir
,	PONfbl	,
et	CONcoo	et
chascun	PROind	chascun
ses	DETpos	son
amis	NOMcom	ami
.	PONfrt	.

Si	ADVgen	si
trouva	VERcjg	trouver
l'en	PROind	loin
mort	VERppe	mourir
le	DETdef	le
viconte	NOMcom	vicomte
d'	PRE	de
Avrenches	NOMpro	Avranche
,	PONfbl	,
Jehan	NOMpro	Jean
Painel	NOMpro	Painel
,	PONfbl	,
Tournebu	NOMpro	Tournub
,	PONfbl	,
le	DETdef	le
sire	NOMcom	seignor
de	PRE	de
Villiers	NOMpro	Villiers
;	PONfbl	;
si	ADVgen	si
en	PROadv	en
firent	VERcjg	faire
les	DETdef	le
Normans	NOMpro	Normand
grant	ADJqua	grant
dueil	NOMcom	deuil
,	PONfbl	,
car	CONcoo	car
ilz	PROper	il
estoient	VERcjg	être
bons	ADJqua	bon
chevalliers	NOMcom	chevalier
;	PONfbl	;
quant	CONsub	cant
des	PRE.DETdef	de.le
Manseaulx	NOMpro	Manseau
,	PONfbl	,
Huges	NOMpro	Huges
de	PRE	de
Beaumont	NOMpro	Beaumont
,	PONfbl	,
Maugeren	NOMpro	Maugeran
,	PONfbl	,
le	DETdef	le
sire	NOMcom	seignor
de	PRE	de
Doucelles	NOMpro	Doucelles
,	PONfbl	,
Almaury	NOMpro	Almaury
de	PRE	de
Silly	NOMpro	Silly
;	PONfbl	;
des	PRE.DETdef	de.le
Hurpois	NOMpro	Hurpois
,	PONfbl	,
Gasses	NOMpro	Gasse
de	PRE	de
Montereul	NOMpro	Montereul
,	PONfbl	,
Roullant	NOMpro	Roulant
de	PRE	de
Chemilly	NOMpro	Chemilly
,	PONfbl	,
Houdez	NOMpro	Houdet
de	PRE	de
Pouencé	NOMpro	Povencé
et	CONcoo	et
Frezel	NOMpro	Frezel
de	PRE	de
La	DETdef	le
Haye	NOMpro	Haye
;	PONfbl	;
et	CONcoo	et
de	PRE	de
Poitou	NOMpro	Poitou
,	PONfbl	,
Gaultier	NOMpro	Gauthier
de	PRE	de
Chastiaumur	NOMpro	Chastiaume
,	PONfbl	,
Andrieu	NOMpro	Andrieu
de	PRE	de
Montagu	NOMpro	Montagu
,	PONfbl	,
Hubault	NOMpro	Hubaut
de	PRE	de
La	DETdef	le
Forest	NOMpro	Forest
.	PONfrt	.

;	PONfbl	;
et	CONcoo	et
des	PRE.DETdef	de.le
Bretons	NOMpro	breton
,	PONfbl	,
Pierres	NOMpro	piere
de	PRE	de
Dueil	NOMpro	Deuil
,	PONfbl	,
Raoul	NOMpro	Raoul
de	PRE	de
Reux	NOMpro	Reux
,	PONfbl	,
Jehan	NOMpro	Jean
d'	PRE	de
Avaugor	NOMpro	Avaugor
,	PONfbl	,
Hardy	NOMpro	Hardi
de	PRE	de
Leon	NOMpro	Leon
,	PONfbl	,
Hubert	NOMpro	Hubert
de	PRE	de
Dinan	NOMpro	Dinan
,	PONfbl	,
Godeffroy	NOMpro	Godefroy
de	PRE	de
Rouhan	NOMpro	Rohan
,	PONfbl	,
Aubery	NOMpro	Aubery
de	PRE	de
Raes	NOMpro	Raay
et	CONcoo	et
mout	ADVgen	mout
de	PRE	de
bons	ADJqua	bon
chevalliers	NOMcom	chevalier
.	PONfrt	.

Chascun	PROind	chacun
en	PROadv	en
fit	VERcjg	fïer
emporter	VERinf	emporter
ses	DETpos	son
amis	NOMcom	ami
à	PRE	à
son	DETpos	son
païs	NOMcom	päis
et	CONcoo	et
les	PROper	il
blechiez	VERcjg	blechier
garir	VERinf	garir
.	PONfrt	.

Ponthus	ADJqua	pontus
fist	VERcjg	faire
venir	VERinf	venir
le	DETdef	le
grant	ADJqua	grant
tresor	NOMcom	tresor
à	PRE	à
son	DETpos	son
hostel	NOMcom	hôtel
à	PRE	à
Vennes	NOMpro	Vennes
,	PONfbl	,
et	CONcoo	et
si	ADVgen	si
en	PROadv	en
departi	VERcjg	départir
grant	ADJqua	grant
foison	NOMcom	foison
aux	PRE.DETdef	à.le
bons	ADJqua	bon
chevalliers	NOMcom	chevalier
et	CONcoo	et
aux	PRE.DETdef	à.le
bonnes	ADJqua	bon
gens	NOMcom	gens
d'	PRE	de
armes	NOMcom	arme
,	PONfbl	,
si	ADVgen	si
largement	ADVgen	largement
qu'	CONsub	que
il	PROimp	il
en	PROadv	en
eust	VERcjg	avoir
grant	ADJqua	grant
los	NOMcom	los
.	PONfrt	.

Le	DETdef	le
roy	NOMcom	roi
estoit	VERcjg	estre
retrait	VERppe	retraire
à	PRE	à
Quimpercorentin	NOMpro	Quimprencontin
et	CONcoo	et
là	ADVgen	là
s'	PROper	soi
assemblerent	VERcjg	assembler
tous	DETind	tous
les	DETdef	le
grans	ADJqua	grand
seigneurs	NOMcom	seigneur
.	PONfrt	.

Le	DETdef	le
roy	NOMcom	roi
tint	VERcjg	tenir
grant	ADJqua	grant
tinel	NOMcom	tinel
et	CONcoo	et
festoia	VERcjg	festiier
les	DETdef	le
estrangiers	NOMcom	estrangier
et	CONcoo	et
leur	PROper	leur
donna	VERcjg	donner
de	PRE	de
grans	ADJqua	grand
dons	NOMcom	don
selon	PRE	selon
ce	PROdem	ce
que	CONsub	que
chascun	PROind	chascun
estoit	VERcjg	estre
et	CONcoo	et
leur	PROper	leur
dit	VERcjg	dire
:“Beaulx	ADJqua	coiel
seigneurs	NOMcom	seigneur
,	PONfbl	,
vous	PROper	vous
estes	VERcjg	estre
venus	VERppe	venir
,	PONfbl	,
les	DETdef	le
voz	DETpos	vostre
grans	ADJqua	grand
mercis	NOMcom	merci
,	PONfbl	,
au	PRE.DETdef	a
service	NOMcom	service
de	PRE	de
Dieu	NOMpro	Dieu
et	CONcoo	et
de	PRE	de
Son	DETpos	son
eglise	NOMcom	église
et	CONcoo	et
du	PRE.DETdef	de.le
povre	ADJqua	povre
peuple	NOMcom	peuple
et	CONcoo	et
,	PONfbl	,
par	PRE	par
la	DETdef	le
grace	NOMcom	grâce
du	PRE.DETdef	de.le
Hault	ADJqua	haut
Seigneur	NOMcom	seigneur
et	CONcoo	et
de	PRE	de
voz	DETpos	vostre
grans	ADJqua	grand
proesses	NOMcom	prouesse
et	CONcoo	et
hardemens	NOMcom	hardement
,	PONfbl	,
vous	PROper	vous
avez	VERcjg	avoir
delivré	VERppe	delivrer
ce	DETdem	ce
païs	NOMcom	päis
des	PRE.DETdef	de.le
mescreans	NOMcom	mécréant
qui	PROrel	que
nostre	DETpos	notre
loy	NOMcom	loi
vouloient	VERcjg	vouloir
destruire	VERinf	détruire
.	PONfrt	.

Mais	CONcoo	mais
Nostre	DETpos	notre
Seigneur	NOMcom	seigneur
y	PROadv	y
a	VERcjg	avoir
regardéem	VERppe	regarder
pitié	NOMcom	pitié
et	CONcoo	et
vous	PROper	vous
a	VERcjg	avoir
donné	VERppe	donner
victoire	NOMcom	victoire
contr'eulx	ADJqua	contreux
,	PONfbl	,
et	CONcoo	et
est	VERcjg	estre
voir	ADJqua	voir
que	CONsub	que
Sa	DETpos	son
pourveancevous	NOMcom	pourvancevous
a	VERcjg	avoir
donné	VERppe	donner
cest	DETdem	cest
don	NOMcom	don
et	CONcoo	et
ceste	DETdem	cest
grace	NOMcom	grâce
,	PONfbl	,
car	CONcoo	car
contre	PRE	contre
ung	PROind	un
de	PRE	de
vous	PROper	vous
y	PROadv	y
estoient	VERcjg	être
six	PROcar	six
.	PONfrt	.

Si	ADVgen	si
L'	PROper	il
en	PROadv	en
devons	VERcjg	devoir
mercier	VERinf	mercier
de	PRE	de
tout	DETind	tout
nostre	DETpos	notre
cueur	NOMcom	cueur
.	PONfbl	.
”	PONpdr	”
Si	ADVgen	si
y	PROadv	y
oult	VERcjg	ouïr
assés	ADVgen	assez
parlé	VERppe	parler
qui	PROrel	que
y	PROadv	y
avoit	VERcjg	avoir
mieulx	ADVgen	mieux
fait	VERppe	faire
et	CONcoo	et
qui	PROrel	que
plus	ADVgen	plus
avoit	VERcjg	avoir
mis	VERppe	metre
grant	ADJqua	grant
remede	NOMcom	rémée
et	CONcoo	et
souffert	VERppe	souffrir
grans	ADJqua	grand
fais	NOMcom	faix
d'	PRE	de
armes	NOMcom	arme
,	PONfbl	,
mais	CONcoo	mais
sans	PRE	sans
comparoison	NOMcom	comparoison
Ponthus	ADJqua	pontus
en	PROadv	en
eust	VERcjg	avoir
le	DETdef	le
los	NOMcom	los
;	PONfbl	;
et	CONcoo	et
disoit	VERcjg	dire
tout	PROind	tout
à	PRE	à
une	DETndf	un
vois	NOMcom	voix
qu'	PROrel	que
il	PROper	il
avoit	VERcjg	avoir
tout	PROind	tout
vaincu	VERppe	veintre
.	PONfrt	.

Et	CONcoo	et
si	ADVgen	si
donnerent	VERcjg	donner
grant	ADJqua	grant
los	NOMcom	los
à	PRE	à
Guieffroy	NOMpro	Gueffroy
de	PRE	de
Lesignen	NOMpro	Lesigne
,	PONfbl	,
à	PRE	à
Landry	NOMpro	Landry
de	PRE	de
La	DETdef	le
Tour	NOMpro	Tour
et	CONcoo	et
à	PRE	à
Benard	NOMpro	Bénard
de	PRE	de
La	DETdef	le
Roche	NOMpro	Roche
,	PONfbl	,
et	CONcoo	et
que	CONsub	que
c'	PROdem	ce
estoient	VERcjg	être
les	DETdef	le
trois	PROcar	trois
qui	PROrel	que
plus	ADVgen	plus
avoient	VERcjg	avoir
souffert	VERppe	souffrir
et	CONcoo	et
fait	VERppe	faire
grans	ADJqua	grand
fais	NOMcom	faix
d'	PRE	de
armes	NOMcom	arme
,	PONfbl	,
et	CONcoo	et
mout	ADVgen	mout
y	PROadv	y
avoit	VERcjg	avoir
d'	PRE	de
autres	PROind	autre
qui	PROrel	que
avoient	VERcjg	avoir
bien	ADVgen	bien
fait	VERppe	faire
,	PONfbl	,
mais	CONcoo	mais
long	ADJqua	long
seroit	VERcjg	estre
à	PRE	à
racompter	VERinf	raconter
les	DETdef	le
proesses	NOMcom	prouesse
de	PRE	de
chascun	PROind	chascun
.	PONfrt	.

Trois	DETcar	trois
jours	NOMcom	jour
les	PROper	il
detint	VERcjg	detenir
le	DETdef	le
roy	NOMcom	roi
et	CONcoo	et
les	PROper	il
festoia	VERcjg	festiier
et	CONcoo	et
leur	PROper	leur
donna	VERcjg	donner
de	PRE	de
beaulx	ADJqua	beau
dons	NOMcom	don
à	PRE	à
chascun	PROind	chascun
selon	PRE	selon
ce	PROdem	ce
qu'	PROrel	que
il	PROper	il
estoit	VERcjg	estre
;	PONfbl	;
et	CONcoo	et
puis	ADVgen	puis
prindrent	VERcjg	prendre
congié	NOMcom	congié
du	PRE.DETdef	de.le
roy	NOMcom	roi
.	PONfrt	.

Et	CONcoo	et
Ponthus	NOMpro	Pontus
les	PROper	il
convoya	VERcjg	convoyer
ce	PROdem	ce
qu'	PROrel	que
il	PROper	il
peult	VERcjg	pouvoir
.	PONfrt	.

Sy	ADVgen	si
s'	PROper	soi
en	PROadv	en
party	VERcjg	partir
chascun	PROind	chascun
,	PONfbl	,
baulx	ADJqua	baux
et	CONcoo	et
joyeulx	ADJqua	joyeux
,	PONfbl	,
et	CONcoo	et
ala	VERcjg	aller
chascun	PROind	chascun
à	PRE	à
sa	DETpos	son
contree	NOMcom	contree
.	PONfrt	.

Et	CONcoo	et
le	DETdef	le
roy	NOMcom	roi
repaira	VERcjg	repairer
à	PRE	à
Vennes	NOMpro	Vennes
.	PONfrt	.

Si	ADVgen	si
ne	ADVneg	ne
fait	VERcjg	faire
à	PRE	à
demander	VERinf	demander
se	CONsub	se
Sidone	NOMpro	Sidone
fait	VERcjg	faire
grant	ADJqua	grant
joye	NOMcom	joie
et	CONcoo	et
deist	VERcjg	dire
:“Ponthus	ADJqua	compeun
,	PONfbl	,
mon	DETpos	mon
doulx	ADJqua	deux
amy	NOMcom	ami
,	PONfbl	,
benoist	VERcjg	bénir
soit	VERcjg	estre
Dieu	NOMpro	Dieu
du	PRE.DETdef	de.le
bien	NOMcom	bien
et	CONcoo	et
de	PRE	de
l'	DETdef	le
onneur	NOMcom	honneur
que	PROrel	que
avez	VERcjg	avoir
receu	VERppe	recevoir
de	PRE	de
ceste	DETdem	cest
bataille	NOMcom	bataille
,	PONfbl	,
car	CONcoo	car
,	PONfbl	,
se	CONsub	se
Dieu	NOMpro	Dieu
me	PROper	je
aÿt	VERcjg	avoir
,	PONfbl	,
j'	PROper	je
ay	VERcjg	avoir
si	ADVgen	si
grant	ADJqua	grant
joye	NOMcom	joie
du	PRE.DETdef	de.le
bien	NOMcom	bien
que	CONsub	que
j'	PROper	je
en	PROadv	en
ay	VERcjg	avoir
ouy	VERppe	ouïr
que	CONsub	que
mon	DETpos	mon
cueur	NOMcom	cueur
maint	VERcjg	mener
en	PRE	en
toute	DETind	tout
liesse	NOMcom	liesse
ne	CONcoo	ne
il	PROimp	il
n'	ADVneg	ne
est	VERcjg	estre
chose	NOMcom	chose
où	PROrel	où
je	PROper	je
prenne	VERcjg	prendre
si	ADVgen	si
grant	ADJqua	grant
plaisir	NOMcom	plaisir
comme	CONsub	comme
à	PRE	à
oïr	VERinf	öir
racompter	VERinf	raconter
le	DETdef	le
grant	ADJqua	grant
bien	NOMcom	bien
et	CONcoo	et
le	DETdef	le
los	NOMcom	los
que	PROrel	que
chascun	PROind	chascun
vous	PROper	vous
en	PROadv	en
donne	VERcjg	donner
.	PONfbl	.
”	PONpdr	”
“	PONpga	“
Madame	NOMcom	made
,	PONfbl	,
dit	VERcjg	dire
Ponthus	NOMpro	Pontus
,	PONfbl	,
il	PROimp	il
s'	PROper	soi
en	PROadv	en
fault	VERcjg	falir
assez	ADVgen	assez
qu'	CONsub	que
il	PROper	il
ne	ADVneg	ne
soit	VERcjg	estre
vray	ADJqua	vrai
ce	PROdem	ce
que	PROrel	que
l'en	PROind	loin
dit	VERcjg	dire
.	PONfrt	.

Aucuns	PROind	aucun
me	PROper	je
ayment	VERcjg	aimer
qui	PROrel	que
vous	PROper	vous
raportent	VERcjg	rapporter
plus	ADVgen	plus
qu'	CONsub	que
il	PROper	il
n'	ADVneg	ne
est	VERcjg	estre
.	PONfrt	.

Mais	CONcoo	mais
touteffois	ADVgen	toutefois
je	PROper	je
vous	PROper	vous
mercie	VERcjg	mercïer
du	PRE.DETdef	de.le
bien	NOMcom	bien
et	CONcoo	et
de	PRE	de
l'	DETdef	le
onneurque	ADJqua	honorque
pense	NOMcom	pense
que	PROrel	que
me	PROper	je
vouldriés	VERcjg	vouloir
.	PONfrt	.

Madame	NOMcom	made
,	PONfbl	,
sachiez	VERcjg	savoir
que	CONsub	que
,	PONfbl	,
se	CONsub	se
Dieu	NOMpro	Dieu
me	PROper	je
donnoit	VERcjg	donner
faire	VERinf	faire
aucun	DETind	aucun
bien	NOMcom	bien
,	PONfbl	,
qu'	CONsub	que
il	PROimp	il
me	PROper	je
vendroit	VERcjg	venir
de	PRE	de
vous	PROper	vous
,	PONfbl	,
pour	PRE	pour
tant	ADVgen	tant
seullement	ADVgen	seulement
que	CONsub	que
je	PROper	je
prens	VERcjg	prendre
tout	DETind	tout
mon	DETpos	mon
plaisir	VERinf	plaisir
à	PRE	à
vous	PROper	vous
et	CONcoo	et
en	PRE	en
l'	DETdef	le
esperance	NOMcom	espérance
que	PROrel	que
j'	PROper	je
ay	VERcjg	avoir
mise	VERppe	metre
de	PRE	de
cheoir	VERinf	chëoir
en	PRE	en
vostre	DETpos	vostre
bonnegrace	NOMcom	bonnagrace
et	CONcoo	et
de	PRE	de
faire	VERinf	faire
service	NOMcom	service
qui	PROrel	que
vous	PROper	vous
plaise	VERcjg	plaire
,	PONfbl	,
lequel	PROrel	lequel
Dieu	NOMpro	Dieu
me	PROper	je
doint	VERcjg	doner
faire	VERinf	faire
à	PRE	à
vostre	DETpos	vostre
honneur	NOMcom	honneur
.	PONfbl	.
”	PONpdr	”
“	PONpga	“
Ponthus	NOMcom	pontus
,	PONfbl	,
mon	DETpos	mon
doulx	ADJqua	deux
amy	NOMcom	ami
,	PONfbl	,
vostre	DETpos	vostre
service	NOMcom	service
pren	VERcjg	prendre
ge	PROper	je
en	PRE	en
gré	NOMcom	gré
de	PRE	de
tout	DETind	tout
mon	DETpos	mon
cueur	NOMcom	cueur
et	CONcoo	et
tant	ADVgen	tant
comme	CONsub	comme
je	PROper	je
vous	PROper	vous
trouveray	VERcjg	trouver
loyaulx	ADJqua	loyal
sans	PRE	sans
penser	VERinf	penser
villenye	NOMcom	vilenie
,	PONfbl	,
car	CONcoo	car
nostre	DETpos	notre
amour	NOMcom	amour
je	PROper	je
veul	VERcjg	vouloir
qu'	CONsub	que
elle	PROper	elle
soit	VERcjg	estre
necte	ADJqua	net
et	CONcoo	et
certaine	ADJqua	certain
,	PONfbl	,
sans	PRE	sans
villain	ADJqua	vilain
pensement	NOMcom	pensement
.	PONfrt	.

Et	CONcoo	et
sachez	VERcjg	savoir
de	PRE	de
certain	ADJqua	certain
,	PONfbl	,
de	PRE	de
l'	DETdef	le
eure	NOMcom	heure
que	PROrel	que
je	PROper	je
me	PROper	je
appercevroy	VERcjg	apercevoir
que	CONsub	que
vous	PROper	vous
y	PROadv	y
pensez	VERcjg	penser
ou	PRE.DETdef	en.le
deshonneur	NOMcom	déshonneur
de	PRE	de
moy	PROper	moi
et	CONcoo	et
de	PRE	de
mes	DETpos	mon
amys	NOMcom	ami
,	PONfbl	,
vous	PROper	vous
m'	PROper	je
avrez	VERcjg	avoir
perdue	VERppe	perdre
et	CONcoo	et
,	PONfbl	,
autant	ADVgen	autant
que	CONsub	que
je	PROper	je
vous	PROper	vous
ayme	VERcjg	aimer
,	PONfbl	,
je	PROper	je
vous	PROper	vous
herroy	VERcjg	herrer
de	PRE	de
mort	NOMcom	mort
.	PONfbl	.
”	PONpdr	”
“	PONpga	“
Madame	NOMcom	made
,	PONfbl	,
dit	VERcjg	dire
il	PROper	il
,	PONfbl	,
ne	ADVneg	ne
pensés	VERcjg	penser
jamés	ADVgen	jamais
que	CONsub	que
je	PROper	je
voulsisse	VERcjg	vouloir
ymaginer	VERinf	imager
chose	NOMcom	chose
qui	PROrel	que
penssast	VERcjg	penser
contre	PRE	contre
vostre	DETpos	vostre
honneur	NOMcom	honneur
.	PONfrt	.

Et	CONcoo	et
,	PONfbl	,
de	PRE	de
ce	PROdem	ce
que	PROrel	que
je	PROper	je
vous	PROper	vous
ay	VERcjg	avoir
trouvee	VERppe	trouver
et	CONcoo	et
treuve	VERcjg	trouver
encore	ADVgen	encore
si	ADVgen	si
necte	ADJqua	net
,	PONfbl	,
si	ADVgen	si
bonne	ADJqua	bon
et	CONcoo	et
si	ADVgen	si
seure	ADJqua	sûr
,	PONfbl	,
je	PROper	je
vous	PROper	vous
em	PROadv	en
prise	VERcjg	prisier
et	CONcoo	et
vous	PROper	vous
en	PROadv	en
ayme	VERcjg	aimer
mille	DETcar	mille
fois	NOMcom	fois
mieulx	ADVgen	mieux
,	PONfbl	,
car	CONcoo	car
plus	ADVgen	plus
noble	ADJqua	noble
tresor	NOMcom	tresor
n'	ADVneg	ne
est	VERcjg	estre
eu	VERppe	avoir
monde	NOMcom	monde
que	CONsub	que
bonne	ADJqua	bon
et	CONcoo	et
necte	ADJqua	net
fame	NOMcom	feme
et	CONcoo	et
renommee	VERppe	renommer
.	PONfbl	.
”	PONpdr	”
Que	PROint	que
diroye	VERcjg	dire
?	PONfrt	?

Mout	ADVgen	mout
s'	PROper	soi
entreaymerent	VERcjg	entreaumer
de	PRE	de
loyal	ADJqua	loyal
amour	NOMcom	amour
sans	PRE	sans
villennie	NOMcom	vilenie
.	PONfrt	.

Mais	CONcoo	mais
Envie	NOMcom	envie
,	PONfbl	,
qui	PROrel	que
ne	ADVneg	ne
peult	VERcjg	pouvoir
neant	PROind	nïent
finer	VERinf	finer
,	PONfbl	,
,	PONfbl	,
comme	CONsub	comme
vous	PROper	vous
orrez	VERcjg	ouïr
plus	ADVgen	plus
à	PRE	à
plain	ADJqua	plein
.	PONfrt	.

Si	ADVgen	si
laisse	VERcjg	laisser
à	PRE	à
parler	VERinf	parler
d'	PRE	de
eulx	PROper	eux
et	CONcoo	et
revien	VERcjg	revenir
au	PRE.DETdef	a
roy	NOMcom	roi
.	PONfrt	.

Le	DETdef	le
roy	NOMcom	roi
envoya	VERcjg	envoyer
querre	VERinf	querre
tous	DETind	tous
ses	DETpos	son
barons	NOMcom	baron
et	CONcoo	et
leur	PROper	leur
dit	VERcjg	dire
:“Beaulx	ADJqua	coiel
seigneurs	NOMcom	seigneur
,	PONfbl	,
je	PROper	je
vous	PROper	vous
dy	VERcjg	dire
que	CONsub	que
je	PROper	je
suis	VERcjg	être
mout	ADVgen	mout
vieulx	ADJqua	vieux
et	CONcoo	et
mout	ADVgen	mout
ancien	ADJqua	ancien
ne	ADVneg	ne
puis	VERcjg	pöoir
mais	ADVgen	mais
traveillier	VERinf	travaillier
