ENEAS	ADVgen	ens
l'	DETdef	le
autre	PROind	autre
s'	PROper	soi
i	PROadv	i
foloie	VERcjg	foloiier
.	PONfrt	.

Molt	ADVgen	moult
ert	VERcjg	être
la	DETdef	le
dame	NOMcom	dame
defamee	VERppe	defemer
par	PRE	par
tote	DETind	tot
Libe	NOMpro	Libye
la	DETdef	le
contree	NOMcom	contree
,	PONfbl	,
an	PRE	en
mal	NOMcom	mal
ont	VERcjg	avoir
essaucié	VERppe	essaucier
son	DETpos	son
nom	NOMcom	nom
.	PONfrt	.

Quant	CONsub	quand
l'	PROper	il
oënt	VERcjg	ouïr
dire	VERinf	dire
li	DETdef	le
baron	NOMcom	baron
,	PONfbl	,
li	DETdef	le
duc	NOMcom	duc
,	PONfbl	,
li	DETdef	le
prince	NOMcom	prince
,	PONfbl	,
li	DETdef	le
contor	NOMcom	conteur
,	PONfbl	,
qu'	PROrel	que
ainçois	ADVgen	ainçois
ne	ADVneg	ne
volt	VERcjg	vouloir
prendre	VERinf	prendre
a	PRE	a
segnor	NOMcom	seigneur
,	PONfbl	,
molt	ADVgen	moult
se	PROper	soi
tienent	VERcjg	tenir
por	PRE	por
vergondez	VERppe	vergonder
,	PONfbl	,
qu'	CONsub	que
ele	PROper	il
les	PROper	il
a	VERcjg	avoir
toz	ADVgen	tot
revelez	VERppe	reveler
por	PRE	por
un	DETndf	un
home	NOMcom	ome
de	PRE	de
plus	ADVgen	plus
bas	ADJqua	bas
prois	NOMcom	proi
,	PONfbl	,
qui	PROrel	que
ne	ADVneg	ne
estoit	VERcjg	estre
ne	CONcoo	ne
cuens	NOMcom	conte
ne	CONcoo	ne
rois	NOMcom	roi
.	PONfrt	.

Antr'	PRE	entre
els	PROper	eux
dïent	VERcjg	dire
,	PONfbl	,
et	CONcoo	et
si	ADVgen	si
ont	VERcjg	avoir
droit	NOMcom	droit
,	PONfbl	,
molt	ADVgen	moult
par	ADVgen	par
est	VERcjg	estre
fous	ADJqua	fou
qui	PROrel	que
feme	NOMcom	femme
croit	VERcjg	croire
:	PONfbl	:
ne	ADVneg	ne
se	PROper	soi
tient	VERcjg	tenir
prou	ADJqua	pro
an	PRE	en
sa	DETpos	son
parolle	NOMcom	parole
;	PONfbl	;
tel	PROind	tel
tient	VERcjg	tenir
l'en	PROind	loin
sage	ADJqua	sage
qui	PROrel	que
est	VERcjg	estre
fole	ADJqua	fol
;	PONfbl	;
ele	PROper	il
disoit	VERcjg	dire
que	CONsub	que
son	DETpos	son
seignor	NOMcom	seignor
,	PONfbl	,
qui	PROrel	que
morz	VERppe	morir
estoit	VERcjg	estre
,	PONfbl	,
promist	VERcjg	promettre
s'	DETpos	son
amor	NOMcom	amor
,	PONfbl	,
ne	ADVneg	ne
li	PROper	il
toldroit	VERcjg	tolir
a	PRE	a
son	DETpos	son
vivant	NOMcom	vivant
;	PONfbl	;
or	ADVgen	or
an	PROadv	en
fait	VERcjg	faire
autres	PROind	autre
son	DETpos	son
talant	NOMcom	talent
,	PONfbl	,
or	ADVgen	or
est	VERcjg	estre
mantie	VERppe	mentir
la	DETdef	le
fïence	NOMcom	fiance
,	PONfbl	,
trespassee	VERppe	trépasser
est	VERcjg	estre
la	DETdef	le
covenance	NOMcom	covenance
qu'	PROrel	que
a	PRE	a
son	DETpos	son
seignor	NOMcom	seignor
avoit	VERcjg	avoir
plevie	VERppe	plevir
.	PONfrt	.

Fous	ADJqua	fou
est	VERcjg	estre
qui	PROrel	que
an	PRE	en
fame	NOMcom	feme
se	PROper	soi
fie	VERcjg	fïer
.	PONfrt	.

Molt	ADVgen	moult
a	VERcjg	avoir
le	DETdef	le
mort	VERppe	mourir
tost	ADVgen	tost
oblïé	VERppe	oublier
,	PONfbl	,
ja	ADVgen	ja
ne	ADVneg	ne
l'	PROper	il
avra	VERcjg	avoir
si	ADVgen	si
bien	ADVgen	bien
amé	VERppe	aimer
;	PONfbl	;
puis	ADVgen	puis
fait	VERcjg	faire
del	PRE.DETdef	de
vif	ADJqua	vif
tot	DETind	tot
son	DETpos	son
deport	NOMcom	deport
,	PONfbl	,
a	PRE	a
nonchaloir	VERinf	nonchaloir
a	VERcjg	avoir
mis	VERppe	metre
lo	DETdef	le
mort	VERppe	mourir
.	PONfrt	.

Or	ADVgen	or
a	VERcjg	avoir
Dido	NOMpro	Dido
ce	PROdem	ce
qu'	PROrel	que
el	PROper	il
voloit	VERcjg	voloir
:	PONfbl	:
del	PRE.DETdef	de
Troïen	NOMpro	Troien
fait	VERcjg	faire
son	DETpos	son
esploit	NOMcom	esploit
et	CONcoo	et
son	DETpos	son
talant	NOMcom	talent
tot	ADVgen	tot
en	PRE	en
apert	ADJqua	apert
.	PONfrt	.

Or	ADVgen	or
la	PROper	il
tient	VERcjg	tenir
cil	PROdem	cel
a	PRE	a
descovert	VERppe	descovrir
,	PONfbl	,
son	DETpos	son
afaire	NOMcom	afaire
a	VERcjg	avoir
mis	VERppe	metre
an	PRE	en
obli	NOMcom	obli
et	CONcoo	et
tot	DETind	tot
son	DETpos	son
oirre	NOMcom	erre
deguerpi	VERppe	déguerpir
;	PONfbl	;
ne	ADVneg	ne
se	PROper	soi
velt	VERcjg	vouloir
mes	ADVgen	mais
de	PRE	de
lui	PROper	il
partir	VERinf	partir
,	PONfbl	,
longues	ADVgen	longues
lo	PROper	le
quide	VERcjg	cuider
maintenir	VERinf	maintenir
;	PONfbl	;
toz	ADVgen	tot
est	VERcjg	estre
livrez	VERppe	livrer
a	PRE	a
male	ADJqua	mal
voe	NOMcom	vœu
,	PONfbl	,
et	CONcoo	et
terre	NOMcom	terre
et	CONcoo	et
fame	NOMcom	feme
tient	VERcjg	tenir
por	PRE	por
soe	ADJpos	son
.	PONfrt	.

Un	DETndf	un
jor	NOMcom	jor
estoit	VERcjg	estre
dedanz	PRE	dedenz
Cartage	NOMpro	Cartage
,	PONfbl	,
de	PRE	de
par	PRE	par
les	DETdef	le
deus	NOMcom	dieu
vint	VERcjg	venir
uns	DETndf	un
mesage	NOMcom	message
,	PONfbl	,
que	PROrel	que
li	PROper	il
comande	VERcjg	comander
de	PRE	de
lor	DETpos	lor
part	NOMcom	part
qu'	CONsub	que
il	PROper	il
laist	VERcjg	laisser
ester	VERinf	ester
icel	DETdem	cil
esgart	NOMcom	esgarder
et	CONcoo	et
qu'	CONsub	que
il	PROper	il
s'	PROper	soi
en	PROadv	en
alt	VERcjg	aller
an	PRE	en
Lonbardie	NOMpro	Lombardie
,	PONfbl	,
aprester	VERinf	aprester
face	VERcjg	faire
sa	DETpos	son
navie	NOMcom	navie
,	PONfbl	,
deguerpisse	VERcjg	déguerpir
la	DETdef	le
Tiriane	ADJqua	tiran
,	PONfbl	,
tote	DETind	tot
la	DETdef	le
terre	NOMcom	terre
Libicane	ADJqua	libisan
:	PONfbl	:
ce	PROdem	ce
n'	ADVneg	ne
est	VERcjg	estre
sa	DETpos	son
terre	NOMcom	terre
ne	CONcoo	ne
ses	DETpos	son
feus	NOMcom	feu
,	PONfbl	,
altre	ADJind	autre
est	VERcjg	estre
la	DETdef	le
providence	NOMcom	providance
as	PRE.DETdef	à.le
deus	NOMcom	dieu
.	PONfrt	.

Eneas	NOMpro	Eneas
fu	VERcjg	estre
molt	ADVgen	moult
esmaié	VERppe	esmaiier
de	PRE	de
ce	PROdem	ce
que	PROrel	que
cil	PROdem	cel
li	PROper	il
a	VERcjg	avoir
noncié	VERppe	noncer
,	PONfbl	,
set	VERcjg	savoir
qu'	CONsub	que
il	PROper	il
ne	ADVneg	ne
puet	VERcjg	pöoir
mes	ADVgen	mais
remanoir	VERinf	remanoir
,	PONfbl	,
qu'	CONsub	que
il	PROper	il
ne	ADVneg	ne
s'	PROper	soi
en	PROadv	en
alt	VERcjg	aller
par	PRE	par
estovoir	VERinf	estovoir
.	PONfrt	.

Molt	ADVgen	moult
li	PROper	il
est	VERcjg	estre
grief	ADJqua	grief
a	PRE	a
departir	VERinf	departir
et	CONcoo	et
la	DETdef	le
dame	NOMcom	dame
a	PRE	a
deguerpir	VERinf	déguerpir
;	PONfbl	;
molt	ADVgen	moult
est	VERcjg	estre
pansis	ADJqua	pensif
,	PONfbl	,
maz	ADJqua	mat
et	CONcoo	et
dotos	ADJqua	doton
,	PONfbl	,
d'	PRE	de
anbedos	DETcar	ambedos
parz	NOMcom	part
molt	ADVgen	moult
angoisos	ADJqua	angoissos
:	PONfbl	:
ne	ADVneg	ne
puet	VERcjg	pöoir
laissier	VERinf	laisser
ne	CONcoo	ne
tant	ADVgen	tant
ne	CONcoo	ne
quant	CONsub	cant
lo	PROper	le
dit	VERppe	dire
as	PRE.DETdef	à.le
deus	NOMcom	dieu
ne	ADVneg	ne
lor	PROper	il
comant	VERcjg	comander
,	PONfbl	,
et	CONcoo	et
molt	ADVgen	moult
dote	VERcjg	doter
la	DETdef	le
departie	VERppe	departir
de	PRE	de
la	DETdef	le
dame	NOMcom	dame
,	PONfbl	,
qu'	CONsub	que
el	PROper	il
ne	ADVneg	ne
s'	PROper	soi
ocie	VERcjg	ocire
;	PONfbl	;
crient	VERcjg	criembre
que	CONsub	que
li	DETdef	le
tort	VERcjg	torner
a	PRE	a
grant	ADJqua	grant
contraire	NOMcom	contraire
,	PONfbl	,
et	CONcoo	et
nequedan	ADVgen	nequedent
ne	ADVneg	ne
set	VERcjg	savoir
que	PROrel	que
faire	VERinf	faire
de	PRE	de
ce	PROdem	ce
qu'	PROrel	que
ont	VERcjg	avoir
comandé	VERppe	comander
li	DETdef	le
dé	NOMcom	dé
,	PONfbl	,
mais	CONcoo	mais
molt	ADVgen	moult
se	PROper	soi
tient	VERcjg	tenir
a	PRE	a
esgaré	VERppe	esgarer
s'	CONsub	se
a	PRE	a
la	DETdef	le
dame	NOMcom	dame
le	PROper	il
noncera	VERcjg	noncer
ou	CONcoo	o
an	PRE	en
anblé	VERppe	embler
s'	PROper	soi
en	PROadv	en
tornera	VERcjg	torner
;	PONfbl	;
crient	VERcjg	criembre
,	PONfbl	,
s'	CONsub	se
il	PROper	il
li	PROper	il
dit	VERcjg	dire
,	PONfbl	,
qu'	CONsub	que
el	PROper	il
le	PROper	il
demort	VERcjg	demorer
et	CONcoo	et
que	CONsub	que
de	PRE	de
li	PROper	il
tardis	NOMcom	tardis
ne	ADVneg	ne
tort	VERcjg	torner
.	PONfrt	.

Il	PROper	il
fait	VERcjg	faire
ses	DETpos	son
nes	NOMcom	nef
bien	ADVgen	bien
aprester	VERinf	aprester
,	PONfbl	,
en	PRE	en
larrecin	NOMcom	larcin
s'	PROper	soi
an	PROadv	en
velt	VERcjg	vouloir
aler	VERinf	aler
;	PONfbl	;
bien	ADVgen	bien
a	VERcjg	avoir
sa	DETpos	son
gent	NOMcom	gent
amonesté	VERppe	amonester
,	PONfbl	,
sachent	VERcjg	savoir
qu'	CONsub	que
al	PRE.DETdef	à.le
premerain	ADJqua	premerain
oré	NOMcom	oré
s'	PROper	soi
an	PROadv	en
tornera	VERcjg	torner
o	PRE	o
sa	DETpos	son
navie	NOMcom	navie
.	PONfrt	.

Sa	DETpos	son
mesnie	NOMcom	maisniee
a	VERcjg	avoir
molt	ADVgen	moult
esbaudie	VERppe	esbaudir
,	PONfbl	,
car	CONcoo	car
cel	DETdem	cil
sejors	NOMcom	sejor
lor	PROper	il
enuiot	VERcjg	enoiier
;	PONfbl	;
chascuns	PROind	chascun
l'	PROper	il
aler	VERinf	aler
molt	ADVgen	moult
desirrot	VERcjg	désirer
,	PONfbl	,
n'	ADVneg	ne
an	PROadv	en
i	PROadv	i
a	VERcjg	avoir
nul	PROind	nul
cui	PROrel	que
l'	DETdef	le
ester	VERinf	ester
pleise	VERcjg	plaire
,	PONfbl	,
fors	PRE	fors
sol	ADJqua	sol
a	PRE	a
lui	PROper	il
qu'	PROrel	que
ert	VERcjg	être
a	PRE	a
son	DETpos	son
ese	NOMcom	esse
;	PONfbl	;
molt	ADVgen	moult
li	PROper	il
plaüst	VERcjg	plaire
li	DETdef	le
remanoir	VERinf	remanoir
,	PONfbl	,
mais	CONcoo	mais
il	PROper	il
s'	PROper	soi
an	PROadv	en
va	VERcjg	aler
par	PRE	par
estovoir	VERinf	estovoir
,	PONfbl	,
si	ADVgen	si
com	CONsub	come
li	DETdef	le
dé	NOMcom	dé
l'	PROper	il
unt	VERcjg	avoir
esgardé	VERppe	égarder
.	PONfrt	.

Ses	DETpos	son
nes	NOMcom	nef
fait	VERcjg	faire
garnir	VERinf	garnir
an	PRE	en
enblé	VERppe	embler
de	PRE	de
quant	PROind	quant
que	PROrel	que
aus	PROper	il
estoit	VERcjg	estre
mestier	NOMcom	mestier
;	PONfbl	;
la	DETdef	le
dame	NOMcom	dame
cuide	VERcjg	cuidier
anginnier	VERinf	engignier
,	PONfbl	,
mais	CONcoo	mais
la	DETdef	le
raïne	NOMcom	röine
s'	PROper	soi
aperçoit	VERcjg	apercevoir
,	PONfbl	,
car	CONcoo	car
qui	PROrel	que
aime	VERcjg	amer
toz	DETind	tot
tens	NOMcom	temps
mescroit	VERcjg	mescroire
,	PONfbl	,
an	PRE	en
dotance	NOMcom	dotance
est	VERcjg	estre
et	CONcoo	et
an	PRE	en
paor	NOMcom	peur
,	PONfbl	,
ja	ADVgen	ja
n'	ADVneg	ne
iert	VERcjg	estre
seürs	ADJqua	sëur
ne	CONcoo	ne
nuit	NOMcom	nuit
ne	CONcoo	ne
jor	NOMcom	jor
.	PONfrt	.

Ne	ADVneg	ne
se	PROper	soi
tarde	VERcjg	tarder
de	PRE	de
noiant	PROind	néant
fame	NOMcom	feme
,	PONfbl	,
qui	PROrel	que
descovert	VERppe	descovrir
l'	PROper	il
a	VERcjg	avoir
a	PRE	a
la	DETdef	le
dame	NOMcom	dame
;	PONfbl	;
la	DETdef	le
traïson	NOMcom	träison
li	PROper	il
a	VERcjg	avoir
contee	VERppe	conter
que	PROrel	que
li	DETdef	le
vasaus	NOMcom	vassal
a	VERcjg	avoir
aprestee	VERppe	aprester
,	PONfbl	,
comant	ADVsub	coment
il	PROper	il
fait	VERcjg	faire
ses	DETpos	son
nes	NOMcom	nef
garnir	VERinf	garnir
,	PONfbl	,
en	PRE	en
larrecin	NOMcom	larcin
s'	PROper	soi
en	PROadv	en
velt	VERcjg	vouloir
foïr	VERinf	fuir
.	PONfrt	.

Puis	ADVgen	puis
que	CONsub	que
la	DETdef	le
raïne	NOMcom	röine
lo	PROper	le
sot	VERcjg	savoir
,	PONfbl	,
onc	ADVgen	onc
puis	PRE	puis
cele	DETdem	cil
ore	NOMcom	ore
repos	NOMcom	repos
n'	ADVneg	ne
ot	VERcjg	avoir
que	PROrel	que
ele	PROper	il
oï	VERcjg	öir
la	DETdef	le
traïson	NOMcom	träison
,	PONfbl	,
desi	ADVgen	deci
qu'	CONsub	que
el	PROper	il
l'	PROper	il
ot	VERcjg	avoir
mis	VERppe	metre
a	PRE	a
raison	NOMcom	raison
.	PONfrt	.

Lez	PRE	lez
lui	PROper	il
s'	PROper	soi
asist	VERcjg	assëoir
,	PONfbl	,
si	ADVgen	si
sospira	VERcjg	soupirer
et	CONcoo	et
en	PRE	en
plorant	VERppa	plorer
li	PROper	il
demanda	VERcjg	demander
:	PONfbl	:
“	PONpga	“
Dites	VERcjg	dire
,	PONfbl	,
vasaus	NOMcom	vassal
,	PONfbl	,
ou	PROint	où
forfis	VERcjg	forfaire
onc	ADVgen	onc
,	PONfbl	,
que	PROint	que
m'	PROper	je
ocïez	VERcjg	ocire
?	PONfrt	?

”	PONpdr	”
“	PONpga	“
Que	PROint	que
est	VERcjg	estre
ce	PROdem	ce
donc	ADVgen	donc
?	PONfrt	?

“	PONpga	“
Ja	ADVgen	ja
fetes	VERcjg	faire
vos	PROper	vos
voz	DETpos	vostre
nes	NOMcom	nef
garnir	VERinf	garnir
.	PONfrt	.

“	PONpga	“
Gié	PROper	je
?	PONfrt	?

”	PONpdr	”
“	PONpga	“
Voire	ADVgen	voir
,	PONfbl	,
volez	VERcjg	voloir
moi	PROper	je
foïr	VERinf	fuir
.	PONfrt	.

“	PONpga	“
Ainz	ADVgen	ains
m'	PROper	je
an	PROadv	en
irai	VERcjg	aler
tot	ADVgen	tot
a	PRE	a
veüe	NOMcom	vëue
.	PONfrt	.

“	PONpga	“
Por	PRE	por
coi	PROint	que
m'	PROper	je
avez	VERcjg	avoir
donc	ADVgen	donc
deceüe	VERppe	decevoir
?	PONfrt	?

Deguerpiroiz	VERcjg	déguerpir
me	PROper	je
vos	PROper	vos
ansi	ADVgen	ainsi
?	PONfrt	?

“	PONpga	“
Ge	PROper	je
ne	ADVneg	ne
puis	VERcjg	pöoir
mes	ADVgen	mais
remaindre	VERinf	remanoir
ci	ADVgen	ci
.	PONfrt	.

“	PONpga	“
Por	PRE	por
coi	PROint	que
?	PONfrt	?

fait	VERcjg	faire
el	PROper	il
.	PONfbl	.
”	PONpdr	”
“	PONpga	“
Li	DETdef	le
deu	NOMcom	dieu
n'	ADVneg	ne
ont	VERcjg	avoir
cure	NOMcom	cure
.	PONfrt	.

“	PONpga	“
Ohi	INJ	oï
lasse	ADJqua	las
,	PONfbl	,
quel	DETint	quel
aventure	NOMcom	aventure
!	PONfrt	!

Por	PRE	por
coi	PROint	que
ne	ADVneg	ne
sui	VERcjg	estre
ge	PROper	je
donc	ADVgen	donc
ocise	VERppe	ocire
?	PONfrt	?

Tant	ADVgen	tant
mar	ADVgen	mar
ai	VERcjg	avoir
fet	VERppe	faire
lo	DETdef	le
bel	ADJqua	bel
servise	NOMcom	servise
,	PONfbl	,
lo	DETdef	le
bel	ADJqua	bel
sanblant	VERppa	semblant
,	PONfbl	,
lo	DETdef	le
bel	ADJqua	bel
ostage	NOMcom	otage
,	PONfbl	,
que	PROrel	que
ge	PROper	je
vos	PROper	vos
ai	VERcjg	avoir
fet	VERppe	faire
an	PRE	en
Cartage	NOMpro	Cartage
.	PONfrt	.

Ja	ADVgen	ja
ne	ADVneg	ne
lairai	VERcjg	laisser
que	CONsub	que
nel	ADVneg.PROper	ne
vos	PROper	vos
die	VERcjg	dire
:	PONfbl	:
molt	ADVgen	moult
pensastes	VERcjg	penser
grant	ADJqua	grant
felenie	NOMcom	felonie
et	CONcoo	et
merveillose	ADJqua	merveilleux
traïson	NOMcom	träison
,	PONfbl	,
quant	CONsub	cant
vos	PROper	vos
volsistes	VERcjg	voloir
a	PRE	a
larron	NOMcom	larron
de	PRE	de
moi	PROper	je
partir	VERinf	partir
ne	CONcoo	ne
desevrer	VERinf	dessevrer
.	PONfrt	.

Com	CONsub	come
le	PROper	il
peüstes	VERcjg	pöoir
porpanser	VERinf	porpenser
ne	ADVneg	ne
queïssiez	VERcjg	querre
oan	ADVgen	öan
congié	NOMcom	congié
,	PONfbl	,
ne	CONcoo	ne
n'	ADVneg	ne
eüssiez	VERcjg	avoir
de	PRE	de
moi	PROper	je
pitié	NOMcom	pitié
,	PONfbl	,
nel	ADVneg.PROper	ne
saüsse	VERcjg	savoir
par	PRE	par
vos	PROper	vos
oan	ADVgen	öan
?	PONfrt	?

Malvese	ADJqua	mauvais
foi	NOMcom	foi
ont	VERcjg	avoir
Troïan	NOMpro	Troian
!	PONfrt	!

Sont	VERcjg	estre
ce	PROdem	ce
los	DETdef	le
grez	NOMcom	gré
et	CONcoo	et
les	DETdef	le
merciz	NOMcom	merci
que	PROrel	que
ge	PROper	je
ai	VERcjg	avoir
de	PRE	de
vos	PROper	vos
deserviz	VERppe	desservir
?	PONfrt	?

Quant	CONsub	quand
ne	ADVneg	ne
vos	PROper	vos
puet	VERcjg	pöoir
mes	ADVgen	mais
retenir	VERinf	retenir
Dido	NOMpro	Dido
,	PONfbl	,
qui'n	PROint.PROper	qui.me
estovra	VERcjg	estovoir
morir	VERinf	morir
,	PONfbl	,
aliance	NOMcom	alliance
ne	CONcoo	ne
amistié	NOMcom	amistié
ne	CONcoo	ne
bel	ADJqua	bel
servise	NOMcom	servise
ne	CONcoo	ne
pitié	NOMcom	pitié
,	PONfbl	,
volez	VERcjg	voloir
vos	PROper	vos
donc	ADVgen	donc
faire	VERinf	faire
tel	DETind	tel
rage	NOMcom	rage
qu'	CONsub	que
en	PRE	en
mer	NOMcom	mer
entrer	VERinf	entrer
par	PRE	par
tel	DETind	tel
orage	NOMcom	orage
?	PONfrt	?

Il	PROimp	il
est	VERcjg	estre
ivers	NOMcom	iver
,	PONfbl	,
molt	ADVgen	moult
fait	VERcjg	faire
lait	ADJqua	lait
tens	NOMcom	temps
,	PONfbl	,
navïer	VERinf	navier
ore	ADVgen	or
n'	ADVneg	ne
est	VERcjg	estre
pas	ADVneg	pas
sens	NOMcom	sens
:	PONfbl	:
primes	ADVgen	prim
laissiez	VERcjg	laisser
iver	NOMcom	iver
passer	VERinf	passer
,	PONfbl	,
puis	ADVgen	puis
ert	VERcjg	être
plus	ADVgen	plus
paisible	ADJqua	paisible
la	DETdef	le
mer	NOMcom	mer
.	PONfrt	.

Proier	VERinf	priier
vos	PROper	vos
voil	VERcjg	vouloir
por	PRE	por
toz	DETind	tot
les	DETdef	le
deus	NOMcom	dieu
,	PONfbl	,
qui	PROrel	que
anvers	PRE	envers
moi	PROper	je
sont	VERcjg	estre
trop	ADVgen	trop
crueus	ADJqua	cruel
,	PONfbl	,
par	PRE	par
l'	DETdef	le
amistié	NOMcom	amistié
,	PONfbl	,
par	PRE	par
l'	DETdef	le
aliance	NOMcom	alliance
qui	PROrel	que
est	VERcjg	estre
antre	PRE	entre
nos	PROper	nos
par	PRE	par
fiance	NOMcom	fïance
,	PONfbl	,
que	CONsub	que
vos	PROper	vos
aiez	VERcjg	avoir
de	PRE	de
moi	PROper	je
pitié	NOMcom	pitié
.	PONfrt	.

Vos	PROper	vos
an	PROadv	en
avroiz	VERcjg	avoir
molt	ADVgen	moult
grant	ADJqua	grant
pechié	NOMcom	péché
,	PONfbl	,
se	CONsub	se
ge	PROper	je
i	PROadv	i
muir	VERcjg	morir
par	PRE	par
vostre	DETpos	vostre
tort	NOMcom	tort
et	CONcoo	et
n'	ADVneg	ne
an	PROadv	en
façoiz	VERcjg	faire
aucun	DETind	aucun
confort	NOMcom	confort
.	PONfrt	.

Cil	PROdem	cel
me	PROper	je
heent	VERcjg	häir
por	PRE	por
vostre	DETpos	vostre
amor	NOMcom	amor
,	PONfbl	,
dont	PROrel	dont
ge	PROper	je
ne	ADVneg	ne
voil	VERcjg	vouloir
nul	PROind	nul
a	PRE	a
seignor	NOMcom	seignor
;	PONfbl	;
nen	ADVneg	ne
a	VERcjg	avoir
baron	NOMcom	baron
an	PRE	en
cest	DETdem	cest
païs	NOMcom	päis
ne	ADVneg	ne
soit	VERcjg	estre
por	PRE	por
vos	PROper	vos
mes	DETpos	mon
enemis	NOMcom	ennemi
;	PONfbl	;
tuit	PROind	tot
me	PROper	je
volent	VERcjg	voler
deseriter	VERinf	désireter
.	PONfrt	.

Tanz	DETind	tant
enemis	NOMcom	ennemi
doi	VERcjg	devoir
molt	ADVgen	moult
doter	VERinf	doter
;	PONfbl	;
n'	ADVneg	ne
avrai	VERcjg	avoir
secors	NOMcom	secors
ne	CONcoo	ne
pres	ADVgen	près
ne	CONcoo	ne
loig	ADVgen	loing
,	PONfbl	,
vos	PROper	vos
me	PROper	je
falez	VERcjg	faler
a	PRE	a
cest	DETdem	cest
besoing	NOMcom	besoing
;	PONfbl	;
jaceront	VERcjg	jacier
moi	PROper	je
de	PRE	de
ceste	DETdem	cest
terre	NOMcom	terre
,	PONfbl	,
ne	ADVneg	ne
faldra	VERcjg	faillir
ja	ADVgen	ja
ançois	ADVgen	ainçois
lor	DETpos	lor
guerre	NOMcom	guerre
.	PONfrt	.

De	PRE	de
ce	PROdem	ce
me	PROper	je
dot	VERcjg	doter
,	PONfbl	,
si	ADVgen	si
puis	VERcjg	pöoir
ge	PROper	je
faire	VERinf	faire
,	PONfbl	,
mais	CONcoo	mais
plus	ADVgen	plus
me	PROper	je
torne	VERcjg	torner
a	PRE	a
contraire	NOMcom	contraire
la	DETdef	le
vostre	ADJpos	vostre
amors	NOMcom	amor
,	PONfbl	,
qui	PROrel	que
molt	ADVgen	moult
m'	PROper	je
argüe	VERcjg	argüer
;	PONfbl	;
se	CONsub	se
cist	DETdem	cest
corages	NOMcom	corage
ne	ADVneg	ne
me	PROper	je
mue	VERcjg	mu
que	PROrel	que
jo	PROper	je
ore	ADVgen	or
ai	VERcjg	avoir
,	PONfbl	,
n'	ADVneg	ne
en	PROadv	en
vivrai	VERcjg	vivre
mie	ADVneg	mie
.	PONfrt	.

Molt	ADVgen	moult
puis	VERcjg	pöoir
doter	VERinf	doter
la	DETdef	le
departie	NOMcom	départie
,	PONfbl	,
n'	ADVneg	ne
an	PROadv	en
quit	VERcjg	quiter
avoir	VERinf	avoir
respit	NOMcom	respit
de	PRE	de
mort	NOMcom	mort
,	PONfbl	,
car	CONcoo	car
n'	ADVneg	ne
avrai	VERcjg	avoir
rien	PROind	rien
qui	PROrel	que
me	PROper	je
confort	VERcjg	conforter
.	PONfrt	.

Se	CONsub	se
j'	PROper	je
aüsse	VERcjg	avoir
de	PRE	de
vos	PROper	vos
anfant	NOMcom	enfant
,	PONfbl	,
qui	PROrel	que
vos	PROper	vos
sanblast	VERcjg	sembler
ne	CONcoo	ne
tant	ADVgen	tant
ne	CONcoo	ne
quant	PROind	quant
,	PONfbl	,
que	CONsub	que
peüsse	VERcjg	pouvoir
por	PRE	por
vos	PROper	vos
baisier	VERinf	baiser
et	CONcoo	et
acoler	VERinf	acoler
et	CONcoo	et
anbracier	VERinf	embracier
et	CONcoo	et
qui	PROrel	que
de	PRE	de
vos	PROper	vos
me	PROper	je
confortast	VERcjg	conforter
,	PONfbl	,
ce	PROdem	ce
m'	PROper	je
est	VERcjg	estre
avis	NOMcom	avis
que	CONsub	que
mielz	ADVgen	mieux
m'	PROper	je
alast	VERcjg	aler
;	PONfbl	;
mais	CONcoo	mais
ce	PROdem	ce
m'	PROper	je
est	VERcjg	estre
vis	NOMcom	vis
,	PONfbl	,
nan	ADVneg	nan
avrai	VERcjg	avoir
rien	PROind	rien
qui	PROrel	que
me	PROper	je
face	VERcjg	faire
confort	NOMcom	confort
ne	CONcoo	ne
bien	NOMcom	bien
.	PONfrt	.

Bien	ADVgen	bien
sui	VERcjg	estre
seüre	ADJqua	sëur
de	PRE	de
morir	VERinf	morir
,	PONfbl	,
quant	CONsub	cant
ge	PROper	je
vos	PROper	vos
voi	VERcjg	vëoir
de	PRE	de
moi	PROper	je
partir	VERinf	partir
.	PONfrt	.

Sire	NOMcom	seignor
,	PONfbl	,
por	PRE	por
coi	PROint	que
m'	PROper	je
avez	VERcjg	avoir
traïe	VERppe	träir
?	PONfrt	?

“	PONpga	“
Ge	PROper	je
non	ADVneg	non
ai	VERcjg	avoir
,	PONfbl	,
voir	ADJqua	voir
,	PONfbl	,
la	DETdef	le
moie	ADJpos	mon
amie	NOMcom	ami
.	PONfrt	.

“	PONpga	“
Mesfis	VERcjg	mesfaire
vos	PROper	vos
ge	PROper	je
onques	ADVgen	onque
de	PRE	de
rien	PROind	rien
?	PONfrt	?

“	PONpga	“
Moi	PROper	je
n'	ADVneg	ne
avez	VERcjg	avoir
vos	PROper	vos
fait	VERppe	faire
el	PROind	el
que	ADVgen	que
bien	NOMcom	bien
.	PONfrt	.

“	PONpga	“
Destruis	VERcjg	détruire
ge	PROper	je
Troie	NOMpro	Troie
?	PONfrt	?

”	PONpdr	”
“	PONpga	“
Nenil	ADVgen	nenil
,	PONfbl	,
Greus	NOMpro	grieu
.	PONfrt	.

“	PONpga	“
Fu	VERcjg	estre
ce	PROdem	ce
