Monsieur	NOMcom	monsieur
autre	PROind	autre
qu'	CONsub	que
il	PROper	il
sera	VERcjg	estre
bien	ADVgen	bien
abille	ADJqua	abil
qui	PROrel	que
les	PROper	il
pourra	VERcjg	pouvoir
desmeller	VERinf	démeler
.	PONfbl	.
”	PONpdr	”
Et	CONcoo	et
ainsi	ADVgen	ainsi
le	PROper	il
feist	VERcjg	faire
.	PONfrt	.

Et	CONcoo	et
le	DETdef	le
premier	ADJqua	premier
homme	NOMcom	homme
qui	PROrel	que
mourut	VERcjg	mourir
,	PONfbl	,
ce	PROdem	ce
fut	VERcjg	être
luy	PROper	lui
et	CONcoo	et
ses	DETpos	son
gens	NOMcom	gens
.	PONfrt	.

Et	CONcoo	et
ces	DETdem	ce
parolles	NOMcom	parole
m'	PROper	je
a	VERcjg	avoir
compté	VERppe	compter
le	DETdef	le
roy	NOMcom	roi
,	PONfbl	,
car	CONcoo	car
pour	PRE	pour
lors	ADVgen	lors
j'	PROper	je
estoye	VERcjg	estovoir
avecques	PRE	avec
le	DETdef	le
conte	NOMcom	conte
de	PRE	de
Charroloys	NOMpro	Charrelois
.	PONfrt	.

Et	CONcoo	et
,	PONfbl	,
en	PRE	en
effect	NOMcom	éfait
,	PONfbl	,
au	PRE.DETdef	a
vingtseptiesme	ADJord	vingt-septieme
jour	NOMcom	jour
de	PRE	de
juillet	NOMcom	juilet
,	PONfbl	,
l'	DETdef	le
an	NOMcom	an
mil	ADJcar	mille
quatre	ADJcar	quatre
cens	ADJcar	cent
soixante	ADJcar	soixante
et	CONcoo	et
cinq	ADJcar	cinq
,	PONfbl	,
ceste	DETdem	cest
avantgarde	NOMcom	avantarde
se	PROper	soi
vint	VERcjg	venir
trouver	VERinf	trouver
auprès	ADVgen	auprès
de	PRE	de
Montlehery	NOMpro	Montlehéry
,	PONfbl	,
où	PROrel	où
le	DETdef	le
conte	NOMcom	conte
de	PRE	de
Sainct	ADJqua	saint
Pol	NOMpro	Paul
estoit	VERcjg	estre
logé	VERppe	loger
.	PONfrt	.

Ledict	DETcom	ledit
conte	NOMcom	conte
de	PRE	de
Sainct	ADJqua	saint
Pol	NOMpro	Paul
à	PRE	à
toute	DETind	tout
dilligence	NOMcom	dilijance
signifia	VERcjg	signifier
ceste	DETdem	cest
venue	NOMcom	venue
au	PRE.DETdef	a
conte	NOMcom	conte
de	PRE	de
Charroloys	NOMpro	Charrelois
,	PONfbl	,
qui	PROrel	que
estoit	VERcjg	estre
à	PRE	à
trois	DETcar	trois
lieues	NOMcom	lieue
près	ADVgen	près
et	CONcoo	et
au	PRE.DETdef	a
lieu	NOMcom	lieu
qui	PROrel	que
avoit	VERcjg	avoir
esté	VERppe	être
ordonné	VERppe	ordonner
pour	PRE	pour
la	DETdef	le
bataille	NOMcom	bataille
,	PONfbl	,
luy	PROper	lui
requerant	VERppa	requérir
qu'	CONsub	que
il	PROper	il
le	PROper	il
vint	VERcjg	venir
secourir	VERinf	secourir
à	PRE	à
toute	DETind	tout
dilligence	NOMcom	dilijance
,	PONfbl	,
car	CONcoo	car
ja	ADVgen	ja
s'	PROper	soi
estoyent	VERcjg	être
mys	VERppe	metre
à	PRE	à
pied	NOMcom	pied
hommes	NOMcom	homme
d'	PRE	de
armes	NOMcom	arme
et	CONcoo	et
archiers	NOMcom	archier
et	CONcoo	et
clos	VERppe	clore
de	PRE	de
son	DETpos	son
charroy	NOMcom	charroi
;	PONfbl	;
et	CONcoo	et
que	CONsub	que
de	PRE	de
se	PROper	soi
tirer	VERinf	tirer
à	PRE	à
luy	PROper	lui
,	PONfbl	,
comme	CONsub	comme
il	PROimp	il
luy	PROper	lui
avoit	VERcjg	avoir
esté	VERppe	être
ordonné	VERppe	ordonner
,	PONfbl	,
ne	ADVneg	ne
luy	PROper	lui
estoit	VERcjg	estre
possible	ADJqua	possible
,	PONfbl	,
car	CONcoo	car
s'	CONsub	se
il	PROper	il
se	PROper	soi
mectoit	VERcjg	mettre
à	PRE	à
chemin	NOMcom	chemin
que	CONsub	que
ce	PROdem	ce
sembleroit	VERcjg	sembler
fuytte	NOMcom	fuitte
,	PONfbl	,
qui	PROrel	que
seroit	VERcjg	estre
grand	ADJqua	grand
danger	NOMcom	dangier
pour	PRE	pour
toute	DETind	tout
la	DETdef	le
compaignie	NOMcom	compagnie
.	PONfrt	.

Ledict	DETcom	ledit
conte	NOMcom	conte
de	PRE	de
Charroloys	NOMpro	Charrelois
envoya	VERcjg	envoyer
joindre	VERinf	joindre
avecques	PRE	avec
luy	PROper	lui
le	DETdef	le
bastard	NOMcom	bastard
de	PRE	de
Bourgogne	NOMpro	Burgonde
,	PONfbl	,
qui	PROrel	que
se	PROper	soi
nommoit	VERcjg	nommer
Anthoine	NOMpro	Antoine
,	PONfbl	,
avecques	PRE	avec
grant	ADJqua	grant
nombre	NOMcom	nombre
de	PRE	de
gens	NOMcom	gens
qu'	PROrel	que
il	PROper	il
avoit	VERcjg	avoir
soubz	PRE	sous
sa	DETpos	son
charge	NOMcom	charge
,	PONfbl	,
et	CONcoo	et
à	PRE	à
grant	ADJqua	grant
diligence	NOMcom	dilijance
;	PONfbl	;
et	CONcoo	et
se	PROper	soi
debatoit	VERcjg	debatre
à	PRE	à
soy	PROper	soi
mesmes	ADJind	même
s'	CONsub	se
il	PROper	il
yroit	VERcjg	aler
ou	CONcoo	o
non	ADVneg	non
.	PONfrt	.

Et	CONcoo	et
à	PRE	à
la	DETdef	le
fin	NOMcom	fin
marcha	VERcjg	marchier
après	PRE	après
les	DETdef	le
autres	PROind	autre
,	PONfbl	,
et	CONcoo	et
y	PROadv	y
arryva	VERcjg	arriver
envyron	PRE	environ
sept	DETcar	sept
heures	NOMcom	heure
du	PRE.DETdef	de.le
matin	NOMcom	matin
;	PONfbl	;
et	CONcoo	et
desja	ADVgen	desja
y	PROadv	y
avoit	VERcjg	avoir
cinq	DETcar	cinq
ou	CONcoo	o
six	DETcar	six
enseignes	NOMcom	enseigne
du	PRE.DETdef	de.le
roy	NOMcom	roi
qui	PROrel	que
estoyent	VERcjg	être
arrivées	VERppe	arriver
au	PRE.DETdef	a
long	NOMcom	loin
d'	PRE	de
un	DETndf	un
grant	ADJqua	grant
fossé	NOMcom	fossé
qui	PROrel	que
estoit	VERcjg	estre
entre	PRE	entre
les	DETdef	le
deux	ADJcar	deux
bandes	NOMcom	bende
.	PONfrt	.

Encores	ADVgen	encore
estoit	VERcjg	estre
en	PRE	en
l'	DETdef	le
ost	NOMcom	ost
du	PRE.DETdef	de.le
conte	NOMcom	conte
de	PRE	de
Charroloys	NOMpro	Charrelois
le	DETdef	le
vichancellier	NOMcom	vichancelier
de	PRE	de
Bretaigne	NOMpro	Bretaingne
,	PONfbl	,
appellé	VERppe	appeler
Rouville	NOMpro	Rouvelle
,	PONfbl	,
et	CONcoo	et
ung	DETndf	un
vieil	ADJqua	vieux
homme	NOMcom	homme
d'	PRE	de
armes	NOMcom	arme
,	PONfbl	,
appelle	VERppe	appeler
Madré	NOMpro	Madré
,	PONfbl	,
qui	PROrel	que
avoit	VERcjg	avoir
baillé	VERppe	bailler
le	DETdef	le
pont	NOMcom	pont
Saincte	ADJqua	saint
Maxence	NOMpro	Malentis
,	PONfbl	,
et	CONcoo	et
eurent	VERcjg	avoir
peur	NOMcom	peur
pour	PRE	pour
le	DETdef	le
murmure	NOMcom	murmure
qui	PROrel	que
estoit	VERcjg	estre
contre	PRE	contre
eulx	PROper	eux
,	PONfbl	,
voyant	VERppa	voir
que	CONsub	que
on	PROind	on
estoit	VERcjg	estre
à	PRE	à
la	DETdef	le
bataille	NOMcom	bataille
et	CONcoo	et
que	CONsub	que
les	DETdef	le
gens	NOMcom	gens
de	PRE	de
quoy	PROrel	quoi
ilz	PROper	il
s'	PROper	soi
estoient	VERcjg	être
faictz	VERppe	faire
fortz	ADJqua	fort
n'	ADVneg	ne
y	PROadv	y
estoyent	VERcjg	être
joinctz	VERppe	joindre
,	PONfbl	,
et	CONcoo	et
se	PROper	soi
misdrent	VERcjg	mettre
les	DETdef	le
dessusditz	NOMcom	dessus-dit
à	PRE	à
la	DETdef	le
fuyte	NOMcom	fuite
,	PONfbl	,
avant	PRE	avant
que	CONsub	que
l'	DETdef	le
on	PROind	on
combattist	VERcjg	combattre
,	PONfbl	,
le	DETdef	le
chemin	NOMcom	chemin
où	PROrel	où
il	PROper	il
pensoient	VERcjg	penser
trouver	VERinf	trouver
les	DETdef	le
Bretons	NOMpro	breton
.	PONfrt	.

Ledict	DETcom	ledit
conte	NOMcom	conte
de	PRE	de
Charroloys	NOMpro	Charrelois
trouva	VERcjg	trouver
le	DETdef	le
conte	NOMcom	conte
de	PRE	de
Sainct	ADJqua	saint
Pol	NOMpro	Paul
à	PRE	à
pied	NOMcom	pied
,	PONfbl	,
et	CONcoo	et
tous	DETind	tous
les	DETdef	le
autres	PROind	autre
se	PROper	soi
mectoient	VERcjg	mettre
à	PRE	à
la	DETdef	le
fille	NOMcom	fille
comme	CONsub	comme
ilz	PROper	il
venoyent	VERcjg	venir
,	PONfbl	,
et	CONcoo	et
trouvasmes	VERcjg	trouver
tous	DETind	tous
les	DETdef	le
archiers	NOMcom	archier
deshouzéz	VERppe	déshouser
,	PONfbl	,
chascun	PROind	chascun
ung	DETndf	un
pau	PROind	pau
planté	VERppe	planter
devant	PRE	devant
eulx	PROper	eux
,	PONfbl	,
et	CONcoo	et
y	PROadv	y
avoit	VERcjg	avoir
plusieurs	DETind	plusieurs
pippes	NOMcom	pipe
de	PRE	de
vin	NOMcom	vin
deffoncées	VERppe	défoncer
pour	PRE	pour
le	PROper	il
faire	VERinf	faire
boyre	VERinf	boire
;	PONfbl	;
et	CONcoo	et
de	PRE	de
ce	DETdem	ce
petit	PROind	petit
que	PROrel	que
j'	PROper	je
ay	VERcjg	avoir
veu	VERppe	voir
n'	ADVneg	ne
en	PROadv	en
viz	VERcjg	vivre
jamais	ADVgen	jamais
qui	PROrel	que
eussent	VERcjg	avoir
meilleur	ADJqua	meilleur
voulloir	VERinf	vouloir
de	PRE	de
combattre	VERinf	combattre
,	PONfbl	,
qui	PROrel	que
me	PROper	je
semble	VERcjg	sembler
ung	DETndf	un
bien	ADVgen	bien
bon	ADJqua	bon
signe	NOMcom	signe
et	CONcoo	et
grant	ADJqua	grant
resconfort	NOMcom	réconfort
.	PONfrt	.

De	PRE	de
prime	ADJord	prim
face	VERcjg	faire
,	PONfbl	,
fut	VERcjg	être
advisé	VERppe	aviser
que	CONsub	que
tout	PROind	tout
se	PROper	soi
mectroit	VERcjg	mectroyer
à	PRE	à
pied	NOMcom	pied
et	CONcoo	et
sans	PRE	sans
nul	PROind	nul
excepter	VERinf	excepter
;	PONfbl	;
et	CONcoo	et
depuis	ADVgen	depuis
muèrent	VERcjg	mourir
propoz	NOMcom	propot
,	PONfbl	,
car	CONcoo	car
presque	ADVgen	près
tous	DETind	tous
les	DETdef	le
hommes	NOMcom	homme
d'	PRE	de
armes	NOMcom	arme
montèrent	VERcjg	monter
à	PRE	à
cheval	NOMcom	cheval
;	PONfbl	;
plusieurs	DETind	plusieurs
bons	ADJqua	bon
chevalliers	NOMcom	chevalier
et	CONcoo	et
escuyers	NOMcom	écuier
furent	VERcjg	estre
ordonnéz	VERppe	ordonner
à	PRE	à
demourer	VERinf	demeurer
à	PRE	à
pied	NOMcom	pied
,	PONfbl	,
dont	PROrel	dont
monsr	NOMcom	moncre
des	PRE.DETdef	de.le
Cordes	NOMcom	corde
et	CONcoo	et
son	DETpos	son
frère	NOMcom	frère
estoient	VERcjg	être
du	PRE.DETdef	de.le
nombre	NOMcom	nombre
.	PONfrt	.

Messire	NOMcom	seignor
Philippes	NOMpro	Philippe
de	PRE	de
Lalain	NOMpro	Lalain
s'	PROper	soi
estoit	VERcjg	estre
mys	VERppe	metre
à	PRE	à
pied	NOMcom	pied
,	PONfbl	,
car	CONcoo	car
entre	PRE	entre
les	DETdef	le
Bourguygnons	NOMpro	Bourguignon
lors	ADVgen	lors
s'	PROper	soi
estoyent	VERcjg	être
les	DETdef	le
plus	ADVgen	plus
honnoréz	VERppe	honorer
que	CONsub	que
ceulx	PROdem	celui
qui	PROrel	que
descendoyent	VERcjg	descendre
avecques	PRE	avec
les	DETdef	le
archiers	NOMcom	archier
,	PONfbl	,
et	CONcoo	et
tous	DETind	tous
jours	NOMcom	jour
se	PROper	soi
y	PROadv	y
en	PROadv	en
mectoit	VERcjg	mettre
grant	ADJqua	grant
quantité	NOMcom	quantité
de	PRE	de
gens	NOMcom	gens
de	PRE	de
bien	NOMcom	bien
,	PONfbl	,
affin	ADVgen	afin
que	CONsub	que
le	DETdef	le
peuple	NOMcom	peuple
en	PROadv	en
fust	VERcjg	estre
plus	ADVgen	plus
asseuré	VERppe	assurer
,	PONfbl	,
et	CONcoo	et
combattre	VERinf	combattre
myeulx	ADVgen	mieux
,	PONfbl	,
et	CONcoo	et
tenoient	VERcjg	tenir
cela	PROdem	cel
des	PRE.DETdef	de.le
Angloys	NOMpro	Anglois
,	PONfbl	,
avecques	PRE	avec
lesquelz	PROrel	lequel
le	DETdef	le
duc	NOMcom	duc
Philippes	NOMpro	Philippe
avoit	VERcjg	avoir
fait	VERppe	faire
la	DETdef	le
guerre	NOMcom	guerre
en	PRE	en
France	NOMpro	France
durant	PRE	durant
sa	DETpos	son
jeunesse	NOMcom	jeunesse
,	PONfbl	,
qui	PROrel	que
avoit	VERcjg	avoir
duré	VERppe	durer
trente	DETcar	trente
deux	DETcar	deux
ans	NOMcom	an
sans	PRE	sans
trèves	NOMcom	treve
,	PONfbl	,
mais	CONcoo	mais
le	DETdef	le
principal	ADJqua	principal
faiz	NOMcom	fait
portoient	VERcjg	porter
les	DETdef	le
Angloys	NOMpro	Anglois
,	PONfbl	,
qui	PROrel	que
estoient	VERcjg	être
riches	ADJqua	riche
et	CONcoo	et
puissans	ADJqua	poissant
et	CONcoo	et
en	PRE	en
ce	DETdem	ce
temps	NOMcom	temps
avoyent	VERcjg	avoir
saige	ADJqua	sage
roy	NOMcom	roi
,	PONfbl	,
le	DETdef	le
roy	NOMcom	roi
Henry	NOMpro	Henri
,	PONfbl	,
bel	ADJqua	bel
et	CONcoo	et
très	ADVgen	très
vaillant	ADJqua	vaillant
,	PONfbl	,
qui	PROrel	que
avoit	VERcjg	avoir
saiges	ADJqua	sage
hommes	NOMcom	homme
et	CONcoo	et
vaillans	ADJqua	vaillant
,	PONfbl	,
et	CONcoo	et
de	PRE	de
très	ADVgen	très
grans	ADJqua	grand
capitaines	NOMcom	capitaine
comme	CONsub	comme
le	DETdef	le
conte	NOMcom	conte
de	PRE	de
Salbery	NOMpro	Salbery
,	PONfbl	,
Talbot	NOMpro	Talbot
et	CONcoo	et
autres	PROind	autre
dont	PROrel	dont
je	PROper	je
me	PROper	je
tais	VERcjg	taire
,	PONfbl	,
car	CONcoo	car
ce	PROdem	ce
n'	ADVneg	ne
est	VERcjg	estre
point	ADVneg	point
de	PRE	de
mon	DETpos	mon
temps	NOMcom	temps
,	PONfbl	,
combien	ADVgen	combien
que	CONsub	que
j'	PROper	je
en	PROadv	en
ay	VERcjg	avoir
veu	VERppe	voir
des	PRE.DETdef	de.le
reliques	NOMcom	relique
;	PONfbl	;
car	CONcoo	car
quant	CONsub	cant
Dieu	NOMpro	Dieu
fut	VERcjg	être
las	ADJqua	las
de	PRE	de
leur	PROper	leur
bien	ADVgen	bien
faire	VERinf	faire
,	PONfbl	,
ce	DETdem	ce
saige	ADJqua	sage
roy	NOMcom	roi
mourut	VERcjg	mourir
au	PRE.DETdef	a
bois	NOMcom	bois
de	PRE	de
Vincennes	NOMpro	Vincenne
.	PONfrt	.

Son	DETpos	son
filz	NOMcom	fil
insensé	VERppe	insenser
fut	VERcjg	être
couronné	VERppe	couronner
roy	NOMcom	roi
de	PRE	de
France	NOMpro	France
et	CONcoo	et
d'	PRE	de
Angleterre	NOMpro	Angleterre
à	PRE	à
Paris	NOMpro	Paris
.	PONfrt	.

Ainsi	ADVgen	ainsi
muèrent	VERcjg	mourir
les	DETdef	le
autres	ADJind	autre
degréz	NOMcom	degré
d'	PRE	de
Angleterre	NOMpro	Angleterre
,	PONfbl	,
et	CONcoo	et
division	NOMcom	division
se	PROper	soi
mist	VERcjg	mettre
entre	PRE	entre
eulx	PROper	eux
,	PONfbl	,
qui	PROrel	que
a	VERcjg	avoir
duré	VERppe	durer
jusques	PRE	jusque
aujourduy	ADVgen	aveuduid
ou	CONcoo	o
peu	ADVgen	peu
s'	PROper	soi
en	PROadv	en
fault	VERcjg	falir
,	PONfbl	,
en	PRE	en
usurpant	VERppa	usourpir
ceulx	PROdem	celui
de	PRE	de
la	DETdef	le
maison	NOMcom	maison
d'	PRE	de
Iort	NOMpro	Jort
ce	DETdem	ce
royaulme	NOMcom	royaume
,	PONfbl	,
ou	PROrel	où
l'	PROper	il
eurent	VERcjg	avoir
à	PRE	à
bon	ADJqua	bon
tiltre	NOMcom	tiltre
:	PONfbl	:
je	PROper	je
ne	ADVneg	ne
scay	VERcjg	savoir
lequel	PROrel	lequel
,	PONfbl	,
car	CONcoo	car
de	PRE	de
telles	DETind	tel
choses	NOMcom	chose
le	DETdef	le
partaige	NOMcom	partage
s'	PROper	soi
en	PROadv	en
faict	VERcjg	faire
au	PRE.DETdef	a
ciel	NOMcom	ciel
.	PONfrt	.

En	PRE	en
retournant	VERppa	retourner
à	PRE	à
ma	DETpos	mon
matière	NOMcom	matiere
,	PONfbl	,
de	PRE	de
ce	PROdem	ce
que	CONsub	que
les	DETdef	le
Bourguygnons	NOMpro	Bourguignon
s'	PROper	soi
estoyent	VERcjg	être
mys	VERppe	metre
à	PRE	à
pied	NOMcom	pied
,	PONfbl	,
et	CONcoo	et
puis	ADVgen	puis
remontéz	VERppe	remonter
à	PRE	à
cheval	NOMcom	cheval
,	PONfbl	,
leur	PROper	leur
porta	VERcjg	porter
grant	ADJqua	grant
perte	NOMcom	perte
de	PRE	de
temps	NOMcom	temps
et	CONcoo	et
dommaige	NOMcom	dommage
.	PONfrt	.

Et	CONcoo	et
y	PROadv	y
mourut	VERcjg	mourir
ce	DETdem	ce
vaillant	ADJqua	vaillant
et	CONcoo	et
jeune	ADJqua	jeune
chevalier	NOMcom	chevalier
messire	NOMcom	seignor
Philippes	NOMpro	Philippe
de	PRE	de
Lalain	NOMpro	Lalain
,	PONfbl	,
pour	PRE	pour
estre	VERinf	estre
mal	ADVgen	mal
armé	VERppe	armer
.	PONfrt	.

Les	DETdef	le
gens	NOMcom	gens
du	PRE.DETdef	de.le
roy	NOMcom	roi
venoyent	VERcjg	venir
à	PRE	à
la	DETdef	le
fille	NOMcom	fille
par	PRE	par
la	DETdef	le
forest	NOMcom	forest
de	PRE	de
Tourfou	NOMpro	Tourfou
;	PONfbl	;
et	CONcoo	et
n'	ADVneg	ne
estoient	VERcjg	être
point	ADVneg	point
quatre	DETcar	quatre
cens	DETcar	cent
hommes	NOMcom	homme
d'	PRE	de
armes	NOMcom	arme
quant	CONsub	cant
nous	PROper	nous
vinsmes	VERcjg	venir
;	PONfbl	;
et	CONcoo	et
qui	PROrel	que
eust	VERcjg	avoir
marché	VERppe	marché
incontinent	ADVgen	incontinent
,	PONfbl	,
semble	VERcjg	sembler
à	PRE	à
beaucoup	ADVgen	beaucoup
qu'	CONsub	que
il	PROper	il
n'	ADVneg	ne
eust	VERcjg	avoir
poinct	ADVneg	point
trouvé	VERppe	trouver
de	PRE	de
resistance	NOMcom	resistance
,	PONfbl	,
car	CONcoo	car
ceulx	PROdem	celui
de	PRE	de
derrière	NOMcom	derrière
n'	ADVneg	ne
y	PROadv	y
povoient	VERcjg	pouvoir
venir	VERinf	venir
que	ADVgen	que
à	PRE	à
la	DETdef	le
fille	NOMcom	fille
,	PONfbl	,
comme	CONsub	comme
j'	PROper	je
ay	VERcjg	avoir
dit	VERppe	dire
;	PONfbl	;
toutesfois	ADVgen	toutefois
tousjours	ADVgen	toujours
croissoyent	VERcjg	croissir
.	PONfrt	.

Voyant	VERppa	voir
cecy	PROdem	cest
,	PONfbl	,
vint	VERcjg	venir
ce	DETdem	ce
saige	ADJqua	sage
chevalier	NOMcom	chevalier
monsr	NOMcom	moncre
de	PRE	de
Contay	NOMpro	Contay
dire	VERinf	dire
à	PRE	à
son	DETpos	son
maistre	NOMcom	maître
,	PONfbl	,
monsr	NOMcom	moncre
de	PRE	de
Charroloys	NOMpro	Charrelois
,	PONfbl	,
que	CONsub	que
,	PONfbl	,
s'	CONsub	se
il	PROper	il
vouloit	VERcjg	vouloir
gaigner	VERinf	gagner
ceste	DETdem	cest
bataille	NOMcom	bataille
,	PONfbl	,
il	PROimp	il
estoit	VERcjg	estre
temps	NOMcom	temps
qu'	CONsub	que
il	PROper	il
marchast	VERcjg	marchier
,	PONfbl	,
disant	VERppa	dire
les	DETdef	le
raisons	NOMcom	raison
pour	PRE	pour
quoy	PROrel	quoi
,	PONfbl	,
et	CONcoo	et
que	CONsub	que
,	PONfbl	,
si	CONsub	si
plus	ADVgen	plus
tost	ADVgen	tost
l'	PROper	il
eust	VERcjg	avoir
fait	VERppe	faire
,	PONfbl	,
que	CONsub	que
ja	ADVgen	ja
ses	DETpos	son
ennemys	NOMcom	ennemi
fussent	VERcjg	estre
desconfitz	VERppe	desconfire
,	PONfbl	,
car	CONcoo	car
il	PROper	il
les	PROper	il
avoit	VERcjg	avoir
trouvéz	VERppe	trouver
en	PRE	en
petit	ADJqua	petit
nombre	NOMcom	nombre
,	PONfbl	,
lequel	PROrel	lequel
croyssoit	VERcjg	croître
à	PRE	à
veue	NOMcom	vue
d'	PRE	de
oeil	NOMcom	œil
;	PONfbl	;
et	CONcoo	et
la	DETdef	le
vérité	NOMcom	vérité
estoit	VERcjg	estre
telle	ADJind	tel
.	PONfrt	.

Et	CONcoo	et
alors	ADVgen	alors
se	PROper	soi
changea	VERcjg	changier
tout	DETind	tout
ordre	NOMcom	ordre
et	CONcoo	et
tout	DETind	tout
conseil	NOMcom	conseil
,	PONfbl	,
car	CONcoo	car
chascun	PROind	chascun
se	PROper	soi
mectoit	VERcjg	mettre
à	PRE	à
en	PROadv	en
dire	VERinf	dire
son	DETpos	son
advis	NOMcom	avis
,	PONfbl	,
et	CONcoo	et
ja	ADVgen	ja
estoit	VERcjg	estre
commencée	VERppe	commencer
une	DETndf	un
grosse	ADJqua	gros
et	CONcoo	et
forte	ADJqua	fort
escarmouche	NOMcom	escharmouche
au	PRE.DETdef	a
bout	NOMcom	bout
du	PRE.DETdef	de.le
villaige	NOMcom	village
de	PRE	de
Montlehery	NOMpro	Montlehéry
,	PONfbl	,
toute	ADVgen	tout
d'	PRE	de
archiers	NOMcom	archier
d'	PRE	de
un	DETndf	un
costé	NOMcom	costé
et	CONcoo	et
d'	PRE	de
autre	PROind	autre
.	PONfrt	.

Ceulx	PROdem	celui
de	PRE	de
la	DETdef	le
part	NOMcom	part
du	PRE.DETdef	de.le
roy	NOMcom	roi
,	PONfbl	,
les	PROper	il
conduysoit	VERcjg	conduire
Poncet	NOMpro	Poncet
de	PRE	de
Rivière	NOMpro	Rivière
,	PONfbl	,
et	CONcoo	et
estoient	VERcjg	être
tous	DETind	tous
archiers	NOMcom	archier
d'	PRE	de
ordonnance	NOMcom	ordonnance
,	PONfbl	,
orfaveriséz	VERppe	orfavoiser
et	CONcoo	et
bien	ADVgen	bien
empoint	ADJqua	empoint
.	PONfrt	.

Ceulx	PROdem	celui
du	PRE.DETdef	de.le
costé	NOMcom	costé
des	PRE.DETdef	de.le
Bourguygnons	NOMpro	Bourguignon
estoient	VERcjg	être
sans	PRE	sans
ordre	NOMcom	ordre
et	CONcoo	et
sans	PRE	sans
commandement	NOMcom	commandement
,	PONfbl	,
comme	CONsub	comme
voulentiers	ADVgen	volontiers
se	PROper	soi
commencent	VERcjg	commencer
les	DETdef	le
escarmouches	NOMcom	escharmouche
;	PONfbl	;
et	CONcoo	et
estoit	VERcjg	estre
à	PRE	à
pied	NOMcom	pied
avec	PRE	avec
eulx	PROper	eux
monsr	NOMcom	moncre
Philippes	NOMpro	Philippe
de	PRE	de
Lalain	NOMpro	Lalain
et	CONcoo	et
Jacques	NOMpro	Jacques
du	PRE.DETdef	de.le
Max	NOMpro	Mal
,	PONfbl	,
homme	NOMcom	homme
bien	ADVgen	bien
renommé	VERppe	renommer
,	PONfbl	,
puis	ADVgen	puis
grant	ADJqua	grant
escuyer	NOMcom	écuyer
du	PRE.DETdef	de.le
duc	NOMcom	duc
Charles	NOMpro	Charles
de	PRE	de
Bourgongne	NOMpro	Burgonde
.	PONfrt	.

Le	DETdef	le
nombre	NOMcom	nombre
des	PRE.DETdef	de.le
Bourguygnons	NOMpro	Bourguignon
estoit	VERcjg	estre
le	DETdef	le
plus	ADVgen	plus
grant	ADJqua	grant
et	CONcoo	et
gaingnèrent	VERcjg	gaignor
une	DETndf	un
maison	NOMcom	maison
et	CONcoo	et
prindrent	VERcjg	prendre
deux	DETcar	deux
ou	CONcoo	o
trois	DETcar	trois
huys	NOMcom	huis
et	CONcoo	et
s'	PROper	soi
en	PROadv	en
servirent	VERcjg	servir
de	PRE	de
pavoys	NOMcom	pavois
,	PONfbl	,
et	CONcoo	et
commencèrent	VERcjg	commencer
à	PRE	à
entrer	VERinf	entrer
en	PRE	en
la	DETdef	le
rue	NOMcom	rue
et	CONcoo	et
mistrent	VERcjg	mettre
le	DETdef	le
feu	NOMcom	feu
en	PRE	en
une	DETndf	un
maison	NOMcom	maison
.	PONfrt	.

Le	DETdef	le
vent	NOMcom	vent
les	PROper	il
servoit	VERcjg	servir
,	PONfbl	,
qui	PROrel	que
boutoit	VERcjg	bouter
le	DETdef	le
feu	NOMcom	feu
contre	PRE	contre
ceulx	PROdem	celui
du	PRE.DETdef	de.le
roy	NOMcom	roi
,	PONfbl	,
lesquelz	PROrel	lequel
commencèrent	VERcjg	commencer
à	PRE	à
desemparer	VERinf	désemparer
et	CONcoo	et
à	PRE	à
monter	VERinf	monter
à	PRE	à
cheval	NOMcom	cheval
et	CONcoo	et
fuyr	VERinf	fuir
.	PONfrt	.

Et	CONcoo	et
,	PONfbl	,
sur	PRE	sur
ce	PROdem	ce
bruyt	NOMcom	bruit
et	CONcoo	et
cry	NOMcom	cri
,	PONfbl	,
commança	VERcjg	commencer
à	PRE	à
marcher	VERinf	marcher
le	DETdef	le
conte	NOMcom	conte
de	PRE	de
Charroloys	NOMpro	Charrelois
,	PONfbl	,
laissant	VERppa	laisser
,	PONfbl	,
comme	CONsub	comme
j'	PROper	je
ay	VERcjg	avoir
dit	VERppe	dire
,	PONfbl	,
toute	DETind	tout
ordre	NOMcom	ordre
paravant	ADVgen	paravant
devisée	VERppe	deviser
.	PONfrt	.

Il	PROimp	il
avoit	VERcjg	avoir
esté	VERppe	être
dit	VERppe	dire
que	CONsub	que
on	PROind	on
marcheroit	VERcjg	marcher
à	PRE	à
trois	DETcar	trois
fois	NOMcom	fois
,	PONfbl	,
pour	PRE	pour
ce	PROdem	ce
que	CONsub	que
la	DETdef	le
distance	NOMcom	distance
des	PRE.DETdef	de.le
deux	ADJcar	deux
batailles	NOMcom	bataille
estoit	VERcjg	estre
longue	ADJqua	lonc
.	PONfrt	.

Ceulx	PROdem	celui
du	PRE.DETdef	de.le
roy	NOMcom	roi
estoient	VERcjg	être
vers	PRE	vers
le	DETdef	le
chasteau	NOMcom	château
de	PRE	de
Montlehery	NOMpro	Montlehéry
et	CONcoo	et
avoyent	VERcjg	avoir
une	DETndf	un
grant	ADJqua	grant
haye	NOMcom	haie
et	CONcoo	et
ung	DETndf	un
fossé	NOMcom	fossé
au	PRE.DETdef	a
devant	NOMcom	devant
