LETTRE	NOMpro	Lettre
gens	NOMcom	gens
,	PONfbl	,
et	CONcoo	et
assez	ADVgen	assez
de	PRE	de
ceulz	PROdem	celui
a	PRE	a
pié	NOMcom	pié
.	PONfrt	.

Quant	CONsub	quand
nos	DETpos	notre
gens	NOMcom	gens
qui	PROrel	que
estoient	VERcjg	être
bien	ADVgen	bien
armé	VERppe	armer
es	PRE.DETdef	en.le
vaissiaus	NOMcom	vaisseau
,	PONfbl	,
meismement	ADVgen	mêmement
li	DETdef	le
chevalier	NOMcom	chevalier
,	PONfbl	,
virent	VERcjg	voir
ce	PROdem	ce
,	PONfbl	,
n'	ADVneg	ne
entendirent	VERcjg	entendre
pas	ADVneg	pas
a	PRE	a
suir	VERinf	suivre
le	DETdef	le
gonfanon	NOMcom	gonfanon
monseigneur	NOMcom	monseigneur
saint	ADJqua	saint
Denis	NOMpro	Denis
,	PONfbl	,
ainz	ADVgen	ainz
alerent	VERcjg	aller
en	PRE	en
la	DETdef	le
mer	NOMcom	mer
a	PRE	a
pié	NOMcom	pié
tout	ADVgen	tout
armé	VERppe	armer
,	PONfbl	,
li	DETdef	le
uns	PROind	un
jusques	PRE	jusque
as	PRE.DETdef	à.le
aisseles	NOMcom	aisselle
,	PONfbl	,
li	DETdef	le
autres	PROind	autre
jusques	PRE	jusque
as	PRE.DETdef	à.le
mameles	NOMcom	mamele
,	PONfbl	,
li	DETdef	le
uns	PROind	un
plus	ADVgen	plus
en	PRE	en
parfont	NOMcom	parfond
et	CONcoo	et
li	DETdef	le
autre	ADJind	autre
mains	NOMcom	main
,	PONfbl	,
selonc	PRE	selon
ce	PROdem	ce
que	CONsub	que
la	DETdef	le
mers	NOMcom	mer
estoit	VERcjg	estre
plus	ADVgen	plus
parfonde	ADJqua	parfont
en	PRE	en
un	DETndf	un
lieu	NOMcom	lieu
que	CONsub	que
en	PRE	en
un	DETndf	un
autre	PROind	autre
.	PONfrt	.

Assez	ADVgen	assez
y	PROadv	y
ot	VERcjg	avoir
de	PRE	de
nos	DETpos	notre
gens	NOMcom	gens
qui	PROrel	que
traisent	VERcjg	traire
leur	DETpos	leur
chevaus	NOMcom	cheval
par	PRE	par
grant	ADJqua	grant
peril	NOMcom	peril
,	PONfbl	,
par	PRE	par
grans	ADJqua	grand
travaus	NOMcom	travail
et	CONcoo	et
par	PRE	par
granz	ADJqua	grant
prouesces	NOMcom	proveche
hors	ADVgen	hors
des	PRE.DETdef	de.le
vaissiaus	NOMcom	vaisseau
ou	PROrel	où
il	PROper	il
estoient	VERcjg	être
.	PONfrt	.

Adonques	ADVgen	adonc
s'	PROper	soi
esforcierent	VERcjg	efforcer
nostre	DETpos	notre
arbalestrier	NOMcom	arbalétrier
et	CONcoo	et
traisent	VERcjg	traire
si	ADVgen	si
durement	ADVgen	durement
et	CONcoo	et
si	ADVgen	si
espessement	ADVgen	épaissement
que	CONsub	que
c'	PROdem	ce
estoit	VERcjg	estre
merveilles	NOMcom	merveille
a	PRE	a
veoir	VERinf	vëoir
.	PONfrt	.

Lors	ADVgen	lors
vinrent	VERcjg	venir
nos	DETpos	notre
gens	NOMcom	gens
a	PRE	a
terre	NOMcom	terre
et	CONcoo	et
la	PROper	il
gaaignierent	VERcjg	gagner
.	PONfrt	.

Quant	CONsub	quand
li	DETdef	le
Turc	NOMpro	Turc
virent	VERcjg	voir
ce	PROdem	ce
,	PONfbl	,
si	ADVgen	si
se	PROper	soi
ralierent	VERcjg	rallier
ensamble	ADVgen	ensemble
et	CONcoo	et
parlerent	VERcjg	parler
en	PRE	en
leur	DETpos	leur
langage	NOMcom	langage
,	PONfbl	,
et	CONcoo	et
vindrent	VERcjg	venir
sus	PRE	sus
nos	DETpos	notre
gens	NOMcom	gens
si	ADVgen	si
durement	ADVgen	durement
et	CONcoo	et
si	ADVgen	si
fierement	ADVgen	fièrement
que	CONsub	que
il	PROimp	il
sambloit	VERcjg	sembler
que	CONsub	que
il	PROper	il
les	PROper	il
deussent	VERcjg	devoir
touz	PROind	tous
occirre	VERinf	occire
et	CONcoo	et
decouper	VERinf	découper
.	PONfrt	.

Mais	CONcoo	mais
nos	DETpos	notre
gens	NOMcom	gens
ne	ADVneg	ne
se	PROper	soi
murent	VERcjg	movoir
de	PRE	de
sus	PRE	sus
le	DETdef	le
rivage	NOMcom	rivage
,	PONfbl	,
ainz	ADVgen	ainz
se	PROper	soi
combatirent	VERcjg	combattre
si	ADVgen	si
viguereusement	ADVgen	vigoureusement
que	CONsub	que
il	PROimp	il
sambloit	VERcjg	sembler
que	CONsub	que
il	PROper	il
n'	ADVneg	ne
eussent	VERcjg	avoir
onques	ADVgen	onque
souffert	VERppe	souffrir
ne	CONcoo	ne
prisons	NOMcom	prison
ne	CONcoo	ne
travaus	NOMcom	travail
ne	CONcoo	ne
angoisses	NOMcom	angoisse
de	PRE	de
la	DETdef	le
mer	NOMcom	mer
,	PONfbl	,
par	PRE	par
la	DETdef	le
vertu	NOMcom	vertu
de	PRE	de
Jhesucrist	NOMpro	Jésus-Christ
et	CONcoo	et
de	PRE	de
la	DETdef	le
sainte	ADJqua	saint
vraie	ADJqua	vrai
crois	NOMcom	croix
que	PROrel	que
li	DETdef	le
legas	NOMcom	légat
tenoit	VERcjg	tenir
en	PRE	en
haut	ADJqua	haut
desus	PRE	dessus
son	DETpos	son
chief	NOMcom	chief
encontre	PRE	encontre
les	DETdef	le
mescreans	NOMcom	mécréant
.	PONfrt	.

Quant	CONsub	quand
li	DETdef	le
roys	NOMcom	roi
vit	VERcjg	vëoir
les	DETdef	le
autres	PROind	autre
saillir	VERinf	salir
et	CONcoo	et
descendre	VERinf	descendre
en	PRE	en
la	DETdef	le
mer	NOMcom	mer
,	PONfbl	,
il	PROper	il
voult	VERcjg	vouloir
descendre	VERinf	descendre
avec	PRE	avec
euls	PROper	eux
.	PONfrt	.

Mais	CONcoo	mais
on	PROind	on
ne	ADVneg	ne
li	PROper	il
vouloit	VERcjg	vouloir
laissier	VERinf	laisser
et	CONcoo	et
toutevoies	ADVgen	toutevoie
descendi	VERcjg	descendre
il	PROper	il
outre	PRE	outre
leur	DETpos	leur
gré	NOMcom	gré
,	PONfbl	,
et	CONcoo	et
entra	VERcjg	entrer
en	PRE	en
la	DETdef	le
mer	NOMcom	mer
jusqu'	PRE	jusque
a	PRE	a
la	DETdef	le
chainture	NOMcom	ceinture
,	PONfbl	,
et	CONcoo	et
nous	PROper	nous
touz	PROind	tous
avec	PRE	avec
lui	PROper	il
.	PONfrt	.

Et	CONcoo	et
,	PONfbl	,
puis	PRE	puis
que	CONsub	que
li	DETdef	le
roys	NOMcom	roi
fu	VERcjg	estre
descendus	VERppe	descendre
en	PRE	en
la	DETdef	le
mer	NOMcom	mer
,	PONfbl	,
dura	VERcjg	durer
la	DETdef	le
bataille	NOMcom	bataille
grant	ADJqua	grant
piece.Quant	NOMcom	piéceant
la	DETdef	le
bataille	NOMcom	bataille
ot	VERcjg	avoir
duré	VERppe	durer
par	PRE	par
mer	NOMcom	mer
et	CONcoo	et
par	PRE	par
terre	NOMcom	terre
des	PRE	des
la	DETdef	le
matinee	NOMcom	matinee
jusques	PRE	jusque
a	PRE	a
midi	NOMcom	midi
,	PONfbl	,
lors	ADVgen	lors
se	PROper	soi
traisent	VERcjg	traire
li	DETdef	le
Turc	NOMpro	Turc
arrieres	ADVgen	ariere
et	CONcoo	et
s'	PROper	soi
en	PROadv	en
alerent	VERcjg	aller
et	CONcoo	et
entrerent	VERcjg	entrer
dedenz	PRE	dedans
la	DETdef	le
cité	NOMcom	cité
de	PRE	de
Damiete	NOMpro	Damiet
.	PONfrt	.

Li	DETdef	le
roys	NOMcom	roi
demoura	VERcjg	demeurer
seur	PRE	sur
la	DETdef	le
rive	NOMcom	rive
a	PRE	a
tout	DETind	tout
l'	DETdef	le
ost	NOMcom	ost
de	PRE	de
la	DETdef	le
crestienté	NOMcom	chrétienté
.	PONfrt	.

Il	PROper	il
ot	VERcjg	avoir
en	PRE	en
cele	DETdem	cil
bataille	NOMcom	bataille
ou	CONcoo	o
peu	ADVgen	peu
ou	CONcoo	o
nul	PROind	nul
perdu	VERppe	perdre
des	PRE.DETdef	de.le
crestiens	NOMcom	chrétien
;	PONfbl	;
des	PRE.DETdef	de.le
Turs	NOMcom	tour
y	PROadv	y
ot	VERcjg	avoir
occis	VERppe	occire
bien	ADVgen	bien
jusqu'	PRE	jusque
a	PRE	a
.v.c	PROcar	cinc|cent
.	PONfrt	.

et	CONcoo	et
moult	ADVgen	moult
de	PRE	de
leur	DETpos	leur
chevaus	NOMcom	cheval
.	PONfrt	.

Il	PROimp	il
y	PROadv	y
ot	VERcjg	avoir
occis	VERppe	occire
quatre	DETcar	quatre
amiraus	NOMcom	amiral
.	PONfrt	.

Li	DETdef	le
roys	NOMcom	roi
qui	PROrel	que
avoit	VERcjg	avoir
esté	VERppe	être
chevetains	NOMcom	chevetain
en	PRE	en
la	DETdef	le
bataille	NOMcom	bataille
ou	PROrel	où
li	DETdef	le
quens	NOMcom	comte
de	PRE	de
Bar	NOMpro	Bar
et	CONcoo	et
de	PRE	de
Montfort	NOMpro	Montfort
avoient	VERcjg	avoir
esté	VERppe	être
desconfit	VERppe	desconfire
delez	PRE	dalez
Gadres	NOMpro	Gadred
,	PONfbl	,
fu	VERcjg	estre
occis	VERppe	occire
en	PRE	en
cele	DETdem	cil
bataille	NOMcom	bataille
.	PONfrt	.

Ce	PROdem	ce
estoit	VERcjg	estre
,	PONfbl	,
ce	PROdem	ce
disoit	VERcjg	dire
on	PROind	on
,	PONfbl	,
li	DETdef	le
plus	ADVgen	plus
granz	ADJqua	grant
sires	NOMcom	seignor
de	PRE	de
toute	DETind	tout
la	DETdef	le
terre	NOMcom	terre
d'	PRE	de
Egypte	NOMpro	Égypte
aprés	PRE	après
le	DETdef	le
soudant	NOMcom	soudant
,	PONfbl	,
et	CONcoo	et
bons	ADJqua	bon
chevaliers	NOMcom	chevalier
et	CONcoo	et
hardis	VERppe	hardi
et	CONcoo	et
sages	ADJqua	sage
de	PRE	de
guerre	NOMcom	guerre
.	PONfrt	.

L'	DETdef	le
endemain	NOMcom	endemain
,	PONfbl	,
ce	PROdem	ce
est	VERcjg	estre
assavoir	VERinf	assavoir
le	DETdef	le
dimenche	NOMcom	dimanche
aprés	PRE	après
les	DETdef	le
octaves	NOMcom	octave
de	PRE	de
la	DETdef	le
Pentecouste	NOMpro	Pentecoute
,	PONfbl	,
au	PRE.DETdef	a
matin	NOMcom	matin
,	PONfbl	,
vint	VERcjg	venir
uns	DETndf	un
Sarrazins	NOMpro	Sarrasin
au	PRE.DETdef	a
roy	NOMcom	roi
et	CONcoo	et
dist	VERcjg	dire
que	CONsub	que
tout	DETind	tout
li	DETdef	le
Sarrazin	NOMpro	Sarrasin
s'	PROper	soi
en	PROadv	en
estoient	VERcjg	être
alé	VERppe	aler
de	PRE	de
la	DETdef	le
cité	NOMcom	cité
de	PRE	de
Damiete	NOMpro	Damiet
,	PONfbl	,
et	CONcoo	et
que	CONsub	que
on	PROind	on
le	PROper	il
pendit	VERcjg	pendre
,	PONfbl	,
se	CONsub	se
ce	PROdem	ce
n'	ADVneg	ne
estoit	VERcjg	estre
voirs	ADJqua	voir
.	PONfrt	.

Li	DETdef	le
roys	NOMcom	roi
le	PROper	il
fist	VERcjg	faire
garder	VERinf	garder
et	CONcoo	et
envoia	VERcjg	envoyer
gens	NOMcom	gens
pour	PRE	pour
savoir	VERinf	savoir
la	DETdef	le
certaineté	NOMcom	certaineté
.	PONfrt	.

Avant	PRE	avant
que	CONsub	que
il	PROper	il
fust	VERcjg	estre
nonne	NOMcom	nonne
,	PONfbl	,
certainnes	DETind	certain
nouveles	NOMcom	nouvelle
vindrent	VERcjg	venir
au	PRE.DETdef	a
roy	NOMcom	roi
,	PONfbl	,
que	CONsub	que
grant	ADJqua	grant
plenté	NOMcom	plenté
de	PRE	de
nos	DETpos	notre
genz	NOMcom	gent
estoient	VERcjg	être
ja	ADVgen	ja
dedenz	PRE	dedans
la	DETdef	le
cité	NOMcom	cité
de	PRE	de
Damiete	NOMpro	Damiet
,	PONfbl	,
et	CONcoo	et
la	DETdef	le
baniere	NOMcom	bannière
le	DETdef	le
roy	NOMcom	roi
seur	PRE	sur
une	DETndf	un
haute	ADJqua	haut
tour	NOMcom	tour
.	PONfrt	.

Quant	CONsub	quand
nos	DETpos	notre
gens	NOMcom	gens
oïrent	VERcjg	ouïr
ce	PROdem	ce
,	PONfbl	,
moult	ADVgen	moult
durement	ADVgen	durement
loerent	VERcjg	louer
Nostre	DETpos	notre
Seigneur	NOMcom	seigneur
et	CONcoo	et
mercierent	VERcjg	mercier
de	PRE	de
la	DETdef	le
grant	ADJqua	grant
debonnaireté	NOMcom	débonnaireté
que	PROrel	que
il	PROper	il
avoit	VERcjg	avoir
faite	VERppe	faire
aus	PRE.DETdef	à.le
crestiens	NOMcom	chrétien
;	PONfbl	;
car	CONcoo	car
la	DETdef	le
cité	NOMcom	cité
de	PRE	de
Damiete	NOMpro	Damiet
estoit	VERcjg	estre
si	ADVgen	si
fors	ADJqua	fort
de	PRE	de
murs	NOMcom	mur
et	CONcoo	et
de	PRE	de
fossez	NOMcom	fossé
et	CONcoo	et
de	PRE	de
grant	ADJqua	grant
plenté	NOMcom	plenté
de	PRE	de
tours	NOMcom	tour
fors	ADJqua	fort
et	CONcoo	et
hautes	ADJqua	haut
,	PONfbl	,
de	PRE	de
hordeis	NOMcom	hordois
et	CONcoo	et
de	PRE	de
barbacanes	NOMcom	barbacane
,	PONfbl	,
et	CONcoo	et
de	PRE	de
grant	ADJqua	grant
plenté	NOMcom	plenté
d'	PRE	de
engins	NOMcom	engin
,	PONfbl	,
d'	PRE	de
armes	NOMcom	arme
et	CONcoo	et
de	PRE	de
viandes	NOMcom	viande
,	PONfbl	,
et	CONcoo	et
de	PRE	de
quanque	PROrel	cant
mestier	NOMcom	mestier
estoit	VERcjg	estre
pour	PRE	pour
vile	NOMcom	vile
deffendre	VERinf	défendre
,	PONfbl	,
que	CONcoo	que
a	PRE	a
paines	NOMcom	peine
peust	VERcjg	pouvoir
nulz	DETind	nul
hons	NOMcom	homme
cuidier	VERinf	cuidier
que	CONsub	que
ele	PROper	il
peust	VERcjg	pouvoir
estre	VERinf	estre
prise	VERppe	prendre
,	PONfbl	,
se	CONsub	se
par	PRE	par
trop	ADVgen	trop
grantpainne	ADJqua	grantain
non	ADVneg	non
et	CONcoo	et
par	PRE	par
trop	ADVgen	trop
granz	ADJqua	grant
travaus	NOMcom	travail
,	PONfbl	,
par	PRE	par
force	NOMcom	force
de	PRE	de
gens	NOMcom	gens
.	PONfrt	.

Moult	ADVgen	moult
le	PROper	il
trouverent	VERcjg	trouver
nos	DETpos	notre
gens	NOMcom	gens
bien	ADVgen	bien
garniee	VERppe	garnier
de	PRE	de
quanque	PROrel	cant
mestier	NOMcom	mestier
estoit	VERcjg	estre
.	PONfrt	.

On	PROind	on
trouva	VERcjg	trouver
dedens	ADVgen	dedans
en	PRE	en
prison	NOMcom	prison
.liij	PROcar	cil
.	PONfrt	.

esclaves	NOMcom	esclave
de	PRE	de
crestiens	NOMcom	chrétien
qui	PROrel	que
avoient	VERcjg	avoir
esté	VERppe	être
laiens	ADVgen	léans
,	PONfbl	,
ce	PROdem	ce
disoient	VERcjg	dire
,	PONfbl	,
vint	DETcar	vingt
et	CONcoo	et
deus	DETcar	deux
ans	NOMcom	an
.	PONfrt	.

Il	PROper	il
furent	VERcjg	estre
délivré	VERppe	delivrer
et	CONcoo	et
amené	VERppe	amener
au	PRE.DETdef	a
roy	NOMcom	roi
.	PONfrt	.

Et	CONcoo	et
disoient	VERcjg	dire
que	CONsub	que
li	DETdef	le
Sarrasin	NOMpro	Sarrasin
s'	PROper	soi
en	PROadv	en
estoient	VERcjg	être
fui	VERppe	fuir
des	PRE	des
le	DETdef	le
samedi	NOMcom	samedi
par	PRE	par
nuit	NOMcom	nuit
et	CONcoo	et
que	CONsub	que
li	DETdef	le
Sarrasin	NOMpro	Sarrasin
disoient	VERcjg	dire
li	DETdef	le
un	PROind	un
a	PRE	a
l'	DETdef	le
autre	PROind	autre
“	PONpga	“
que	CONsub	que
li	DETdef	le
pourcel	NOMcom	pourceau
estoient	VERcjg	être
venu	VERppe	venir
”	PONpdr	”
.	PONfrt	.

On	PROind	on
y	PROadv	y
trouva	VERcjg	trouver
ausi	ADVgen	aussi
ne	ADVneg	ne
sai	VERcjg	savoir
quans	DETrel	conte
Suriens	NOMpro	Syrien
crestiens	NOMcom	chrétien
,	PONfbl	,
qui	PROrel	que
manoient	VERcjg	manoir
laiens	ADVgen	léans
en	PRE	en
subjection	NOMcom	sujétion
des	PRE.DETdef	de.le
Sarrazins	NOMpro	Sarrasin
.	PONfrt	.

Quant	CONsub	quand
cil	PROdem	cel
virent	VERcjg	voir
les	DETdef	le
crestiens	NOMcom	chrétien
entrer	VERinf	entrer
en	PRE	en
la	DETdef	le
vile	NOMcom	vile
,	PONfbl	,
il	PROper	il
prirent	VERcjg	prendre
crois	NOMcom	croix
et	CONcoo	et
les	PROper	il
portoient	VERcjg	porter
,	PONfbl	,
et	CONcoo	et
par	PRE	par
ce	PROdem	ce
n'	ADVneg	ne
orrent	VERcjg	avoir
garde	NOMcom	garde
.	PONfrt	.

On	PROind	on
leur	PROper	leur
laissa	VERcjg	laisser
leur	DETpos	leur
maisons	NOMcom	maison
et	CONcoo	et
ce	PROdem	ce
qu'	PROrel	que
il	PROper	il
avoient	VERcjg	avoir
dedens	ADVgen	dedans
,	PONfbl	,
aprés	PRE	après
ce	PROdem	ce
que	CONsub	que
il	PROper	il
orrent	VERcjg	avoir
parlé	VERppe	parler
au	PRE.DETdef	a
roy	NOMcom	roi
et	CONcoo	et
au	PRE.DETdef	a
legat	NOMcom	légat
.	PONfrt	.

Li	DETdef	le
roys	NOMcom	roi
et	CONcoo	et
li	DETdef	le
os	NOMcom	os
se	PROper	soi
desloga	VERcjg	déloger
et	CONcoo	et
s'	PROper	soi
en	PROadv	en
alerent	VERcjg	aller
logier	VERinf	logier
devant	PRE	devant
la	DETdef	le
cité	NOMcom	cité
de	PRE	de
Damiete	NOMpro	Damiet
.	PONfrt	.

L'	DETdef	le
endemain	NOMcom	endemain
de	PRE	de
la	DETdef	le
feste	NOMcom	fête
saint	ADJqua	saint
Barnabé	NOMpro	Barnabe
l'	DETdef	le
apostre	NOMcom	apostle
,	PONfbl	,
li	DETdef	le
roys	NOMcom	roi
entra	VERcjg	entrer
premiers	ADJord	premier
dedens	PRE	dedans
Damiete	NOMpro	Damiet
,	PONfbl	,
et	CONcoo	et
fist	VERcjg	faire
despechier	VERinf	despechier
le	DETdef	le
maistre	ADJqua	maître
mahommerie	NOMcom	mahomerie
de	PRE	de
la	DETdef	le
vile	NOMcom	vile
et	CONcoo	et
toutes	DETind	tous
les	DETdef	le
autres	PROind	autre
,	PONfbl	,
et	CONcoo	et
en	PROadv	en
fist	VERcjg	faire
faire	VERinf	faire
eglises	NOMcom	église
dediees	VERppe	dédier
en	PRE	en
l'	DETdef	le
onneur	NOMcom	honneur
de	PRE	de
Jhesucrist	NOMpro	Jésus-Christ
.	PONfrt	.

Nous	PROper	nous
cuidons	VERcjg	cuidier
bien	ADVgen	bien
que	CONsub	que
nous	PROper	nous
ne	ADVneg	ne
nous	PROper	nous
mouvons	VERcjg	mouvoir
de	PRE	de
la	DETdef	le
cité	NOMcom	cité
jusqu'	PRE	jusque
a	PRE	a
la	DETdef	le
feste	NOMcom	fête
touz	ADVgen	tout
sains	ADJqua	saint
,	PONfbl	,
pour	PRE	pour
la	DETdef	le
croissance	NOMcom	croissance
dou	PRE.DETdef	de.le
flun	NOMcom	flun
de	PRE	de
paradis	NOMcom	paradis
qui	PROrel	que
la	PROper	il
queurt	VERcjg	corir
,	PONfbl	,
que	PROrel	que
on	PROind	on
apele	VERcjg	apeler
le	DETdef	le
Nil	NOMpro	Nil
;	PONfbl	;
car	CONcoo	car
on	PROind	on
ne	ADVneg	ne
puet	VERcjg	pöoir
aler	VERinf	aler
en	PRE	en
Alixandre	NOMpro	Alixandre
,	PONfbl	,
ne	CONcoo	ne
en	PRE	en
Babiloine	NOMpro	Babylone
,	PONfbl	,
ne	CONcoo	ne
au	PRE.DETdef	a
Chaaire	NOMpro	Chaire
,	PONfbl	,
quant	CONsub	cant
il	PROper	il
s'	PROper	soi
est	VERcjg	estre
espanduz	VERppe	espandre
par	PRE	par
la	DETdef	le
terre	NOMcom	terre
d'	PRE	de
Egypte	NOMpro	Égypte
.	PONfrt	.

Ne	CONcoo	ne
il	PROper	il
ne	ADVneg	ne
doit	VERcjg	devoir
descroistre	VERinf	descroistre
,	PONfbl	,
ce	PROdem	ce
dist	VERcjg	dire
on	PROind	on
,	PONfbl	,
devant	ADVgen	devant
adonques	ADVgen	adonc
.	PONfrt	.

Sachiez	VERcjg	savoir
que	CONsub	que
nous	PROper	nous
ne	ADVneg	ne
savons	VERcjg	savoir
mie	ADVneg	mie
du	PRE.DETdef	de.le
soudantde	NOMcom	soudande
Babiloine	NOMpro	Babylone
,	PONfbl	,
mais	CONcoo	mais
on	PROind	on
fait	VERcjg	faire
entendre	VERinf	entendre
au	PRE.DETdef	a
roy	NOMcom	roi
que	CONsub	que
autre	DETind	autre
soudant	NOMcom	soudant
le	PROper	il
guerroient	VERcjg	guerroyer
.	PONfrt	.

Et	CONcoo	et
sachiez	VERcjg	savoir
bien	ADVgen	bien
que	CONsub	que
,	PONfbl	,
onques	ADVgen	onque
puis	PRE	puis
que	CONsub	que
Diex	NOMpro	Dieu
nous	PROper	nous
ot	VERcjg	avoir
rendue	VERppe	rendre
la	DETdef	le
cité	NOMcom	cité
,	PONfbl	,
on	PROind	on
ne	ADVneg	ne
vit	VERcjg	vëoir
pres	ADVgen	près
de	PRE	de
nostre	DETpos	notre
ost	NOMcom	ost
fors	PRE	fors
Beduins	NOMpro	Bedoin
sarrazins	ADJqua	sarrasin
qui	PROrel	que
viennent	VERcjg	venir
aucune	DETind	aucun
fois	NOMcom	fois
a	PRE	a
deus	DETcar	deux
liues	NOMcom	lieue
pres	ADVgen	près
de	PRE	de
l'	DETdef	le
ost	NOMcom	ost
.	PONfrt	.

Et	CONcoo	et
quant	CONsub	cant
nostre	DETpos	notre
arbalestrier	NOMcom	arbalétrier
vont	VERcjg	aler
traire	VERinf	traire
a	PRE	a
euls	PROper	eux
,	PONfbl	,
si	ADVgen	si
s'	PROper	soi
enfuient	VERcjg	enfuir
.	PONfrt	.

Cil	PROdem	cel
meismes	ADJind	même
viennent	VERcjg	venir
par	PRE	par
nuit	NOMcom	nuit
dehors	PRE	defors
l'	DETdef	le
ost	NOMcom	ost
por	PRE	por
embler	VERinf	embler
chevaus	NOMcom	cheval
et	CONcoo	et
testes	NOMcom	tête
de	PRE	de
gens	NOMcom	gens
.	PONfrt	.

Et	CONcoo	et
dist	VERcjg	dire
on	PROind	on
que	CONsub	que
li	DETdef	le
soudans	NOMcom	soudant
donne	VERcjg	donner
dis	DETcar	dix
besanz	NOMcom	besant
por	PRE	por
chascune	DETind	chascun
teste	NOMcom	teste
de	PRE	de
crestien	NOMcom	chrétien
que	PROrel	que
on	PROind	on
li	PROper	il
aporte	VERcjg	aporter
.	PONfrt	.

Et	CONcoo	et
coupoient	VERcjg	coupoiier
en	PRE	en
tele	DETind	tel
maniere	NOMcom	manière
li	DETdef	le
sarrazin	ADJqua	sarrasin
Beduin	NOMpro	Bedoin
les	DETdef	le
testes	NOMcom	tête
des	PRE.DETdef	de.le
pendus	VERppe	pendre
,	PONfbl	,
et	CONcoo	et
deffouoient	VERcjg	défouir
les	DETdef	le
cors	NOMcom	corps
qui	PROrel	que
estoient	VERcjg	être
enfouy	VERppe	enfouir
en	PRE	en
terre	NOMcom	terre
pour	PRE	pour
avoir	VERinf	avoir
les	DETdef	le
testes	NOMcom	tête
pour	PRE	pour
porter	VERinf	porter
au	PRE.DETdef	a
soudant	NOMcom	soudant
,	PONfbl	,
si	ADVgen	si
que	CONsub	que
on	PROind	on
dist	VERcjg	dire
.	PONfrt	.

Uns	DETndf	un
Beduins	NOMpro	Bedoin
sarrazins	ADJqua	sarrasin
qui	PROrel	que
y	PROadv	y
venoit	VERcjg	venir
touz	ADVgen	tout
seulz	ADJqua	sol
y	PROadv	y
fu	VERcjg	estre
pris	VERppe	prendre
,	PONfbl	,
pour	PRE	pour
ce	PROdem	ce
le	PROper	il
garde	VERcjg	garder
on	PROind	on
encore	ADVgen	encore
.	PONfrt	.

Ces	DETdem	ce
larrecins	NOMcom	larcin
pooient	VERcjg	pouvoir
il	PROper	il
faire	VERinf	faire
legierement	ADVgen	légèrement
,	PONfbl	,
car	CONcoo	car
ja	ADVgen	ja
soit	VERcjg	estre
ce	PROdem	ce
que	CONsub	que
li	DETdef	le
rois	NOMcom	roi
ait	VERcjg	avoir
dedens	PRE	dedans
la	DETdef	le
cité	NOMcom	cité
de	PRE	de
Damiete	NOMpro	Damiet
la	DETdef	le
royne	NOMcom	reine
sa	DETpos	son
femme	NOMcom	femme
et	CONcoo	et
une	DETndf	un
partie	NOMcom	partie
de	PRE	de
son	DETpos	son
harnois	NOMcom	harnois
dedenz	PRE	dedans
le	DETdef	le
palais	NOMcom	palais
et	CONcoo	et
les	DETdef	le
fremetez	NOMcom	fremeté
le	DETdef	le
soudant	NOMcom	soudant
de	PRE	de
Babiloine	NOMpro	Babylone
,	PONfbl	,
et	CONcoo	et
li	DETdef	le
legas	ADJqua	légas
son	DETpos	son
harnois	NOMcom	harnois
dedenz	PRE	dedans
les	DETdef	le
sales	NOMcom	sale
et	CONcoo	et
les	DETdef	le
fremetez	NOMcom	fremeté
le	DETdef	le
roy	NOMcom	roi
qui	PROrel	que
fu	VERcjg	estre
occis	VERppe	occire
en	PRE	en
la	DETdef	le
bataille	NOMcom	bataille
quant	CONsub	cant
nous	PROper	nous
arrivasmes	VERcjg	arriver
,	PONfbl	,
et	CONcoo	et
chascuns	PROind	chascun
des	PRE.DETdef	de.le
barons	NOMcom	baron
ait	VERcjg	avoir
aussi	ADVgen	aussi
son	DETpos	son
grant	ADJqua	grant
ostel	NOMcom	ostel
et	CONcoo	et
bel	ADJqua	bel
dedens	PRE	dedans
la	DETdef	le
cité	NOMcom	cité
de	PRE	de
Damiete	NOMpro	Damiet
selonc	PRE	selon
ce	PROdem	ce
que	PROrel	que
li	PROper	il
convient	VERcjg	convenir
,	PONfbl	,
nequedent	ADVgen	nequedent
li	DETdef	le
os	NOMcom	os
de	PRE	de
la	DETdef	le
crestienté	NOMcom	chrétienté
et	CONcoo	et
li	DETdef	le
roys	NOMcom	roi
et	CONcoo	et
li	DETdef	le
legas	ADJqua	légas
sont	VERcjg	estre
logié	VERppe	logier
dehors	PRE	defors
la	DETdef	le
vile	NOMcom	vile
.	PONfrt	.

Pour	PRE	pour
ces	DETdem	ce
larrecins	NOMcom	larcin
,	PONfbl	,
que	PROrel	que
li	DETdef	le
sarrazin	NOMcom	sarrasin
Beduin	NOMpro	Bedoin
faisoient	VERcjg	faire
,	PONfbl	,
ont	VERcjg	avoir
li	DETdef	le
crestien	NOMcom	chrétien
commencié	VERppe	commencer
a	PRE	a
faire	VERinf	faire
entour	PRE	entour
l'	DETdef	le
ost	NOMcom	ost
bons	ADJqua	bon
fossez	NOMcom	fossé
,	PONfbl	,
parfons	ADJqua	parfon
et	CONcoo	et
larges	ADJqua	large
;	PONfbl	;
mais	CONcoo	mais
il	PROper	il
ne	ADVneg	ne
sont	VERcjg	estre
mie	ADVneg	mie
encore	ADVgen	encore
