Comment	ADVsub	comment
sçavoient	VERcjg	savoir
lever	VERinf	lever
du	PRE.DETdef	de.le
lieu	NOMcom	lieu
où	PROrel	où
il	PROper	il
estoit	VERcjg	estre
.	PONfrt	.

Ceste	DETdem	cest
gloire	NOMcom	gloire
luy	PROper	lui
coustoit	VERcjg	couter
bien	ADVgen	bien
cher	ADJqua	cher
,	PONfbl	,
car	CONcoo	car
qui	PROrel	que
a	VERcjg	avoir
le	DETdef	le
prouffit	NOMcom	profit
de	PRE	de
la	DETdef	le
gerre	NOMcom	guerre
il	PROper	il
en	PROadv	en
a	VERcjg	avoir
l'	DETdef	le
honneur	NOMcom	honneur
.	PONfrt	.

Tousjours	ADVgen	toujours
ce	DETdem	ce
legat	NOMcom	légat
dont	PROrel	dont
j'	PROper	je
ay	VERcjg	avoir
parlé	VERppe	parler
alloit	VERcjg	aler
et	CONcoo	et
venoit	VERcjg	venir
de	PRE	de
l'	DETdef	le
ung	ADJind	un
ost	NOMcom	ost
à	PRE	à
l'	DETdef	le
autre	PROind	autre
,	PONfbl	,
et	CONcoo	et
finablement	ADVgen	finablement
fut	VERcjg	être
la	DETdef	le
paix	NOMcom	paix
entre	PRE	entre
l'	DETdef	le
empereur	NOMcom	empereur
et	CONcoo	et
ledict	DETcom	ledit
duc	NOMcom	duc
,	PONfbl	,
et	CONcoo	et
fut	VERcjg	être
mise	VERppe	metre
ceste	DETdem	cest
place	NOMcom	place
de	PRE	de
Nuz	NOMpro	nuire
entre	PRE	entre
les	DETdef	le
mains	NOMcom	main
dudict	PRE.DETcom	de.ledit
legat	NOMcom	légat
,	PONfbl	,
pour	PRE	pour
en	PROadv	en
faire	VERinf	faire
ce	PROdem	ce
que	PROrel	que
par	PRE	par
le	DETdef	le
siège	NOMcom	siège
apostolique	NOMcom	apostoluse
en	PROadv	en
seroit	VERcjg	estre
ordonné	VERppe	ordonner
.	PONfrt	.

En	PRE	en
quelle	DETrel	quel
extremité	NOMcom	extremité
se	PROper	soi
povoit	VERcjg	pouvoir
trouver	VERinf	trouver
ledict	DETcom	ledit
duc	NOMcom	duc
de	PRE	de
se	PROper	soi
veoir	VERinf	vëoir
ainsi	ADVgen	ainsi
pressé	VERppe	presser
par	PRE	par
la	DETdef	le
guerre	NOMcom	guerre
que	PROrel	que
luy	PROper	lui
faisoit	VERcjg	faire
le	DETdef	le
roy	NOMcom	roi
,	PONfbl	,
ainsi	ADVgen	ainsi
pressé	VERppe	presser
et	CONcoo	et
menassé	VERppe	menasser
de	PRE	de
son	DETpos	son
amy	NOMcom	ami
le	DETdef	le
roy	NOMcom	roi
d'	PRE	de
Angleterre	NOMpro	Angleterre
,	PONfbl	,
et	CONcoo	et
d'	PRE	de
autre	DETind	autre
costé	NOMcom	costé
veoir	VERinf	vëoir
la	DETdef	le
ville	NOMcom	ville
de	PRE	de
Nuz	NOMpro	nuire
en	PRE	en
estat	NOMcom	état
que	CONsub	que
en	PRE	en
quinze	DETcar	quinze
jours	NOMcom	jour
les	PROper	il
povoit	VERcjg	pouvoir
avoir	VERinf	avoir
la	DETdef	le
corde	NOMcom	corde
au	PRE.DETdef	a
col	NOMcom	col
par	PRE	par
famine	NOMcom	famine
(	PONpga	(
et	CONcoo	et
si	ADVgen	si
eust	VERcjg	avoir
”	PONpdr	”
“	PONpga	“
il	PROimp	il
en	PRE	en
dix	PROcar	dix
,	PONfbl	,
comme	CONsub	comme
m'	PROper	je
a	VERcjg	avoir
compté	VERppe	compter
ung	PROind	un
des	PRE.DETdef	de.le
cappitaines	NOMcom	chapitaine
qui	PROrel	que
estoit	VERcjg	estre
dedans	ADVgen	dedans
,	PONfbl	,
que	PROrel	que
le	DETdef	le
roy	NOMcom	roi
print	VERcjg	prendre
à	PRE	à
son	DETpos	son
service	NOMcom	service
)	PONpdr	)
.	PONfrt	.

Ainsi	ADVgen	ainsi
,	PONfbl	,
pour	PRE	pour
ces	DETdem	ce
raisons	NOMcom	raison
,	PONfbl	,
se	PROper	soi
leva	VERcjg	lever
ledict	DETcom	ledit
duc	NOMcom	duc
de	PRE	de
Bourgongne	NOMpro	Burgonde
,	PONfbl	,
l'	DETdef	le
an	NOMcom	an
mil	ADJcar	mille
quattre	ADJcar	quatre
cens	ADJcar	cent
soixante	ADJcar	soixante
et	CONcoo	et
quinze	ADJcar	quinze
.	PONfrt	.

La	DETdef	le
guerre	NOMcom	guerre
de	PRE	de
.	PONfrt	.

Les	DETdef	le
préparatifs	NOMcom	préparitif
d'	PRE	de
Édouard	NOMcom	couvard
IV	PROcar	cinq
.	PONfbl	.
”	PONpdr	”
“	PONpga	“
Or	ADVgen	or
,	PONfbl	,
fault	VERcjg	falir
parler	VERinf	parler
du	PRE.DETdef	de.le
roy	NOMcom	roi
d'	PRE	de
Angleterre	NOMpro	Angleterre
,	PONfbl	,
lequel	PROrel	lequel
tenoit	VERcjg	tenir
son	DETpos	son
armée	NOMcom	armée
à	PRE	à
Douvres	NOMpro	Douvre
pour	PRE	pour
passer	VERinf	passer
la	DETdef	le
mer	NOMcom	mer
à	PRE	à
Calaix	NOMpro	Calaix
;	PONfbl	;
et	CONcoo	et
estoit	VERcjg	estre
ceste	DETdem	cest
armée	NOMcom	armée
la	DETdef	le
plus	ADVgen	plus
grande	ADJqua	grand
que	PROrel	que
passa	VERcjg	passer
oncques	ADVgen	onques
roy	NOMcom	roi
d'	PRE	de
Angleterre	NOMpro	Angleterre
,	PONfbl	,
et	CONcoo	et
toute	ADVgen	tout
de	PRE	de
gens	NOMcom	gens
de	PRE	de
cheval	NOMcom	cheval
,	PONfbl	,
et	CONcoo	et
les	DETdef	le
myeulx	ADVgen	mieux
empoint	ADJqua	empoint
et	CONcoo	et
myeulx	ADVgen	mieux
arméz	VERppe	armer
qui	PROrel	que
vindrent	VERcjg	venir
jamais	ADVgen	jamais
en	PRE	en
France	NOMpro	France
,	PONfbl	,
et	CONcoo	et
y	PROadv	y
estoient	VERcjg	être
tous	DETind	tous
les	DETdef	le
seigneurs	NOMcom	seigneur
d'	PRE	de
Angleterre	NOMpro	Angleterre
,	PONfbl	,
ou	PROrel	où
bien	ADVgen	bien
peu	ADVgen	peu
s'	PROper	soi
en	PROadv	en
failloit	VERcjg	falir
.	PONfrt	.

Il	PROimp	il
y	PROadv	y
avoit	VERcjg	avoir
quinze	DETcar	quinze
cens	DETcar	cent
hommes	NOMcom	homme
d'	PRE	de
armes	NOMcom	arme
bien	ADVgen	bien
montéz	VERppe	monter
,	PONfbl	,
et	CONcoo	et
la	DETdef	le
pluspart	NOMcom	plospard
bardéz	VERppe	barder
et	CONcoo	et
richement	ADVgen	richement
accoustréz	VERppe	accoutrer
à	PRE	à
la	DETdef	le
guyse	NOMcom	guise
de	PRE	de
deça	ADVgen	deça
,	PONfbl	,
qui	PROrel	que
avoient	VERcjg	avoir
beaucoup	ADVgen	beaucoup
de	PRE	de
chevaulx	NOMcom	cheval
de	PRE	de
suytte	NOMcom	suite
.	PONfrt	.

Ilz	PROper	il
estoient	VERcjg	être
bien	ADVgen	bien
quinze	DETcar	quinze
mil	DETcar	mille
archiers	NOMcom	archier
portans	VERppa	porter
arcz	NOMcom	arc
et	CONcoo	et
flesches	NOMcom	fléche
,	PONfbl	,
et	CONcoo	et
tous	PROind	tous
à	PRE	à
cheval	NOMcom	cheval
,	PONfbl	,
et	CONcoo	et
largement	ADVgen	largement
gens	NOMcom	gens
à	PRE	à
pied	NOMcom	pied
en	PRE	en
leur	DETpos	leur
ost	NOMcom	ost
,	PONfbl	,
et	CONcoo	et
autres	PROind	autre
tant	ADVgen	tant
pour	PRE	pour
tendre	VERinf	tendre
leurs	DETpos	leur
tentes	NOMcom	tente
et	CONcoo	et
pavillons	NOMcom	pavillon
qu'	PROrel	que
ilz	PROper	il
avoient	VERcjg	avoir
en	PRE	en
grande	ADJqua	grand
quantité	NOMcom	quantité
,	PONfbl	,
que	CONsub	que
aussi	ADVgen	aussi
pour	PRE	pour
servir	VERinf	servir
à	PRE	à
leur	DETpos	leur
artillerie	NOMcom	artillère
et	CONcoo	et
clorre	VERinf	clore
leur	DETpos	leur
champ	NOMcom	champ
.	PONfrt	.

En	PRE	en
toute	DETind	tout
l'	DETdef	le
armée	NOMcom	armée
n'	ADVneg	ne
y	PROadv	y
avoit	VERcjg	avoir
ung	DETndf	un
seul	ADJqua	sol
paige	NOMcom	page
,	PONfbl	,
et	CONcoo	et
si	ADVgen	si
avoient	VERcjg	avoir
ordonné	VERppe	ordonner
les	DETdef	le
Angloys	NOMpro	Anglois
trois	DETcar	trois
mil	DETcar	mille
hommes	NOMcom	homme
pour	PRE	pour
envoyer	VERinf	envoyer
en	PRE	en
Bretaigne	NOMpro	Bretaingne
.	PONfrt	.

J'	PROper	je
ay	VERcjg	avoir
cecy	PROdem	cest
dit	VERppe	dire
icy	ADVgen	ici
devant	ADVgen	devant
,	PONfbl	,
mais	CONcoo	mais
il	PROper	il
sert	VERcjg	servir
à	PRE	à
ce	DETdem	ce
propos	NOMcom	propos
que	PROrel	que
je	PROper	je
veulx	VERcjg	vouloir
dire	VERinf	dire
:	PONfbl	:
c'	PROdem	ce
est	VERcjg	estre
que	CONsub	que
si	CONsub	si
Dieu	NOMpro	Dieu
n'	ADVneg	ne
eust	VERcjg	avoir
voulu	VERppe	vouloir
troubler	VERinf	troubler
le	DETdef	le
sens	NOMcom	sens
au	PRE.DETdef	a
duc	NOMcom	duc
de	PRE	de
Bourgongne	NOMpro	Burgonde
et	CONcoo	et
preserver	VERinf	préserver
ce	DETdem	ce
royaulme	NOMcom	royaume
,	PONfbl	,
à	PRE	à
qui	PROrel	que
il	PROper	il
a	VERcjg	avoir
faict	VERppe	faire
plus	ADVgen	plus
de	PRE	de
graces	NOMcom	grâce
jusques	PRE	jusque
icy	ADVgen	ici
que	CONsub	que
à	PRE	à
nulz	DETind	nul
autres	PROind	autre
,	PONfbl	,
est	VERcjg	estre
”	PONpdr	”
“	PONpga	“
il	PROimp	il
de	PRE	de
croire	VERinf	croire
que	CONsub	que
ledict	DETcom	ledit
duc	NOMcom	duc
se	PROper	soi
fust	VERcjg	estre
allé	VERppe	aller
si	ADVgen	si
obstinéement	ADVgen	obstinément
devant	PRE	devant
ceste	DETdem	cest
forte	ADJqua	fort
place	NOMcom	place
de	PRE	de
Nuz	NOMpro	nuire
,	PONfbl	,
ainsi	ADVgen	ainsi
deffendue	VERppe	défendre
,	PONfbl	,
veü	VERppe	vëoir
que	CONsub	que
en	PRE	en
toute	DETind	tout
sa	DETpos	son
vie	NOMcom	vie
n'	ADVneg	ne
avoit	VERcjg	avoir
sceü	VERppe	savoir
trouver	VERinf	trouver
le	DETdef	le
royaulme	NOMcom	royaume
d'	PRE	de
Angleterre	NOMpro	Angleterre
disposé	VERppe	disposer
de	PRE	de
faire	VERinf	faire
armée	NOMcom	armée
deça	ADVgen	deça
la	DETdef	le
mer	NOMcom	mer
,	PONfbl	,
et	CONcoo	et
encores	ADVgen	encore
qu'	CONsub	que
il	PROper	il
congnoissoit	VERcjg	connaître
clérement	ADVgen	clairement
qu'	CONsub	que
ilz	PROper	il
estoient	VERcjg	être
comme	CONsub	comme
inutilles	NOMcom	inoutille
aux	PRE.DETdef	à.le
guerres	NOMcom	guerre
de	PRE	de
France	NOMpro	France
?	PONfrt	?

Car	CONcoo	car
,	PONfbl	,
s'	CONsub	se
il	PROper	il
s'	PROper	soi
en	PROadv	en
eust	VERcjg	avoir
voulu	VERppe	vouloir
ayder	VERinf	aider
,	PONfbl	,
il	PROimp	il
eust	VERcjg	avoir
esté	VERppe	être
besoing	NOMcom	besoing
que	CONsub	que
toute	DETind	tout
une	DETndf	un
saison	NOMcom	saison
il	PROper	il
ne	ADVneg	ne
les	PROper	il
eust	VERcjg	avoir
perduz	VERppe	perdre
de	PRE	de
veüe	NOMcom	vëue
,	PONfbl	,
pour	PRE	pour
leur	PROper	leur
aider	VERinf	aider
à	PRE	à
dresser	VERinf	dresser
et	CONcoo	et
conduyre	VERinf	conduire
leur	DETpos	leur
armée	NOMcom	armée
aux	PRE.DETdef	à.le
choses	NOMcom	chose
necessaires	ADJqua	nécessaire
selon	PRE	selon
noz	DETpos	notre
guerres	NOMcom	guerre
de	PRE	de
deça	ADVgen	deça
.	PONfrt	.

Car	CONcoo	car
il	PROimp	il
n'	ADVneg	ne
est	VERcjg	estre
riens	PROind	rien
plus	ADVgen	plus
sot	ADJqua	sot
ne	CONcoo	ne
plus	ADVgen	plus
mal	ADVgen	mal
adroit	ADJqua	adroit
quant	CONsub	cant
ilz	PROper	il
passent	VERcjg	passer
,	PONfbl	,
premièrement	ADVgen	premièrement
;	PONfbl	;
mais	CONcoo	mais
,	PONfbl	,
en	PRE	en
bien	ADVgen	bien
peu	ADVgen	peu
d'	PRE	de
espace	NOMcom	espace
,	PONfbl	,
ilz	PROper	il
sont	VERcjg	estre
très	ADVgen	très
bonnes	ADJqua	bon
gens	NOMcom	gens
et	CONcoo	et
hardiz	VERppe	hardi
.	PONfrt	.

Il	PROper	il
fist	VERcjg	faire
tout	DETind	tout
le	DETdef	le
contraire	NOMcom	contraire
;	PONfbl	;
entre	PRE	entre
les	DETdef	le
autres	ADJind	autre
maulx	NOMcom	mal
,	PONfbl	,
il	PROper	il
leur	PROper	leur
fist	VERcjg	faire
presque	ADVgen	près
perdre	VERinf	perdre
la	DETdef	le
raison	NOMcom	raison
.	PONfrt	.

Et	CONcoo	et
,	PONfbl	,
au	PRE.DETdef	a
regard	NOMcom	regard
de	PRE	de
luy	PROper	lui
,	PONfbl	,
il	PROper	il
avoit	VERcjg	avoir
son	DETpos	son
armée	NOMcom	armée
si	ADVgen	si
rompue	VERppe	rompre
,	PONfbl	,
si	ADVgen	si
mal	ADVgen	mal
en	PRE	en
point	NOMcom	point
et	CONcoo	et
si	ADVgen	si
povre	ADJqua	povre
,	PONfbl	,
qu'	CONsub	que
il	PROper	il
ne	ADVneg	ne
l'	PROper	il
osoit	VERcjg	oser
monstrer	VERinf	montrer
devant	PRE	devant
eulx	PROper	eux
:	PONfbl	:
car	CONcoo	car
il	PROper	il
avoit	VERcjg	avoir
perdu	VERppe	perdre
devant	PRE	devant
Nuz	DETcar	neuf
quatre	DETcar	quatre
mil	DETcar	mille
hommes	NOMcom	homme
prenans	VERppa	prendre
soulde	NOMcom	soude
,	PONfbl	,
entre	PRE	entre
lesquelz	PROrel	lequel
y	PROadv	y
mourut	VERcjg	mourir
des	PRE.DETdef	de.le
meilleures	ADJqua	meilleur
gens	NOMcom	gens
qu'	PROrel	que
il	PROper	il
eust	VERcjg	avoir
.	PONfrt	.

Et	CONcoo	et
ainsi	ADVgen	ainsi
verrez	VERcjg	voir
que	CONsub	que
Dieu	NOMpro	Dieu
le	PROper	il
disposa	VERcjg	disposer
de	PRE	de
tous	DETind	tous
pointz	NOMcom	point
à	PRE	à
faire	VERinf	faire
contre	PRE	contre
la	DETdef	le
raison	NOMcom	raison
de	PRE	de
ce	PROdem	ce
que	PROrel	que
son	DETpos	son
affaire	NOMcom	affaire
requeroit	VERcjg	requerre
,	PONfbl	,
et	CONcoo	et
contre	PRE	contre
ce	PROdem	ce
qu'	PROrel	que
il	PROper	il
sçavoit	VERcjg	savoir
et	CONcoo	et
entendoit	VERcjg	entendre
mieulx	ADVgen	mieux
que	CONsub	que
nul	DETind	nul
autre	PROind	autre
,	PONfbl	,
dix	DETcar	dix
ans	NOMcom	an
avoit	VERcjg	avoir
.	PONfrt	.

.	PONfrt	.

Comment	ADVsub	comment
le	DETdef	le
roy	NOMcom	roi
Edouard	NOMpro	Edouard
d'	PRE	de
Angleterre	NOMpro	Angleterre
passa	VERcjg	passer
en	PRE	en
France	NOMpro	France
et	CONcoo	et
descendit	VERcjg	descendre
à	PRE	à
Calaix	NOMpro	Calaix
pour	PRE	pour
faire	VERinf	faire
la	DETdef	le
guerre	NOMcom	guerre
au	PRE.DETdef	a
roy	NOMcom	roi
et	CONcoo	et
de	PRE	de
ce	PROdem	ce
qui	PROrel	que
en	PROadv	en
advint	VERcjg	advenir
.	PONfbl	.
”	PONpdr	”
“	PONpga	“
Le	DETdef	le
roy	NOMcom	roi
Edouard	NOMpro	Edouard
estant	VERppa	être
à	PRE	à
Douvres	NOMpro	Douvre
pour	PRE	pour
son	DETpos	son
passaige	NOMcom	passage
,	PONfbl	,
luy	PROper	lui
envoya	VERcjg	envoyer
le	DETdef	le
duc	NOMcom	duc
de	PRE	de
Bourgongne	NOMpro	Burgonde
bien	ADVgen	bien
cinq	DETcar	cinq
cens	DETcar	cent
batteaux	NOMcom	batteau
de	PRE	de
Hollande	NOMpro	Hollande
et	CONcoo	et
Zelande	NOMpro	Selande
,	PONfbl	,
qui	PROrel	que
sont	VERcjg	estre
platz	ADJqua	plat
et	CONcoo	et
bas	ADJqua	bas
de	PRE	de
bort	NOMcom	bort
et	CONcoo	et
bien	ADVgen	bien
propices	ADJqua	propiz
à	PRE	à
porter	VERinf	porter
chevaulx	NOMcom	cheval
et	CONcoo	et
s'	PROper	soi
appellent	VERcjg	appeler
scutes	NOMcom	scute
,	PONfbl	,
et	CONcoo	et
vindrent	VERcjg	venir
de	PRE	de
Hollande	NOMpro	Hollande
.	PONfrt	.

Et	CONcoo	et
nonobstant	ADVgen	nonobsant
ce	DETdem	ce
grand	ADJqua	grand
nombre	NOMcom	nombre
et	CONcoo	et
tout	DETind	tout
ce	PROdem	ce
que	PROrel	que
le	DETdef	le
roy	NOMcom	roi
d'	PRE	de
Angleterre	NOMpro	Angleterre
sceüst	VERcjg	savoir
faire	VERinf	faire
,	PONfbl	,
il	PROper	il
meïst	VERcjg	metre
plus	ADVgen	plus
de	PRE	de
trois	DETcar	trois
sepmaines	NOMcom	semaine
à	PRE	à
passer	VERinf	passer
entre	PRE	entre
Douvres	NOMpro	Douvre
et	CONcoo	et
Calaix	NOMpro	Calaix
.	PONfrt	.

Or	ADVgen	or
regardez	VERcjg	regarder
donc	ADVgen	donc
à	PRE	à
quelle	DETrel	quel
difficulté	NOMcom	dificucté
ung	DETndf	un
roy	NOMcom	roi
d'	PRE	de
Angleterre	NOMpro	Angleterre
peult	VERcjg	pouvoir
passer	VERinf	passer
en	PRE	en
France	NOMpro	France
;	PONfbl	;
et	CONcoo	et
quant	CONsub	cant
le	DETdef	le
roy	NOMcom	roi
nostre	DETpos	notre
maistre	NOMcom	maître
eust	VERcjg	avoir
entendu	VERppe	entendre
le	DETdef	le
fait	NOMcom	fait
de	PRE	de
la	DETdef	le
mer	NOMcom	mer
,	PONfbl	,
aussi	ADVgen	aussi
bien	ADVgen	bien
qu'	CONsub	que
il	PROper	il
entendoit	VERcjg	entendre
le	DETdef	le
fait	NOMcom	fait
de	PRE	de
la	DETdef	le
terre	NOMcom	terre
,	PONfbl	,
jamais	ADVgen	jamais
le	DETdef	le
roy	NOMcom	roi
Edouard	NOMpro	Edouard
ne	ADVneg	ne
fust	VERcjg	estre
passé	VERppe	passer
,	PONfbl	,
au	PRE.DETdef	a
moins	NOMcom	moin
de	PRE	de
ceste	DETdem	cest
saison	NOMcom	saison
.	PONfrt	.

Mais	CONcoo	mais
il	PROper	il
ne	ADVneg	ne
l'	PROper	il
entendoit	VERcjg	entendre
point	ADVneg	point
,	PONfbl	,
ne	CONcoo	ne
ceulx	PROdem	celui
à	PRE	à
qui	PROrel	que
il	PROper	il
donnoit	VERcjg	donner
auctorité	NOMcom	autorité
sur	PRE	sur
le	DETdef	le
faict	NOMcom	fait
de	PRE	de
sa	DETpos	son
guerre	NOMcom	guerre
,	PONfbl	,
car	CONcoo	car
ilz	PROper	il
y	PROadv	y
entendoient	VERcjg	entendre
encores	ADVgen	encore
moins	ADVgen	moins
.	PONfrt	.

Ledict	DETcom	ledit
roy	NOMcom	roi
d'	PRE	de
Angleterre	NOMpro	Angleterre
mist	VERcjg	mettre
trois	DETcar	trois
sepmaines	NOMcom	semaine
à	PRE	à
passer	VERinf	passer
.	PONfrt	.

Ung	DETndf	un
seul	ADJqua	sol
navire	NOMcom	navire
d'	PRE	de
Eu	NOMpro	Eu
print	VERcjg	prendre
deux	PROcar	deux
ou	CONcoo	o
trois	PROcar	trois
de	PRE	de
ces	DETdem	ce
petitz	ADJqua	petit
passaigiers	NOMcom	passagier
.	PONfrt	.

Avant	ADVgen	avant
que	CONsub	que
le	DETdef	le
roy	NOMcom	roi
d'	PRE	de
Angleterre	NOMpro	Angleterre
montast	VERcjg	monter
ne	ADVneg	ne
partist	VERcjg	partir
de	PRE	de
Douvres	NOMpro	Douvre
,	PONfbl	,
il	PROper	il
envoya	VERcjg	envoyer
devers	PRE	devers
le	DETdef	le
roy	NOMcom	roi
ung	DETndf	un
seul	ADJqua	sol
herault	NOMcom	heraut
appellé	VERppe	appeler
Jarretière	NOMpro	Jarretière
,	PONfbl	,
lequel	PROrel	lequel
estoit	VERcjg	estre
natif	ADJqua	natif
de	PRE	de
Normandie	NOMpro	Normandie
.	PONfrt	.

Il	PROper	il
apporta	VERcjg	apporter
au	PRE.DETdef	a
roy	NOMcom	roi
une	DETndf	un
lettre	NOMcom	lettre
de	PRE	de
deffiance	NOMcom	défiance
de	PRE	de
par	PRE	par
ledict	DETcom	ledit
roy	NOMcom	roi
d'	PRE	de
Angleterre	NOMpro	Angleterre
,	PONfbl	,
en	PRE	en
beau	ADJqua	beau
langaige	NOMcom	langage
et	CONcoo	et
en	PRE	en
beau	ADJqua	beau
stille	NOMcom	stille
(	PONpga	(
et	CONcoo	et
croy	VERcjg	croire
que	CONsub	que
jamais	ADVgen	jamais
Angloys	NOMpro	Anglois
n'	ADVneg	ne
y	PROadv	y
avoit	VERcjg	avoir
mist	VERppe	mettre
la	DETdef	le
main	NOMcom	main
)	PONpdr	)
,	PONfbl	,
requerant	VERppa	requérir
au	PRE.DETdef	a
roy	NOMcom	roi
qu'	CONsub	que
il	PROper	il
luy	PROper	lui
rendist	VERcjg	rendre
le	DETdef	le
royaume	NOMcom	royaume
de	PRE	de
France	NOMpro	France
qui	PROrel	que
luy	PROper	lui
appartenoit	VERcjg	appartenir
,	PONfbl	,
affin	ADVgen	afin
qu'	CONsub	que
il	PROper	il
peüst	VERcjg	pöoir
remectre	VERinf	remettre
l'	DETdef	le
Eglise	NOMcom	eglise
,	PONfbl	,
les	DETdef	le
nobles	NOMcom	noble
et	CONcoo	et
le	DETdef	le
peuple	NOMcom	peuple
en	PRE	en
leur	DETpos	leur
ancienne	ADJqua	ancien
liberté	NOMcom	liberté
et	CONcoo	et
oster	VERinf	oster
des	PRE.DETdef	de.le
grans	ADJqua	grand
charges	NOMcom	charge
et	CONcoo	et
travaulx	NOMcom	travail
en	PRE	en
quoy	PROrel	quoi
ilz	PROper	il
estoient	VERcjg	être
tenuz	VERppe	tenir
par	PRE	par
le	DETdef	le
roy	NOMcom	roi
,	PONfbl	,
et	CONcoo	et
protestoit	VERcjg	protester
,	PONfbl	,
en	PRE	en
cas	NOMcom	cas
de	PRE	de
reffuz	NOMcom	refut
,	PONfbl	,
des	PRE.DETdef	de.le
maulx	NOMcom	mal
qui	PROrel	que
en	PROadv	en
ensuyvroient	VERcjg	ensuivre
,	PONfbl	,
en	PRE	en
la	DETdef	le
forme	NOMcom	forme
et	CONcoo	et
manière	NOMcom	manière
qu'	PROrel	que
il	PROper	il
est	VERcjg	estre
accoustumé	VERppe	accoutumer
faire	VERinf	faire
en	PRE	en
tel	DETind	tel
cas	NOMcom	cas
.	PONfrt	.

Le	DETdef	le
roy	NOMcom	roi
leüt	VERcjg	loisir
la	DETdef	le
lettre	NOMcom	lettre
seul	ADJqua	sol
,	PONfbl	,
et	CONcoo	et
puis	ADVgen	puis
se	PROper	soi
retira	VERcjg	retirer
en	PRE	en
une	DETndf	un
garde	NOMcom	garde
robbe	NOMcom	robe
tout	ADVgen	tout
fin	ADJqua	fin
seul	ADJqua	sol
et	CONcoo	et
feït	VERcjg	faire
appeller	VERinf	appeler
ce	DETdem	ce
herault	NOMcom	heraut
et	CONcoo	et
luy	PROper	lui
dist	VERcjg	dire
qu'	CONsub	que
il	PROper	il
sçavoit	VERcjg	savoir
bien	ADVgen	bien
que	CONsub	que
le	DETdef	le
roy	NOMcom	roi
d'	PRE	de
Angleterre	NOMpro	Angleterre
ne	ADVneg	ne
venoit	VERcjg	venir
point	ADVneg	point
à	PRE	à
sa	DETpos	son
requeste	NOMcom	requête
,	PONfbl	,
mais	CONcoo	mais
y	PROadv	y
estoit	VERcjg	estre
contrainct	VERppe	contreindre
tant	ADVgen	tant
par	PRE	par
le	DETdef	le
duc	NOMcom	duc
de	PRE	de
Bourgongne	NOMpro	Burgonde
que	CONsub	que
par	PRE	par
les	DETdef	le
communes	NOMcom	commune
d'	PRE	de
Angleterre	NOMpro	Angleterre
et	CONcoo	et
qu'	CONsub	que
il	PROper	il
povoit	VERcjg	pouvoir
bien	ADVgen	bien
veoir	VERinf	vëoir
que	CONsub	que
jà	ADVgen	jà
la	DETdef	le
saison	NOMcom	saison
estoit	VERcjg	estre
presque	ADVgen	près
passée	VERppe	passer
et	CONcoo	et
que	CONsub	que
le	DETdef	le
duc	NOMcom	duc
de	PRE	de
Bourgongne	NOMpro	Burgonde
s'	PROper	soi
en	PROadv	en
revenoit	VERcjg	revenir
de	PRE	de
Nuz	ADJqua	nu
comme	CONsub	comme
homme	NOMcom	homme
desconfit	VERppe	desconfire
et	CONcoo	et
povre	ADJqua	povre
en	PRE	en
toutes	DETind	tous
choses	NOMcom	chose
et	CONcoo	et
que	CONsub	que
,	PONfbl	,
au	PRE.DETdef	a
regard	NOMcom	regard
du	PRE.DETdef	de.le
connestable	NOMcom	connétable
,	PONfbl	,
il	PROper	il
sçavoit	VERcjg	savoir
bien	ADVgen	bien
qu'	CONsub	que
il	PROper	il
avoit	VERcjg	avoir
prins	VERppe	prendre
quelques	DETind	quel
intelligences	NOMcom	inteligence
avecques	PRE	avec
le	DETdef	le
roy	NOMcom	roi
d'	PRE	de
Angleterre	NOMpro	Angleterre
,	PONfbl	,
pour	PRE	pour
ce	PROdem	ce
qu'	CONsub	que
il	PROper	il
avoit	VERcjg	avoir
sa	DETpos	son
niepce	NOMcom	niece
espousée	VERppe	esposer
,	PONfbl	,
mais	ADVgen	mais
qu'	CONsub	que
il	PROper	il
le	PROper	il
tromperoit	VERcjg	tromper
;	PONfbl	;
et	CONcoo	et
luy	PROper	lui
compta	VERcjg	conter
les	DETdef	le
biens	NOMcom	bien
qu'	PROrel	que
il	PROper	il
avoit	VERcjg	avoir
de	PRE	de
luy	PROper	lui
,	PONfbl	,
disant	VERppa	dire
:	PONfbl	:
“	PONpga	“
Il	PROper	il
ne	ADVneg	ne
veult	VERcjg	vouloir
sinon	PRE	sinon
vivre	VERinf	vivre
en	PRE	en
ces	DETdem	ce
dissimulations	NOMcom	dissimulation
et	CONcoo	et
entretenir	VERinf	entretenir
chascun	PROind	chascun
et	CONcoo	et
faire	VERinf	faire
son	DETpos	son
prouffit	NOMcom	profit
.	PONfbl	.
”	PONpdr	”
Et	CONcoo	et
dist	VERcjg	dire
audict	PRE.DETcom	à.ledit
herault	NOMcom	heraut
plusieurs	DETind	plusieurs
autres	ADJind	autre
raisons	NOMcom	raison
pour	PRE	pour
admonnester	VERinf	admonester
le	DETdef	le
roy	NOMcom	roi
Edouard	NOMpro	Edouard
d'	PRE	de
Angleterre	NOMpro	Angleterre
de	PRE	de
prendre	VERinf	prendre
appoinctement	NOMcom	appointement
avecques	PRE	avec
luy	PROper	lui
.	PONfrt	.

Et	CONcoo	et
donna	VERcjg	donner
audict	PRE.DETcom	à.ledit
herault	NOMcom	heraut
trois	DETcar	trois
cens	DETcar	cent
escuz	NOMcom	escu
