Ainsi	ADVgen	ainsi
Liégeoys	NOMpro	Lieger
.	PONfrt	.

Autres	PROind	autre
renvoya	VERcjg	renvoyer
devant	PRE	devant
la	DETdef	le
ville	NOMcom	ville
,	PONfbl	,
pour	PRE	pour
ce	PROdem	ce
qu'	CONsub	que
il	PROimp	il
y	PROadv	y
ouyt	VERcjg	ouïr
bruyt	NOMcom	bruit
et	CONcoo	et
doubtoit	VERcjg	douter
leur	DETpos	leur
saillie	NOMcom	saillie
.	PONfrt	.

A	PRE	a
la	DETdef	le
verité	NOMcom	verité
,	PONfbl	,
ilz	PROper	il
saillirent	VERcjg	salir
trois	DETcar	trois
fois	NOMcom	fois
,	PONfbl	,
mais	CONcoo	mais
tousjours	ADVgen	toujours
furent	VERcjg	estre
reboutéz	VERppe	rebouter
,	PONfbl	,
et	CONcoo	et
se	ADVgen	si
y	PROadv	y
gouvernèrent	VERcjg	gouverner
bien	ADVgen	bien
les	DETdef	le
Angloys	NOMpro	Anglois
qui	PROrel	que
y	PROadv	y
estoient	VERcjg	être
demouréz	VERppe	demeurer
.	PONfrt	.

Lesdictz	DETcom	ledit
Liégeoys	NOMpro	Lieger
,	PONfbl	,
après	ADVgen	après
estre	VERinf	estre
rompuz	VERppe	rompre
,	PONfbl	,
se	PROper	soi
rallièrent	VERcjg	rallier
ung	DETndf	un
peu	PROind	peu
à	PRE	à
l'	DETdef	le
entour	NOMcom	entour
de	PRE	de
leur	DETpos	leur
charroy	NOMcom	charroi
.	PONfrt	.

Ilz	PROper	il
tindrent	VERcjg	tenir
peu	ADVgen	peu
.	PONfrt	.

Bien	ADVgen	bien
mourut	VERcjg	mourir
quelque	DETind	quel
six	ADJcar	six
mille	ADJcar	mille
hommes	NOMcom	homme
,	PONfbl	,
qui	PROrel	que
semble	VERcjg	sembler
beaucoup	ADVgen	beaucoup
à	PRE	à
toutes	DETind	tous
gens	NOMcom	gens
qui	PROrel	que
ne	ADVneg	ne
veulent	VERcjg	vouloir
point	ADVneg	point
mentir	VERinf	mentir
;	PONfbl	;
mais	CONcoo	mais
,	PONfbl	,
depuis	PRE	depuis
que	CONsub	que
je	PROper	je
suis	VERcjg	être
né	VERppe	naître
,	PONfbl	,
j'	PROper	je
ay	VERcjg	avoir
veü	VERppe	vëoir
en	PRE	en
beaucoup	ADVgen	beaucoup
de	PRE	de
lieux	NOMcom	lieu
qu'	PROrel	que
on	PROind	on
disoit	VERcjg	dire
,	PONfbl	,
pour	PRE	pour
ung	DETndf	un
homme	NOMcom	homme
qu'	PROrel	que
on	PROind	on
avoit	VERcjg	avoir
tué	VERppe	tüer
,	PONfbl	,
cent	PROcar	cent
,	PONfbl	,
pour	PRE	pour
cuyder	VERinf	cuider
complaire	VERinf	complaire
;	PONfbl	;
et	CONcoo	et
avecques	PRE	avec
telz	DETind	tel
mensonges	NOMcom	mensonge
s'	PROper	soi
abusent	VERcjg	abuser
bien	ADVgen	bien
aucunes	DETind	aucun
fois	NOMcom	fois
les	DETdef	le
maistres	NOMcom	maître
.	PONfrt	.

Quant	CONsub	quand
n'	ADVneg	ne
eust	VERcjg	avoir
esté	VERppe	être
la	DETdef	le
nuyt	NOMcom	nuit
,	PONfbl	,
il	PROper	il
en	PROadv	en
fust	VERcjg	estre
mort	VERppe	mourir
plus	ADVgen	plus
de	PRE	de
quinze	PROcar	quinze
mille	PROcar	mille
.	PONfrt	.

Ceste	DETdem	cest
besongne	NOMcom	besogne
achevée	VERppe	achever
et	CONcoo	et
que	CONsub	que
jà	ADVgen	jà
estoit	VERcjg	estre
fort	ADVgen	fort
tard	ADVgen	tard
,	PONfbl	,
le	DETdef	le
duc	NOMcom	duc
de	PRE	de
Bourgongne	NOMpro	Burgonde
se	PROper	soi
retira	VERcjg	retirer
en	PRE	en
son	DETpos	son
ost	NOMcom	ost
et	CONcoo	et
toute	DETind	tout
l'	DETdef	le
armée	NOMcom	armée
,	PONfbl	,
sauf	PRE	sauf
mille	DETcar	mille
ou	CONcoo	o
douze	DETcar	douze
cens	DETcar	cent
chevaulx	NOMcom	cheval
,	PONfbl	,
qui	PROrel	que
estoient	VERcjg	être
allé	VERppe	aller
passer	VERinf	passer
à	PRE	à
deux	DETcar	deux
lieues	NOMcom	lieue
de	PRE	de
là	ADVgen	là
pour	PRE	pour
chasser	VERinf	chaser
les	DETdef	le
fuyans	VERppa	fuir
;	PONfbl	;
car	CONcoo	car
autrement	ADVgen	autrement
ne	ADVneg	ne
les	PROper	il
eussent	VERcjg	avoir
peü	VERppe	paistre
joindre	VERinf	joindre
,	PONfbl	,
pour	PRE	pour
cause	NOMcom	cause
d'	PRE	de
une	DETndf	un
petite	ADJqua	petit
rivière	NOMcom	riviere
.	PONfrt	.

Ilz	PROper	il
ne	ADVneg	ne
feïrent	VERcjg	faire
pas	ADVneg	pas
grant	ADJqua	grant
exploit	NOMcom	exploit
,	PONfbl	,
pour	PRE	pour
la	DETdef	le
nuyt	NOMcom	nuit
.	PONfrt	.

Toutesfois	ADVgen	toutefois
aucuns	PROind	aucun
en	PROadv	en
tuèrent	VERcjg	tuer
et	CONcoo	et
prindrent	VERcjg	prendre
.	PONfrt	.

Le	DETdef	le
demourant	NOMcom	demeurant
et	CONcoo	et
la	DETdef	le
plus	ADVgen	plus
grant	ADJqua	grant
compaignye	NOMcom	compagnie
se	PROper	soi
saulva	VERcjg	sauver
en	PRE	en
la	DETdef	le
cité	NOMcom	cité
.	PONfrt	.

Ce	DETdem	ce
jour	NOMcom	jour
ayda	VERcjg	aider
bien	ADVgen	bien
à	PRE	à
donner	VERinf	donner
l'	DETdef	le
ordre	NOMcom	ordre
le	DETdef	le
seigneur	NOMcom	seigneur
de	PRE	de
Contay	NOMpro	Contay
,	PONfbl	,
lequel	PROrel	lequel
peu	ADVgen	peu
de	PRE	de
jours	NOMcom	jour
après	ADVgen	après
mourut	VERcjg	mourir
en	PRE	en
la	DETdef	le
ville	NOMcom	ville
de	PRE	de
Hu	NOMpro	Hu
et	CONcoo	et
eut	VERcjg	avoir
assez	ADVgen	assez
bonne	ADJqua	bon
fin	NOMcom	fin
.	PONfrt	.

Et	CONcoo	et
avoit	VERcjg	avoir
esté	VERppe	être
vaillant	ADJqua	vaillant
et	CONcoo	et
sage	ADJqua	sage
;	PONfbl	;
mais	CONcoo	mais
il	PROper	il
dura	VERcjg	durer
peu	ADVgen	peu
après	PRE	après
ceste	DETdem	cest
cruelle	ADJqua	crueil
oppinion	NOMcom	opinion
qu'	PROrel	que
il	PROper	il
avoit	VERcjg	avoir
donnée	VERppe	donner
contre	PRE	contre
les	DETdef	le
Liégeoys	NOMpro	Lieger
ostaigiers	NOMcom	ostager
,	PONfbl	,
dont	PROrel	dont
avez	VERcjg	avoir
ouy	VERppe	ouïr
parler	VERinf	parler
cydessus	ADVgen	cissus
.	PONfrt	.

Dès	PRE	dès
que	CONsub	que
ledict	DETcom	ledit
duc	NOMcom	duc
fut	VERcjg	être
desarmé	VERppe	desarmer
,	PONfbl	,
appella	VERcjg	appeler
ung	DETndf	un
secretaire	NOMcom	secretaire
et	CONcoo	et
fist	VERcjg	faire
escrire	VERinf	escrire
unes	DETndf	un
lettres	NOMcom	lettre
au	PRE.DETdef	a
connestable	NOMcom	connétable
et	CONcoo	et
autres	PROind	autre
qui	PROrel	que
estoient	VERcjg	être
partiz	VERppe	partir
d'	PRE	de
avec	PRE	avec
luy	PROper	lui
à	PRE	à
Louvain	NOMpro	Louvain
,	PONfbl	,
et	CONcoo	et
n'	ADVneg	ne
y	PROadv	y
avoit	VERcjg	avoir
que	ADVgen	que
quatre	DETcar	quatre
jours	NOMcom	jour
,	PONfbl	,
où	PROrel	où
ilz	PROper	il
estoient	VERcjg	être
venuz	VERppe	venir
embassadeurs	NOMcom	embasseur
,	PONfbl	,
comme	CONsub	comme
dit	VERppe	dire
est	VERcjg	estre
,	PONfbl	,
et	CONcoo	et
leur	PROper	leur
signifia	VERcjg	signifier
ceste	DETdem	cest
victoire	NOMcom	victoire
,	PONfbl	,
priant	VERppa	priier
que	CONsub	que
aux	PRE.DETdef	à.le
Bretons	NOMpro	breton
ne	ADVneg	ne
fust	VERcjg	estre
riens	PROind	rien
demandé	VERppe	demander
.	PONfrt	.

Deux	DETcar	deux
jours	NOMcom	jour
après	PRE	après
ceste	DETdem	cest
bataille	NOMcom	bataille
,	PONfbl	,
changea	VERcjg	changier
bien	ADVgen	bien
l'	DETdef	le
orgueil	NOMcom	orgueil
de	PRE	de
ce	DETdem	ce
fol	ADJqua	fol
peuple	NOMcom	peuple
,	PONfbl	,
et	CONcoo	et
pour	PRE	pour
peu	ADVgen	peu
de	PRE	de
perte	NOMcom	perte
.	PONfrt	.

Mais	CONcoo	mais
,	PONfbl	,
à	PRE	à
qui	PROrel	que
ce	PROdem	ce
soit	VERcjg	estre
,	PONfbl	,
est	VERcjg	estre
bien	ADVgen	bien
de	PRE	de
craindre	VERinf	craindre
de	PRE	de
mectre	VERinf	mettre
son	DETpos	son
estat	NOMcom	état
en	PRE	en
hazard	NOMcom	hasart
d'	PRE	de
une	DETndf	un
bataille	NOMcom	bataille
,	PONfbl	,
qui	PROrel	que
s'	PROper	soi
en	PROadv	en
peult	VERcjg	pouvoir
passer	VERinf	passer
;	PONfbl	;
car	CONcoo	car
pour	PRE	pour
petit	ADVgen	petit
de	PRE	de
nombre	NOMcom	nombre
de	PRE	de
gens	NOMcom	gens
que	PROrel	que
l'	DETdef	le
on	PROind	on
y	PROadv	y
pert	VERcjg	perdre
,	PONfbl	,
si	ADVgen	si
mue	VERcjg	mu
”	PONpdr	”
“	PONpga	“
elle	PROper	elle
les	DETdef	le
couraiges	NOMcom	courage
des	PRE.DETdef	de.le
gens	NOMcom	gens
de	PRE	de
celuy	PROdem	cel
qui	PROrel	que
pert	VERcjg	perdre
plus	ADVgen	plus
qu'	CONsub	que
il	PROper	il
n'	ADVneg	ne
est	VERcjg	estre
à	PRE	à
croire	VERinf	croire
,	PONfbl	,
tant	ADVgen	tant
en	PRE	en
espoventement	NOMcom	épouvantement
de	PRE	de
leurs	DETpos	leur
ennemys	NOMcom	ennemi
que	CONsub	que
en	PRE	en
mespris	VERcjg	mesprisier
de	PRE	de
leur	DETpos	leur
maistre	NOMcom	maître
et	CONcoo	et
de	PRE	de
ses	DETpos	son
privéz	ADJqua	privé
serviteurs	NOMcom	serviteur
;	PONfbl	;
et	CONcoo	et
entrent	VERcjg	entrer
en	PRE	en
murmures	NOMcom	murmure
et	CONcoo	et
machinations	NOMcom	machination
,	PONfbl	,
demandans	VERppa	demander
plus	ADVgen	plus
hardiement	ADVgen	hardiment
qu'	CONsub	que
ilz	PROper	il
ne	ADVneg	ne
souloyent	VERcjg	souloir
et	CONcoo	et
se	PROper	soi
courroussent	VERcjg	courir
quant	CONsub	cant
on	PROind	on
leur	PROper	leur
reffuse	VERcjg	refuser
.	PONfrt	.

Ung	DETndf	un
escu	NOMcom	escu
luy	PROper	lui
servoit	VERcjg	servir
plus	ADVgen	plus
par	PRE	par
avant	ADVgen	avant
que	CONsub	que
après	ADVgen	après
ne	ADVneg	ne
feroient	VERcjg	faire
trois	PROcar	trois
.	PONfrt	.

Et	CONcoo	et
,	PONfbl	,
si	CONsub	si
celuy	PROdem	cel
qui	PROrel	que
a	VERcjg	avoir
perdu	VERppe	perdre
estoit	VERcjg	estre
saige	ADJqua	sage
,	PONfbl	,
il	PROper	il
ne	ADVneg	ne
mectroit	VERcjg	mectroyer
de	PRE	de
ceste	DETdem	cest
saison	NOMcom	saison
riens	PROind	rien
en	PRE	en
hazard	NOMcom	hasart
avecques	PRE	avec
ceulx	PROdem	celui
qui	PROrel	que
ont	VERcjg	avoir
fuy	VERppe	fuir
,	PONfbl	,
mais	CONcoo	mais
seullement	ADVgen	seulement
se	PROper	soi
tiendroit	VERcjg	tenir
sur	PRE	sur
ses	DETpos	son
gardes	NOMcom	garde
et	CONcoo	et
essayeroit	VERcjg	essayer
de	PRE	de
trouver	VERinf	trouver
quelque	DETind	quel
chose	NOMcom	chose
de	PRE	de
leger	ADJqua	léger
à	PRE	à
vaincre	VERinf	veintre
,	PONfbl	,
où	PROrel	où
ilz	PROper	il
peüssent	VERcjg	pouvoir
estre	VERinf	estre
les	DETdef	le
maistres	NOMcom	maître
,	PONfbl	,
pour	PRE	pour
leur	PROper	leur
faire	VERinf	faire
revenir	VERinf	revenir
le	DETdef	le
cueur	NOMcom	cueur
et	CONcoo	et
oster	VERinf	oster
la	DETdef	le
craincte	NOMcom	crainte
.	PONfrt	.

En	PRE	en
toutes	DETind	tous
façons	NOMcom	façon
,	PONfbl	,
une	DETndf	un
bataille	NOMcom	bataille
perdue	VERppe	perdre
a	VERcjg	avoir
tousjours	ADVgen	toujours
grand	ADJqua	grand
queue	NOMcom	queue
et	CONcoo	et
mauvaise	ADJqua	mauvais
pour	PRE	pour
le	PROper	il
perdant	VERppa	perdre
.	PONfrt	.

Vray	ADJqua	vrai
est	VERcjg	estre
que	CONsub	que
les	DETdef	le
conquerans	NOMcom	conquéran
les	PROper	il
doivent	VERcjg	devoir
cercher	VERinf	chercher
,	PONfbl	,
pour	PRE	pour
abreger	VERinf	abréger
leur	DETpos	leur
oeuvre	NOMcom	oeuvre
,	PONfbl	,
et	CONcoo	et
ceulx	PROdem	celui
qui	PROrel	que
ont	VERcjg	avoir
les	DETdef	le
bonnes	ADJqua	bon
gens	NOMcom	gens
de	PRE	de
pied	NOMcom	pied
et	CONcoo	et
meilleurs	ADJqua	meilleur
que	CONsub	que
leurs	DETpos	leur
voysins	NOMcom	voisin
,	PONfbl	,
comme	CONsub	comme
nous	PROper	nous
pourrions	VERcjg	pouvoir
aujourduy	ADVgen	aveuduid
dire	VERinf	dire
d'	PRE	de
Angloys	NOMpro	Anglois
ou	CONcoo	o
de	PRE	de
Suysses	NOMpro	Suisse
.	PONfrt	.

Je	PROper	je
ne	ADVneg	ne
le	PROper	il
diz	VERcjg	dire
pas	ADVneg	pas
pour	PRE	pour
despriser	VERinf	desprendre
les	DETdef	le
autres	ADJind	autre
nations	NOMcom	nation
;	PONfbl	;
mais	CONcoo	mais
ceulx	PROdem	celui
là	ADVgen	là
ont	VERcjg	avoir
eu	VERppe	avoir
de	PRE	de
grans	ADJqua	grand
victoires	NOMcom	victoire
,	PONfbl	,
et	CONcoo	et
leurs	DETpos	leur
gens	NOMcom	gens
ne	ADVneg	ne
sont	VERcjg	estre
point	ADVneg	point
pour	PRE	pour
longuement	ADVgen	longuement
tenir	VERinf	tenir
les	DETdef	le
champs	NOMcom	champ
sans	PRE	sans
estre	VERinf	estre
exploictéz	VERppe	exploiter
,	PONfbl	,
comme	CONsub	comme
feroient	VERcjg	faire
Françoys	NOMpro	Français
ou	CONcoo	o
Italiens	NOMpro	Italien
,	PONfbl	,
qui	PROrel	que
sont	VERcjg	estre
plus	ADVgen	plus
saiges	ADJqua	sage
et	CONcoo	et
plus	ADVgen	plus
aiséz	VERppe	aiser
à	PRE	à
conduyre	VERinf	conduire
.	PONfrt	.

Au	PRE.DETdef	a
contraire	NOMcom	contraire
,	PONfbl	,
celuy	PROdem	cel
qui	PROrel	que
gaigne	NOMcom	gaigne
devient	VERcjg	devenir
en	PRE	en
reputation	NOMcom	reputation
et	CONcoo	et
estime	VERcjg	estimer
de	PRE	de
ses	DETpos	son
gens	NOMcom	gens
plus	ADVgen	plus
grande	ADJqua	grand
que	CONsub	que
devant	ADVgen	devant
;	PONfbl	;
son	DETpos	son
obeyssance	NOMcom	obéissance
accroist	VERcjg	acroistre
entre	PRE	entre
tous	DETind	tous
ses	DETpos	son
subjectz	NOMcom	sujét
;	PONfbl	;
on	PROind	on
luy	PROper	lui
accorde	VERcjg	accorder
en	PRE	en
ceste	PROdem	cest
estime	NOMcom	étime
ce	PROdem	ce
qu'	PROrel	que
il	PROper	il
demande	VERcjg	demander
;	PONfbl	;
ses	DETpos	son
gens	NOMcom	gens
en	PROadv	en
sont	VERcjg	estre
plus	ADVgen	plus
courageux	ADJqua	courageux
et	CONcoo	et
plus	ADVgen	plus
hardiz	VERppe	hardi
.	PONfrt	.

Aussi	ADVgen	aussi
lesdictz	DETcom	ledit
princes	NOMcom	prince
s'	PROper	soi
en	PROadv	en
mectent	VERcjg	mectre
aucunes	DETind	aucun
fois	NOMcom	fois
en	PRE	en
si	ADVgen	si
grant	ADJqua	grant
gloire	NOMcom	gloire
qu'	CONsub	que
il	PROimp	il
leur	PROper	leur
en	PROadv	en
meschet	VERcjg	meschëoir
par	PRE	par
après	ADVgen	après
.	PONfrt	.

Toutes	DETind	tous
telles	DETind	tel
dispositions	NOMcom	disposition
viennent	VERcjg	venir
de	PRE	de
Dieu	NOMpro	Dieu
qui	PROrel	que
donne	VERcjg	donner
mutation	NOMcom	mutation
aux	PRE.DETdef	à.le
choses	NOMcom	chose
selon	PRE	selon
le	DETdef	le
merite	NOMcom	mérite
ou	CONcoo	o
desmerite	NOMcom	desmerite
des	PRE.DETdef	de.le
gens	NOMcom	gens
.	PONfrt	.

Voyans	VERppa	voir
ceulx	PROdem	celui
qui	PROrel	que
estoient	VERcjg	être
dedans	PRE	dedans
Sainct	ADJqua	saint
Trond	NOMpro	Trond
la	DETdef	le
bataille	NOMcom	bataille
perdue	VERppe	perdre
pour	PRE	pour
eulx	PROper	eux
et	CONcoo	et
qu'	CONsub	que
ilz	PROper	il
estoient	VERcjg	être
enferméz	VERppe	enfermer
tout	ADVgen	tout
à	PRE	à
l'	DETdef	le
envyron	NOMcom	environ
,	PONfbl	,
cuydans	VERppa	cuider
la	DETdef	le
desconfiture	NOMcom	déconfiture
trop	ADVgen	trop
plus	ADVgen	plus
grande	ADJqua	grand
qu'	CONsub	que
elle	PROper	elle
n'	ADVneg	ne
avoit	VERcjg	avoir
esté	VERppe	être
,	PONfbl	,
rendirent	VERcjg	rendre
la	DETdef	le
ville	NOMcom	ville
,	PONfbl	,
laissèrent	VERcjg	laisser
les	DETdef	le
armes	NOMcom	arme
et	CONcoo	et
baillèrent	VERcjg	bailler
dix	DETcar	dix
hommes	NOMcom	homme
à	PRE	à
voulenté	NOMcom	volonté
telz	ADJind	tel
que	CONsub	que
le	DETdef	le
duc	NOMcom	duc
de	PRE	de
Bourgongne	NOMpro	Burgonde
vouldroit	VERcjg	vouloir
eslire	VERinf	eslire
,	PONfbl	,
lesquelz	PROrel	lequel
il	PROper	il
fist	VERcjg	faire
decapiter	VERinf	décapiter
;	PONfbl	;
et	CONcoo	et
y	PROadv	y
en	PROadv	en
avoit	VERcjg	avoir
six	PROcar	six
de	PRE	de
ce	DETdem	ce
nombre	NOMcom	nombre
des	PRE.DETdef	de.le
ostaiges	NOMcom	ostage
,	PONfbl	,
que	PROrel	que
peu	ADVgen	peu
de	PRE	de
jours	NOMcom	jour
avant	ADVgen	avant
avoit	VERcjg	avoir
delivréz	VERppe	délivrer
,	PONfbl	,
avecques	PRE	avec
les	DETdef	le
condicions	NOMcom	condition
que	PROrel	que
avez	VERcjg	avoir
entendues	VERppe	entendre
cydessus	ADVgen	cissus
.	PONfrt	.

Il	PROper	il
leva	VERcjg	lever
son	DETpos	son
ost	NOMcom	ost
et	CONcoo	et
tira	VERcjg	tirer
à	PRE	à
Thongre	NOMpro	Thongare
,	PONfbl	,
qui	PROrel	que
attendirent	VERcjg	attendre
le	DETdef	le
siège	NOMcom	siège
.	PONfrt	.

Toutesfois	ADVgen	toutefois
la	DETdef	le
ville	NOMcom	ville
ne	ADVneg	ne
valloit	VERcjg	valoir
guères	ADVgen	gaire
,	PONfbl	,
et	CONcoo	et
aussi	ADVgen	aussi
,	PONfbl	,
sans	PRE	sans
se	PROper	soi
laisser	VERinf	laisser
battre	VERinf	batre
,	PONfbl	,
feïrent	VERcjg	faire
semblable	ADJqua	semblable
composition	NOMcom	composition
et	CONcoo	et
baillèrent	VERcjg	bailler
dix	DETcar	dix
hommes	NOMcom	homme
,	PONfbl	,
entre	PRE	entre
lesquelz	PROrel	lequel
se	PROper	soi
trouva	VERcjg	trouver
encores	ADVgen	encore
cinq	DETcar	cinq
ou	CONcoo	o
six	DETcar	six
desdictz	PRE.DETcom	de.ledit
ostaiges	NOMcom	ostage
.	PONfrt	.

Tous	DETind	tous
dix	NOMcom	di
moururent	VERcjg	mourir
comme	CONsub	comme
les	DETdef	le
autres	PROind	autre
.	PONfrt	.

De	PRE	de
là	ADVgen	là
tira	VERcjg	tirer
ledict	DETcom	ledit
duc	NOMcom	duc
devant	PRE	devant
la	DETdef	le
cité	NOMcom	cité
de	PRE	de
Liège	NOMpro	Liège
,	PONfbl	,
en	PRE	en
laquelle	PROrel	lequel
ilz	PROper	il
estoient	VERcjg	être
en	PRE	en
grant	ADJqua	grant
murmure	NOMcom	murmure
.	PONfrt	.

Les	DETdef	le
ungs	PROind	un
vouloient	VERcjg	vouloir
tenir	VERinf	tenir
et	CONcoo	et
defendre	VERinf	défendre
la	DETdef	le
cité	NOMcom	cité
,	PONfbl	,
disans	VERppa	dire
qu'	CONsub	que
ilz	PROper	il
estoient	VERcjg	être
peuple	NOMcom	peuple
assez	ADVgen	assez
;	PONfbl	;
et	CONcoo	et
par	PRE	par
especial	NOMcom	especïal
estoit	VERcjg	estre
de	PRE	de
cest	DETdem	cest
advis	NOMcom	avis
ung	DETndf	un
chevalier	NOMcom	chevalier
appellé	VERppe	appeler
messire	NOMcom	seignor
Raz	NOMpro	Raz
de	PRE	de
Lintre	NOMpro	Lintre
.	PONfrt	.

D'	PRE	de
autres	PROind	autre
,	PONfbl	,
au	PRE.DETdef	a
contraire	NOMcom	contraire
,	PONfbl	,
qui	PROrel	que
veoyent	VERcjg	vëoir
brusler	VERinf	brouler
et	CONcoo	et
destruire	VERinf	détruire
tout	DETind	tout
le	DETdef	le
pays	NOMcom	pays
,	PONfbl	,
voulurent	VERcjg	vouloir
paix	NOMcom	paix
à	PRE	à
quelque	DETind	quel
dommaige	NOMcom	dommage
que	PROrel	que
ce	PROdem	ce
fust	VERcjg	estre
.	PONfrt	.

Ainsy	ADVgen	ainsi
,	PONfbl	,
approchant	VERppa	approcher
ledict	DETcom	ledit
duc	NOMcom	duc
de	PRE	de
la	DETdef	le
cité	NOMcom	cité
,	PONfbl	,
quelque	ADVgen	quel
peu	ADVgen	peu
d'	PRE	de
ouverture	NOMcom	ouverture
de	PRE	de
paix	NOMcom	paix
y	PROadv	y
avoit	VERcjg	avoir
par	PRE	par
menues	ADJqua	menu
gens	NOMcom	gens
,	PONfbl	,
comme	CONsub	comme
prisonniers	NOMcom	prisonnier
;	PONfbl	;
et	CONcoo	et
tellement	ADVgen	tellement
fut	VERcjg	être
conduycte	VERppe	conduire
ceste	DETdem	cest
matière	NOMcom	matiere
par	PRE	par
aucuns	PROind	aucun
des	PRE.DETdef	de.le
dessusdictz	ADJqua	dessus-dit
ostaiges	NOMcom	ostage
,	PONfbl	,
qui	PROrel	que
faisoient	VERcjg	faire
au	PRE.DETdef	a
contraire	NOMcom	contraire
des	PRE.DETdef	de.le
premiers	NOMcom	premier
dont	PROrel	dont
j'	PROper	je
ay	VERcjg	avoir
parlé	VERppe	parler
,	PONfbl	,
et	CONcoo	et
recongneürent	VERcjg	reconnaître
la	DETdef	le
grace	NOMcom	grâce
que	PROrel	que
on	PROind	on
leur	PROper	leur
avoit	VERcjg	avoir
faicte	VERppe	faire
et	CONcoo	et
menèrent	VERcjg	mener
trois	DETcar	trois
cens	DETcar	cent
hommes	NOMcom	homme
des	PRE.DETdef	de.le
plus	ADVgen	plus
grans	ADJqua	grand
de	PRE	de
la	DETdef	le
ville	NOMcom	ville
en	PRE	en
chemise	NOMcom	chemise
,	PONfbl	,
les	DETdef	le
jambes	NOMcom	jambe
nues	ADJqua	nu
et	CONcoo	et
la	DETdef	le
teste	NOMcom	teste
,	PONfbl	,
lesquelz	PROrel	lequel
apportèrent	VERcjg	apporter
audit	PRE.DETcom	à.ledit
duc	NOMcom	duc
les	DETdef	le
clefz	NOMcom	clef
de	PRE	de
la	DETdef	le
cité	NOMcom	cité
et	CONcoo	et
se	PROper	soi
rendirent	VERcjg	rendre
à	PRE	à
luy	PROper	lui
et	CONcoo	et
à	PRE	à
son	DETpos	son
plaisir	NOMcom	plaisir
,	PONfbl	,
sans	PRE	sans
rien	PROind	rien
reserver	VERinf	resserver
,	PONfbl	,
sauf	PRE	sauf
le	DETdef	le
feu	NOMcom	feu
et	CONcoo	et
le	DETdef	le
pillaige	NOMcom	pillage
.	PONfrt	.

Et	CONcoo	et
ce	DETdem	ce
jour	NOMcom	jour
se	PROper	soi
y	PROadv	y
trouva	VERcjg	trouver
present	ADJqua	présent
pour	PRE	pour
ambassadeur	NOMcom	ambasdeur
monsr	NOMcom	moncre
de	PRE	de
Mouy	NOMpro	Mouy
et	CONcoo	et
ung	DETndf	un
secretaire	NOMcom	secretaire
du	PRE.DETdef	de.le
roy	NOMcom	roi
appellé	VERppe	appeler
maistre	NOMcom	maître
Jehan	NOMpro	Jean
Prevost	NOMpro	Prévôt
,	PONfbl	,
qui	PROrel	que
venoient	VERcjg	venir
pour	PRE	pour
faire	VERinf	faire
semblables	ADJqua	semblable
requestes	NOMcom	requête
et	CONcoo	et
commandement	NOMcom	commandement
que	PROrel	que
avoit	VERcjg	avoir
fait	VERppe	faire
le	DETdef	le
connestable	NOMcom	connétable
peu	ADVgen	peu
de	PRE	de
jours	NOMcom	jour
auparavant	ADVgen	auparevant
.	PONfrt	.

Ledict	DETcom	ledit
jour	NOMcom	jour
que	PROrel	que
la	DETdef	le
reduction	NOMcom	reduction
fut	VERcjg	être
faicte	VERppe	faire
,	PONfbl	,
cuydant	VERppa	cuider
ledict	DETcom	ledit
duc	NOMcom	duc
entrer	VERinf	entrer
en	PRE	en
la	DETdef	le
cité	NOMcom	cité
,	PONfbl	,
y	PROadv	y
envoya	VERcjg	envoyer
monseigneur	NOMcom	monseigneur
de	PRE	de
Humbercourt	NOMpro	Hombercourt
pour	PRE	pour
entrer	VERinf	entrer
le	DETdef	le
premier	NOMcom	premier
,	PONfbl	,
pour	PRE	pour
ce	PROdem	ce
qu'	CONsub	que
il	PROper	il
avoit	VERcjg	avoir
congnoissance	NOMcom	connaissance
en	PRE	en
ladicte	DETcom	ladit
cité	NOMcom	cité
,	PONfbl	,
à	PRE	à
cause	NOMcom	cause
qu'	CONsub	que
il	PROper	il
avoit	VERcjg	avoir
eu	VERppe	avoir
administration	NOMcom	aministration
par	PRE	par
les	DETdef	le
années	NOMcom	année
qu'	PROrel	que
ilz	PROper	il
avoyent	VERcjg	avoir
esté	VERppe	être
en	PRE	en
paix	NOMcom	paix
.	PONfrt	.

Toutesfois	ADVgen	toutefois
l'	DETdef	le
entrée	NOMcom	entrée
luy	PROper	lui
fut	VERcjg	être
reffusée	VERppe	refuser
pour	PRE	pour
ce	DETdem	ce
jour	NOMcom	jour
,	PONfbl	,
et	CONcoo	et
se	PROper	soi
logea	VERcjg	logier
en	PRE	en
une	DETndf	un
petite	ADJqua	petit
abbaye	NOMcom	abbaye
qui	PROrel	que
est	VERcjg	estre
auprès	ADVgen	auprès
de	PRE	de
l'	DETdef	le
une	PROind	un
des	PRE.DETdef	de.le
portes	NOMcom	porte
;	PONfbl	;
et	CONcoo	et
avoit	VERcjg	avoir
avecques	PRE	avec
luy	PROper	lui
environ	ADVgen	environ
cinquante	DETcar	cinquante
hommes	NOMcom	homme
d'	PRE	de
armes	NOMcom	arme
.	PONfrt	.

Et	CONcoo	et
tout	PROind	tout
povoit	VERcjg	pouvoir
avoir	VERinf	avoir
quelque	DETind	quel
deux	ADJcar	deux
cens	ADJcar	cent
combattans	NOMcom	combattant
,	PONfbl	,
