Beneois	VERppe	bénir
a	PRE	a
chiaus	PROdem	celui
qui	PROrel	que
en	PRE	en
lui	PROper	il
ont	VERcjg	avoir
leur	DETpos	leur
esperanche	NOMcom	espérance
.	PONfrt	.

Li	DETdef	le
rois	NOMcom	roi
se	PROper	soi
tint	VERcjg	tenir
bien	ADVgen	bien
a	PRE	a
leur	DETpos	leur
consseil	NOMcom	conseil
et	CONcoo	et
si	ADVgen	si
mist	VERcjg	mettre
toute	DETind	tout
s'	DETpos	son
esperanche	NOMcom	espérance
el	PRE.DETdef	en
roi	NOMcom	roi
des	PRE.DETdef	de.le
rois	NOMcom	roi
et	CONcoo	et
crei	VERcjg	croire
chertainnement	ADVgen	certainement
qu'	CONsub	que
il	PROper	il
recouverroit	VERcjg	recouvrer
tout	DETind	tout
son	DETpos	son
regne	NOMcom	règne
par	PRE	par
le	DETdef	le
poissanche	NOMcom	puissance
de	PRE	de
Dieu	NOMpro	Dieu
seulement	ADVgen	seulement
et	CONcoo	et
eut	VERcjg	avoir
mout	ADVgen	mout
grant	ADJqua	grant
fianche	NOMcom	fiance
que	CONsub	que
les	DETdef	le
orisons	NOMcom	oraison
se	DETpos	son
feme	NOMcom	femme
li	PROper	il
aideroient	VERcjg	aider
mout	ADVgen	mout
.	PONfrt	.

Et	CONcoo	et
por	PRE	por
che	PROdem	ce
qu'	CONsub	que
il	PROimp	il
ne	ADVneg	ne
samblast	VERcjg	sembler
qu'	CONsub	que
il	PROper	il
voussist	VERcjg	vouloir
ses	DETpos	son
enfans	NOMcom	enfant
vaintre	VERinf	veintre
par	PRE	par
orguel	NOMcom	orgueil
et	CONcoo	et
par	PRE	par
beuban	NOMcom	boban
,	PONfbl	,
s'	ADVgen	si
envoia	VERcjg	envoyer
a	PRE	a
ses	DETpos	son
enfans	NOMcom	enfant
ses	DETpos	son
messaiges	NOMcom	message
et	CONcoo	et
leur	PROper	leur
manda	VERcjg	mander
mout	ADVgen	mout
debonairement	ADVgen	débonnairement
que	CONsub	que
pour	PRE	pour
le	DETdef	le
pieté	NOMcom	piété
et	CONcoo	et
l'	DETdef	le
amor	NOMcom	amor
qu'	PROrel	que
enfes	NOMcom	enfant
doit	VERcjg	devoir
avoir	VERinf	avoir
a	PRE	a
pere	NOMcom	père
et	CONcoo	et
a	PRE	a
mere	NOMcom	mere
et	CONcoo	et
pour	PRE	pour
che	PROdem	ce
meismes	ADJind	même
qu'	CONsub	que
il	PROper	il
n'	ADVneg	ne
en	PROadv	en
eussent	VERcjg	avoir
reproche	NOMcom	reproche
a	PRE	a
tous	DETind	tous
jours	NOMcom	jour
qu'	CONsub	que
il	PROper	il
se	PROper	soi
repentissent	VERcjg	repentir
de	PRE	de
leur	DETpos	leur
folie	NOMcom	folie
et	CONcoo	et
qu'	CONsub	que
il	PROper	il
le	PROper	il
recheussent	VERcjg	recevoir
el	PRE.DETdef	en
regne	NOMcom	règne
si	ADVgen	si
comme	CONsub	comme
enfant	NOMcom	enfant
doivent	VERcjg	devoir
rechevoir	VERinf	recevoir
pere	NOMcom	père
.	PONfrt	.

Et	CONcoo	et
por	PRE	por
che	PROdem	ce
qu'	CONsub	que
il	PROper	il
n'	ADVneg	ne
eussent	VERcjg	avoir
peeur	NOMcom	peur
de	PRE	de
venir	VERinf	venir
a	PRE	a
sa	DETpos	son
merchi	NOMcom	merci
,	PONfbl	,
si	ADVgen	si
leur	PROper	leur
manda	VERcjg	mander
que	CONsub	que
n'	ADVneg	ne
est	VERcjg	estre
mie	ADVneg	mie
merveille	NOMcom	merveille
s'	CONsub	se
on	PROind	on
mesprent	VERcjg	méprendre
,	PONfbl	,
mais	CONcoo	mais
ch'	PROdem	ce
est	VERcjg	estre
merveille	NOMcom	merveille
quant	CONsub	cant
on	PROind	on
ne	ADVneg	ne
se	PROper	soi
vielt	VERcjg	vouloir
de	PRE	de
son	DETpos	son
mesfait	NOMcom	méfait
repentir	VERinf	repentir
.	PONfrt	.

Quant	CONsub	quand
li	DETdef	le
messaiger	NOMcom	messager
eurent	VERcjg	avoir
dit	VERppe	dire
as	PRE.DETdef	à.le
enfens	NOMcom	enfant
le	DETdef	le
messaige	NOMcom	message
le	DETdef	le
roi	NOMcom	roi
leur	DETpos	leur
pere	NOMcom	père
oiant	VERppa	öir
tous	DETind	tous
les	DETdef	le
haus	ADJqua	haut
homes	NOMcom	homme
qui	PROrel	que
i	PROadv	i
estoient	VERcjg	être
,	PONfbl	,
tout	ADVgen	tout
aussi	ADVgen	aussi
comme	CONsub	comme
li	DETdef	le
serpens	NOMcom	serpent
estoupe	VERcjg	étouper
ses	DETpos	son
oreilles	NOMcom	oreille
de	PRE	de
se	DETpos	son
keue	NOMcom	queue
que	CONsub	que
li	DETdef	le
encanterres	NOMcom	enchanteur
ne	ADVneg	ne
le	PROper	il
puist	VERcjg	pouvoir
encanter	VERinf	enchanter
,	PONfbl	,
tot	ADVgen	tot
aussi	ADVgen	aussi
estouperent	VERcjg	étouper
cil	PROdem	cel
leur	DETpos	leur
cuer	NOMcom	cuer
et	CONcoo	et
leurs	DETpos	leur
oreilles	NOMcom	oreille
contre	PRE	contre
le	DETdef	le
mandement	NOMcom	mandement
et	CONcoo	et
le	DETdef	le
priere	NOMcom	prière
de	PRE	de
leur	DETpos	leur
pere	NOMcom	père
et	CONcoo	et
respondirent	VERcjg	répondre
tout	PROind	tout
sans	PRE	sans
conseil	NOMcom	conseil
qu'	CONsub	que
il	PROper	il
n'	ADVneg	ne
avoient	VERcjg	avoir
point	ADVneg	point
de	PRE	de
pere	NOMcom	père
et	CONcoo	et
que	CONsub	que
ja	ADVgen	ja
le	DETdef	le
coronne	NOMcom	couronne
del	PRE.DETdef	de
regne	NOMcom	règne
tolue	VERppe	tolir
ne	ADVneg	ne
leur	PROper	leur
seroit	VERcjg	estre
,	PONfbl	,
se	CONsub	se
par	PRE	par
armes	NOMcom	arme
et	CONcoo	et
a	PRE	a
forche	NOMcom	force
ne	ADVneg	ne
estoit	VERcjg	estre
.	PONfrt	.

Nule	DETind	nul
autre	ADJind	autre
amor	NOMcom	amor
n'	CONcoo	ne
autre	DETind	autre
bonté	NOMcom	bonté
li	DETdef	le
messaige	NOMcom	message
ne	ADVneg	ne
peurent	VERcjg	pouvoir
trouver	VERinf	trouver
en	PRE	en
lor	DETpos	lor
enfans	NOMcom	enfant
,	PONfbl	,
et	CONcoo	et
quant	CONsub	cant
il	PROper	il
leur	PROper	leur
eurent	VERcjg	avoir
toutes	DETind	tous
voies	NOMcom	voie
demandé	VERppe	demander
qu'	CONsub	que
il	PROper	il
remanderoient	VERcjg	remander
au	PRE.DETdef	a
roi	NOMcom	roi
leur	DETpos	leur
pere	NOMcom	père
,	PONfbl	,
cil	PROdem	cel
ne	ADVneg	ne
volrent	VERcjg	vouloir
neis	ADVgen	neïs
le	DETdef	le
non	NOMcom	nom
leur	DETpos	leur
pere	NOMcom	père
ramentevoir	VERinf	ramentevoir
et	CONcoo	et
a	PRE	a
grant	ADJqua	grant
painne	NOMcom	peine
r'en	PROind	ron
laisserent	VERcjg	laisser
il	PROper	il
les	DETdef	le
messaiges	NOMcom	message
raler	VERinf	raler
qu'	CONsub	que
il	PROper	il
ne	ADVneg	ne
leur	PROper	leur
feissent	VERcjg	faire
honte	NOMcom	honte
des	PRE.DETdef	de.le
cors	NOMcom	corps
.	PONfrt	.

Li	DETdef	le
messaige	NOMcom	message
s'	PROper	soi
em	PROadv	en
partirent	VERcjg	partir
mout	ADVgen	mout
desesperé	VERppe	désespérer
de	PRE	de
le	DETdef	le
pais	NOMcom	paix
,	PONfbl	,
et	CONcoo	et
quant	CONsub	cant
li	DETdef	le
rois	NOMcom	roi
seut	VERcjg	savoir
lor	DETpos	lor
revenue	NOMcom	revenue
,	PONfbl	,
si	ADVgen	si
vint	VERcjg	venir
encontre	PRE	encontre
iaus	PROper	eux
et	CONcoo	et
lor	PROper	il
pria	VERcjg	prier
mout	ADVgen	mout
qu'	CONsub	que
il	PROper	il
ne	ADVneg	ne
li	PROper	il
chelassent	VERcjg	celer
rien	PROind	rien
de	PRE	de
le	DETdef	le
responsse	NOMcom	réponse
a	PRE	a
ses	DETpos	son
enfans	NOMcom	enfant
et	CONcoo	et
s'	CONsub	se
il	PROper	il
le	PROper	il
lairoient	VERcjg	laisser
en	PRE	en
sen	DETpos	son
regne	NOMcom	règne
entrer	VERinf	entrer
sans	PRE	sans
bataille	NOMcom	bataille
.	PONfrt	.

Li	DETdef	le
messaige	NOMcom	message
lor	PROper	il
respondirent	VERcjg	répondre
qu'	CONsub	que
il	PROper	il
ne	ADVneg	ne
quidoient	VERcjg	cuider
mie	ADVneg	mie
qu'	CONsub	que
il	PROper	il
peust	VERcjg	pouvoir
en	PRE	en
nule	DETind	nul
gens	NOMcom	gens
el	PRE.DETdef	en
monde	NOMcom	monde
avoir	VERinf	avoir
tant	ADVgen	tant
d'	PRE	de
orguel	NOMcom	orgueil
comme	CONsub	comme
il	PROper	il
avoient	VERcjg	avoir
trouvé	VERppe	trouver
en	PRE	en
ses	DETpos	son
enfans	NOMcom	enfant
et	CONcoo	et
comment	ADVsub	comment
il	PROimp	il
s'	PROper	soi
en	PROadv	en
failli	VERcjg	faillir
peu	ADVgen	peu
qu'	CONsub	que
il	PROper	il
ne	ADVneg	ne
les	PROper	il
fist	VERcjg	faire
honnir	VERinf	honnir
des	PRE.DETdef	de.le
cors	NOMcom	corps
et	CONcoo	et
li	PROper	il
dirent	VERcjg	dire
qu'	CONsub	que
il	PROper	il
avoient	VERcjg	avoir
si	ADVgen	si
grant	ADJqua	grant
ost	NOMcom	ost
assamblee	VERppe	assembler
que	CONsub	que
pour	PRE	pour
nule	DETind	nul
aide	NOMcom	aide
que	PROrel	que
li	DETdef	le
rois	NOMcom	roi
peust	VERcjg	pouvoir
avoir	VERinf	avoir
,	PONfbl	,
il	PROper	il
ne	ADVneg	ne
leur	PROper	leur
porroit	VERcjg	pöoir
contrester	VERinf	contrester
,	PONfbl	,
se	CONsub	se
Nostres	DETpos	notre
Sires	NOMcom	sire
n'	ADVneg	ne
i	PROadv	i
faisoit	VERcjg	faire
miracle	NOMcom	miracle
apert	ADJqua	apert
,	PONfbl	,
et	CONcoo	et
li	PROper	il
dirent	VERcjg	dire
que	CONsub	que
nule	DETind	nul
pais	NOMcom	paix
ne	CONcoo	ne
nule	DETind	nul
concorde	NOMcom	concorde
il	PROper	il
ne	ADVneg	ne
pooit	VERcjg	pöoir
en	PRE	en
iaus	PROper	eux
trover	VERinf	trover
.	PONfrt	.

Quant	CONsub	quand
li	DETdef	le
rois	NOMcom	roi
Clodoveu	NOMpro	Clovis
oi	VERcjg	avoir
ches	DETdem	ce
coses	NOMcom	chose
,	PONfbl	,
s'	ADVgen	si
apela	VERcjg	apeler
tous	DETind	tous
chiaus	PROdem	celui
de	PRE	de
son	DETpos	son
conseil	NOMcom	conseil
et	CONcoo	et
leur	PROper	leur
dist	VERcjg	dire
:	PONfbl	:
“	PONpga	“
Ainssi	ADVgen	ainsi
comme	CONsub	comme
il	PROimp	il
me	PROper	je
samble	VERcjg	sembler
,	PONfbl	,
tous	DETind	tous
nos	DETpos	notre
secours	NOMcom	secours
et	CONcoo	et
toute	DETind	tout
nostre	DETpos	notre
aide	NOMcom	aide
gist	VERcjg	gésir
en	PRE	en
le	DETdef	le
main	NOMcom	main
Nostre	DETpos	notre
Seigneur	NOMcom	seigneur
qui	PROrel	que
est	VERcjg	estre
tous	ADVgen	tout
poissans	ADJqua	puissant
et	CONcoo	et
droituriers	ADJqua	droiturier
.	PONfrt	.

Or	ADVgen	or
soions	VERcjg	être
dont	ADVgen	donc
tout	ADVgen	tout
asseur	ADJqua	assûr
et	CONcoo	et
metons	VERcjg	mettre
en	PRE	en
lui	PROper	il
toute	DETind	tout
nostre	DETpos	notre
esperanche	NOMcom	espérance
et	CONcoo	et
n'	ADVneg	ne
aions	VERcjg	avoir
nule	DETind	nul
fianche	NOMcom	fiance
en	PRE	en
nous	PROper	nous
mesmes	ADJind	même
,	PONfbl	,
car	CONcoo	car
puis	ADVgen	puis
que	CONsub	que
me	DETpos	mon
querele	NOMcom	querele
est	VERcjg	estre
droituriere	ADJqua	droiturier
et	CONcoo	et
nous	PROper	nous
le	PROper	il
metons	VERcjg	mettre
toute	PROind	tout
seur	PRE	sur
celui	PROdem	cel
qui	PROrel	que
est	VERcjg	estre
tos	ADVgen	tout
poissans	ADJqua	puissant
et	CONcoo	et
si	ADVgen	si
droituriers	ADJqua	droiturier
qu'	CONsub	que
il	PROper	il
ne	ADVneg	ne
fist	VERcjg	faire
onques	ADVgen	onque
nului	PROind	nul
tort	NOMcom	tort
et	CONcoo	et
il	PROper	il
nous	PROper	nous
en	PROadv	en
donrra	VERcjg	donner
sans	PRE	sans
doute	NOMcom	doute
nostre	DETpos	notre
droit	NOMcom	droit
.	PONfrt	.

Or	ADVgen	or
les	PROper	il
alons	VERcjg	aler
dont	ADVgen	donc
tout	ADVgen	tout
seurement	ADVgen	sûrement
envair	VERinf	envahir
et	CONcoo	et
saichiés	VERcjg	savoir
certainnement	ADVgen	certainement
que	CONsub	que
vous	PROper	vous
verrés	VERcjg	voir
que	CONsub	que
,	PONfbl	,
s'	CONsub	se
il	PROper	il
estoient	VERcjg	être
d'	PRE	de
assés	ADVgen	assez
gregnor	ADJqua	graindre
pooir	NOMcom	pouvoir
que	CONsub	que
il	PROper	il
ne	ADVneg	ne
sont	VERcjg	estre
,	PONfbl	,
ne	ADVneg	ne
porroient	VERcjg	pöoir
il	PROper	il
ja	ADVgen	ja
durer	VERinf	durer
a	PRE	a
Nostre	DETpos	notre
Seignour	NOMcom	seigneur
qui	PROrel	que
en	PRE	en
nos	PROper	nos
se	PROper	soi
combatra	VERcjg	combattre
.	PONfbl	.
”	PONpdr	”
Chil	PROdem	cil
qui	PROrel	que
avec	PRE	avec
le	DETdef	le
roi	NOMcom	roi
estoient	VERcjg	être
n'	ADVneg	ne
oserent	VERcjg	oser
onques	ADVgen	onque
son	DETpos	son
conseil	NOMcom	conseil
desdire	VERinf	desdire
,	PONfbl	,
ains	ADVgen	ains
se	PROper	soi
saignerent	VERcjg	seignier
tuit	PROind	tot
del	PRE.DETdef	de
signe	NOMcom	signe
de	PRE	de
le	DETdef	le
crois	NOMcom	croix
au	PRE.DETdef	a
salveor	NOMcom	sauveur
du	PRE.DETdef	de.le
monde	NOMcom	monde
et	CONcoo	et
quant	CONsub	cant
il	PROper	il
furent	VERcjg	estre
armé	VERppe	armer
,	PONfbl	,
si	ADVgen	si
s'	PROper	soi
esmurent	VERcjg	émouvoir
avec	PRE	avec
leur	DETpos	leur
seigneur	NOMcom	seigneur
le	DETdef	le
roi	NOMcom	roi
Clodoveu	NOMpro	Clovis
pour	PRE	pour
leurs	DETpos	leur
anemis	NOMcom	ennemi
envair	VERinf	envahir
.	PONfrt	.

Endedens	ADVgen	endedens
envoia	VERcjg	envoyer
li	DETdef	le
rois	NOMcom	roi
ses	DETpos	son
messaiges	NOMcom	message
a	PRE	a
la	DETdef	le
sainte	ADJqua	saint
roine	NOMcom	reine
se	DETpos	son
feme	NOMcom	femme
et	CONcoo	et
li	PROper	il
fist	VERcjg	faire
savoir	VERinf	savoir
le	DETdef	le
jour	NOMcom	jour
de	PRE	de
le	DETdef	le
bataille	NOMcom	bataille
et	CONcoo	et
li	PROper	il
manda	VERcjg	mander
et	CONcoo	et
pria	VERcjg	prier
tant	ADVgen	tant
comme	CONsub	comme
il	PROper	il
peut	VERcjg	pouvoir
plus	ADVgen	plus
qu'	CONsub	que
ele	PROper	il
les	PROper	il
secoureust	VERcjg	secourir
a	PRE	a
cel	DETdem	cil
jour	NOMcom	jour
de	PRE	de
quanqu'	PROrel	cant
ele	PROper	il
porroit	VERcjg	pöoir
avoir	VERinf	avoir
de	PRE	de
gent	NOMcom	gent
et	CONcoo	et
qu'	CONsub	que
ele	PROper	il
feist	VERcjg	faire
larges	ADJqua	large
aumosnes	NOMcom	aumône
et	CONcoo	et
priast	VERcjg	prier
Nostre	DETpos	notre
Seignor	NOMcom	seignor
qu'	CONsub	que
il	PROper	il
jugast	VERcjg	juger
en	PRE	en
tele	DETind	tel
maniere	NOMcom	manière
le	DETdef	le
querele	NOMcom	querele
entre	PRE	entre
le	DETdef	le
pere	NOMcom	père
et	CONcoo	et
les	DETdef	le
enfans	NOMcom	enfant
et	CONcoo	et
que	CONsub	que
li	DETdef	le
jugemens	NOMcom	jugement
fust	VERcjg	estre
si	ADVgen	si
atemprés	VERppe	attemprer
par	PRE	par
se	DETpos	son
misericorde	NOMcom	miséricorde
qu'	CONsub	que
il	PROper	il
fust	VERcjg	estre
fais	VERppe	faire
au	PRE.DETdef	a
pourfit	NOMcom	profit
de	PRE	de
l'	DETdef	le
une	ADJind	un
partie	NOMcom	partie
et	CONcoo	et
de	PRE	de
l'	DETdef	le
autre	PROind	autre
.	PONfrt	.

Che	PROdem	ce
n'	ADVneg	ne
est	VERcjg	estre
nule	DETind	nul
doute	NOMcom	doute
que	CONsub	que
le	DETdef	le
roine	NOMcom	reine
n'	ADVneg	ne
obeist	VERcjg	obéir
de	PRE	de
tout	DETind	tout
son	DETpos	son
pooir	NOMcom	pouvoir
au	PRE.DETdef	a
mandement	NOMcom	mandement
et	CONcoo	et
a	PRE	a
le	DETdef	le
proiere	NOMcom	priiere
de	PRE	de
son	DETpos	son
segnor	NOMcom	seigneur
.	PONfrt	.

Li	DETdef	le
rois	NOMcom	roi
Clodovius	NOMpro	Clovis
aprocha	VERcjg	approcher
tant	ADVgen	tant
par	PRE	par
ses	DETpos	son
jornees	NOMcom	jornee
pres	ADVgen	près
de	PRE	de
la	ADVgen	là
ou	PROrel	où
si	DETpos	son
enfant	NOMcom	enfant
estoient	VERcjg	être
qu'	CONsub	que
il	PROper	il
entra	VERcjg	entrer
en	PRE	en
se	DETpos	son
terre	NOMcom	terre
et	CONcoo	et
devisa	VERcjg	deviser
a	PRE	a
faire	VERinf	faire
un	DETndf	un
castel	NOMcom	château
en	PRE	en
une	PROind	un
des	PRE.DETdef	de.le
parties	NOMcom	partie
del	PRE.DETdef	de
regne	NOMcom	règne
.	PONfrt	.

Si	DETpos	son
enfant	NOMcom	enfant
qui	PROrel	que
toutes	DETind	tous
ces	DETdem	ce
coses	NOMcom	chose
oirent	VERcjg	ouïr
assamblerent	VERcjg	assembler
tout	DETind	tout
leur	DETpos	leur
pooir	NOMcom	pouvoir
et	CONcoo	et
s'	PROper	soi
esmurent	VERcjg	émouvoir
mout	ADVgen	mout
orguelleusement	ADVgen	orgueilleusement
pour	PRE	pour
assaillir	VERinf	assaillir
lor	DETpos	lor
pere	NOMcom	père
et	CONcoo	et
chiaus	PROdem	celui
qui	PROrel	que
en	PRE	en
s'	DETpos	son
aide	NOMcom	aide
estoient	VERcjg	être
.	PONfrt	.

Li	DETdef	le
rois	NOMcom	roi
qui	PROrel	que
mout	ADVgen	mout
fu	VERcjg	estre
humles	ADJqua	humble
de	PRE	de
cuer	NOMcom	cuer
et	CONcoo	et
engrés	ADJqua	engrès
as	PRE.DETdef	à.le
armes	NOMcom	arme
se	PROper	soi
feri	VERcjg	ferir
en	PRE	en
iaus	PROper	eux
mout	ADVgen	mout
vertueusement	ADVgen	vertueusement
que	CONsub	que
li	DETdef	le
autre	PROind	autre
qui	PROrel	que
estoient	VERcjg	être
nient	ADVgen	néant
nombraule	ADJqua	nombrable
et	CONcoo	et
qui	PROrel	que
estoient	VERcjg	être
jone	ADJqua	jeune
et	CONcoo	et
fort	ADJqua	fort
ne	ADVneg	ne
se	PROper	soi
peurent	VERcjg	pouvoir
tenir	VERinf	tenir
contre	PRE	contre
chiaus	PROdem	celui
qui	PROrel	que
estoient	VERcjg	être
viel	ADJqua	vieux
et	CONcoo	et
debrisié	VERppe	débriser
,	PONfbl	,
ains	ADVgen	ains
s'	PROper	soi
en	PROadv	en
fuirent	VERcjg	fuir
li	DETdef	le
plus	ADVgen	plus
maistre	ADJqua	maître
et	CONcoo	et
li	DETdef	le
plus	ADVgen	plus
fort	ADJqua	fort
de	PRE	de
ses	DETpos	son
anemis	NOMcom	ennemi
.	PONfrt	.

Quant	CONsub	quand
li	DETdef	le
enfant	NOMcom	enfant
se	PROper	soi
regarderent	VERcjg	regarder
et	CONcoo	et
il	PROper	il
virent	VERcjg	voir
que	CONsub	que
cil	PROdem	cel
s'	PROper	soi
en	PROadv	en
estoient	VERcjg	être
fui	VERppe	fuir
en	PRE	en
cui	PROrel	que
il	PROper	il
avoient	VERcjg	avoir
tote	DETind	tot
lor	DETpos	lor
fianche	NOMcom	fiance
et	CONcoo	et
qu'	CONsub	que
il	PROper	il
estoient	VERcjg	être
demoré	VERppe	demorer
aussi	ADVgen	aussi
comme	CONsub	comme
seul	ADJqua	sol
en	PRE	en
le	DETdef	le
bataille	NOMcom	bataille
,	PONfbl	,
s'	ADVgen	si
eurent	VERcjg	avoir
mout	ADVgen	mout
grant	ADJqua	grant
paour	NOMcom	peur
de	PRE	de
che	PROdem	ce
meismes	ADJind	même
qu'	CONsub	que
i	PROimp	il
leur	PROper	leur
avint	VERcjg	advenir
qu'	CONsub	que
il	PROper	il
ne	ADVneg	ne
caissent	VERcjg	casser
es	PRE.DETdef	en.le
mains	NOMcom	main
et	CONcoo	et
es	PRE.DETdef	en.le
loiens	NOMcom	lien
leur	DETpos	leur
pere	NOMcom	père
.	PONfrt	.

Ne	ADVneg	ne
demora	VERcjg	demeurer
gaires	ADVgen	gaire
qu'	CONsub	que
il	PROper	il
furent	VERcjg	estre
andoi	PROcar	ambedeux
pris	VERppe	prendre
,	PONfbl	,
et	CONcoo	et
quant	CONsub	cant
le	DETdef	le
bataille	NOMcom	bataille
fu	VERcjg	estre
departie	VERppe	departir
et	CONcoo	et
on	PROind	on
les	PROper	il
eut	VERcjg	avoir
andeus	PROcar	ambedos
amenés	VERppe	amener
devant	PRE	devant
leur	DETpos	leur
pere	NOMcom	père
,	PONfbl	,
si	ADVgen	si
commanda	VERcjg	commander
li	DETdef	le
rois	NOMcom	roi
qu'	CONsub	que
il	PROper	il
fussent	VERcjg	estre
loié	VERppe	lier
et	CONcoo	et
il	PROper	il
si	ADVgen	si
furent	VERcjg	estre
.	PONfrt	.

Li	DETdef	le
rois	NOMcom	roi
se	PROper	soi
parti	VERcjg	partir
de	PRE	de
cel	DETdem	cil
liu	NOMcom	lieu
et	CONcoo	et
s'	PROper	soi
en	PROadv	en
vint	VERcjg	venir
en	PRE	en
Franche	NOMpro	France
et	CONcoo	et
par	PRE	par
tout	PROind	tout
la	ADVgen	là
ou	PROrel	où
il	PROper	il
venoit	VERcjg	venir
li	PROper	il
rendoit	VERcjg	rendre
on	PROind	on
a	PRE	a
se	DETpos	son
volenté	NOMcom	volonté
les	DETdef	le
chités	NOMcom	cité
et	CONcoo	et
les	DETdef	le
castiaus	NOMcom	château
c'	PROrel	que
on	PROind	on
avoit	VERcjg	avoir
garnis	VERppe	garnir
encontre	PRE	encontre
lui	PROper	il
.	PONfrt	.

Nus	PROind	nul
ne	ADVneg	ne
porroit	VERcjg	pöoir
le	DETdef	le
grant	ADJqua	grant
joie	NOMcom	joie
raconter	VERinf	raconter
que	PROrel	que
le	DETdef	le
sainte	ADJqua	saint
roine	NOMcom	reine
Baltelt	NOMpro	Bathilde
eut	VERcjg	avoir
quant	CONsub	cant
ele	PROper	il
seut	VERcjg	savoir
ces	DETdem	ce
nouveles	NOMcom	nouvelle
et	CONcoo	et
s'	PROper	soi
esmut	VERcjg	émouvoir
tantost	ADVgen	tantôt
a	PRE	a
venir	VERinf	venir
contre	PRE	contre
son	DETpos	son
seigneur	NOMcom	seigneur
.	PONfrt	.

Et	CONcoo	et
qui	PROint	que
par	ADVgen	par
porroit	VERcjg	pöoir
le	DETdef	le
grant	ADJqua	grant
joie	NOMcom	joie
raconter	VERinf	raconter
que	PROrel	que
li	DETdef	le
rois	NOMcom	roi
et	CONcoo	et
le	DETdef	le
roine	NOMcom	reine
s'	PROper	soi
entrefirent	VERcjg	entrefaire
,	PONfbl	,
quant	CONsub	cant
li	DETdef	le
uns	PROind	un
vit	VERcjg	vëoir
l'	DETdef	le
autre	PROind	autre
?	PONfrt	?

Li	DETdef	le
rois	NOMcom	roi
n'	ADVneg	ne
eut	VERcjg	avoir
gaires	ADVgen	gaire
sejorné	VERppe	sejorner
quant	CONsub	cant
il	PROper	il
apela	VERcjg	apeler
ses	DETpos	son
chevaliers	NOMcom	chevalier
et	CONcoo	et
dist	VERcjg	dire
qu'	CONsub	que
il	PROper	il
voloit	VERcjg	voloir
que	CONsub	que
si	DETpos	son
enfant	NOMcom	enfant
fussent	VERcjg	estre
jugié	VERppe	jugier
selonc	PRE	selon
ce	PROdem	ce
qu'	PROrel	que
il	PROper	il
avoient	VERcjg	avoir
ouvré	VERppe	oeuvrer
et	CONcoo	et
selonc	PRE	selon
l'	DETdef	le
escripture	NOMcom	écriture
qui	PROrel	que
dist	VERcjg	dire
:	PONfbl	:
“	PONpga	“
Li	DETdef	le
fil	NOMcom	fil
des	PRE.DETdef	de.le
homes	NOMcom	homme
,	PONfbl	,
jugiés	VERcjg	juger
a	PRE	a
droit	NOMcom	droit
”	PONpdr	”
et	CONcoo	et
leur	PROper	leur
demanda	VERcjg	demander
quel	DETrel	quel
conseil	NOMcom	conseil
il	PROper	il
en	PROadv	en
donroient	VERcjg	donner
.	PONfrt	.

Chil	PROdem	cil
furent	VERcjg	estre
tout	ADVgen	tout
esbahi	VERppe	ébahir
et	CONcoo	et
ne	ADVneg	ne
seurent	VERcjg	savoir
que	PROrel	que
respondre	VERinf	respondre
au	PRE.DETdef	a
roi	NOMcom	roi
fors	PRE	fors
tant	ADVgen	tant
qu'	CONsub	que
il	PROper	il
disent	VERcjg	dire
pour	PRE	pour
iaus	PROper	eux
escuser	VERinf	escuser
que	CONsub	que
li	DETdef	le
plus	ADVgen	plus
grant	ADJqua	grant
et	CONcoo	et
li	DETdef	le
plus	ADVgen	plus
saige	ADJqua	sage
baron	NOMcom	baron
de	PRE	de
Franche	NOMpro	France
n'	ADVneg	ne
i	PROadv	i
estoient	VERcjg	être
mie	ADVneg	mie
et	CONcoo	et
que	CONsub	que
sans	PRE	sans
iax	PROper	eux
ne	ADVneg	ne
feroient	VERcjg	faire
il	PROper	il
mie	ADVneg	mie
jugement	NOMcom	jugement
de	PRE	de
si	ADVgen	si
grant	ADJqua	grant
cose	NOMcom	chose
comme	CONsub	comme
des	PRE.DETdef	de.le
enfans	NOMcom	enfant
leur	DETpos	leur
segneur	NOMcom	seigneur
.	PONfrt	.

Quant	CONsub	quand
li	DETdef	le
rois	NOMcom	roi
qui	PROrel	que
mout	ADVgen	mout
estoit	VERcjg	estre
desirrans	VERppa	désirer
del	PRE.DETdef	de
jugement	NOMcom	jugement
oir	NOMcom	hoir
oi	VERcjg	avoir
leur	DETpos	leur
responsse	NOMcom	réponse
,	PONfbl	,
si	ADVgen	si
fist	VERcjg	faire
assambler	VERinf	assembler
tout	DETind	tout
le	DETdef	le
commun	ADJqua	commun
conseil	NOMcom	conseil
de	PRE	de
France	NOMpro	France
et	CONcoo	et
leur	PROper	leur
dist	VERcjg	dire
ce	PROdem	ce
meismes	ADJind	même
qu'	PROrel	que
il	PROper	il
avoit	VERcjg	avoir
devant	ADVgen	devant
dit	VERppe	dire
as	PRE.DETdef	à.le
autres	PROind	autre
.	PONfrt	.

Cil	PROdem	cel
furent	VERcjg	estre
mout	ADVgen	mout
longuement	ADVgen	longuement
ensamble	ADVgen	ensemble
a	PRE	a
conseil	NOMcom	conseil
et	CONcoo	et
en	PRE	en
la	DETdef	le
